N	2gram	Tiupa_Narr	Russkaja
1	не может	16	22
2	и не	34	19
3	в том	20	17
4	в этом	23	17
5	и в	22	14
6	то что	14	13
7	самим собой	3	12
8	точки зрения	8	11
9	то же	12	11
10	таким образом	5	11
11	в то	9	10
12	но и	39	10
13	же время	7	10
14	не только	50	9
15	том что	15	9
16	церкви и	2	9
17	может быть	24	9
18	в себе	14	9
19	с точки	2	9
20	во всяком	2	9
21	того чтобы	7	8
22	как на	2	8
23	прежде всего	7	8
24	и с	3	7
25	к тому	13	7
26	о том	5	7
27	в данном	17	7
28	не будет	2	7
29	отнюдь не	6	7
30	самом деле	4	7
31	если в	2	6
32	и для	4	6
33	в своих	2	6
34	и к	7	6
35	если бы	9	6
36	всяком случае	2	6
37	для того	4	6
38	что он	7	6
39	в своем	7	6
40	для него	8	6
41	или иной	6	5
42	а в	19	5
43	на то	4	5
44	в последние	2	5
45	было бы	2	5
46	хотя бы	4	5
47	между собой	3	5
48	и на	5	5
49	потому что	7	5
50	при этом	31	5
51	в нем	9	5
52	жизни в	7	5
53	в своей	8	5
54	только в	23	5
55	никогда не	8	5
56	и только	2	5
57	он не	8	5
58	сих пор	3	5
59	между тем	5	5
60	во всех	2	5
61	до сих	3	5
62	а потому	2	5
63	и то	3	4
64	что в	6	4
65	но не	7	4
66	все же	10	4
67	себя в	4	4
68	не в	12	4
69	как и	15	4
70	более или	2	4
71	в мире	8	4
72	как бы	11	4
73	все что	4	4
74	можно было	2	4
75	приводит к	2	4
76	и т.д	7	4
77	которой он	4	4
78	жизни и	7	4
79	в его	12	4
80	со стороны	14	4
81	точку зрения	3	4
82	в этой	8	4
83	себе и	2	4
84	вместе с	3	4
85	или менее	2	4
86	одной из	2	3
87	данном случае	12	3
88	да и	5	3
89	одна из	5	3
90	о котором	4	3
91	что это	4	3
92	с нею	2	3
93	на том	2	3
94	в сознании	6	3
95	именно в	5	3
96	из этих	6	3
97	она может	2	3
98	только к	3	3
99	и потому	2	3
100	в другом	5	3
101	в конце	4	3
102	из них	4	3
103	в самом	8	3
104	и как	4	3
105	для них	2	3
106	что и	3	3
107	или в	7	3
108	сводится к	10	3
109	лишь в	3	3
110	он сам	4	3
111	той или	7	3
112	и по	3	3
113	связи с	3	3
114	еще не	6	3
115	в виде	2	3
116	того что	7	3
117	в качестве	27	3
118	друг друга	2	3
119	не было	3	3
120	и т	3	3
121	что может	2	3
122	то в	4	3
123	не о	2	2
124	и о	4	2
125	даже если	2	2
126	и от	3	2
127	не к	4	2
128	тем самым	9	2
129	или иного	3	2
130	для себя	3	2
131	тому что	4	2
132	к нему	5	2
133	она не	2	2
134	только с	2	2
135	но в	10	2
136	того или	3	2
137	не подлежит	3	2
138	в котором	3	2
139	так же	2	2
140	их в	4	2
141	на себя	5	2
142	в начале	4	2
143	для нее	2	2
144	этого не	2	2
145	людей и	2	2
146	состоит в	19	2
147	ни от	2	2
148	в ней	5	2
149	уже не	11	2
150	в результате	4	2
151	по отношению	5	2
152	но для	5	2
153	если не	4	2
154	в силу	5	2
155	этом и	5	2
156	и даже	4	2
157	а не	27	2
158	для нас	2	2
159	представить себе	3	2
160	по себе	4	2
161	мы можем	2	2
162	не можем	2	2
163	говоря о	2	2
164	точно так	2	2
165	речь идет	3	2
166	место в	3	2
167	к себе	11	2
168	зависит от	3	2
169	всю свою	2	2
170	в других	2	2
171	и тем	9	2
172	и является	2	2
173	к чему	3	2
174	и вот	2	2
175	тогда как	23	2
176	но это	2	2
177	что с	2	2
178	все эти	3	2
179	и наконец	2	2
180	а с	2	2
181	и тогда	2	2
182	не просто	2	2
183	в этих	3	2
184	только на	4	2
185	в частности	23	2
186	в таком	4	2
187	во время	2	2
188	как будто	4	2
189	должна быть	2	2
190	его и	2	2
191	в области	4	2
192	если же	2	2
193	с ним	6	2
194	быть и	3	2
195	в глазах	7	2
196	у него	13	2
197	при отсутствии	2	2
198	и более	2	2
199	участие в	2	2
200	и состоит	6	2
201	ясно что	2	2
