N	3gram	Propp_Isto	Myslijsy
1	в том что	8	47
2	по отношению к	2	26
3	не может быть	4	19
4	тем не менее	6	18
5	и т д	30	15
6	во всяком случае	2	12
7	с другой стороны	10	12
8	до сих пор	7	12
9	смысле этого слова	3	12
10	подобно тому как	3	11
11	но тем не	2	10
12	в то время	2	10
13	с одной стороны	2	10
14	о том что	3	9
15	на то что	4	9
16	но и в	2	9
17	что и в	3	9
18	в этом случае	8	8
19	можно сказать что	2	7
20	как и в	2	7
21	одной и той	2	7
22	не только не	2	7
23	и той же	2	7
24	не только в	3	7
25	после того как	3	6
26	и то что	4	5
27	в данном случае	6	4
28	мы видели что	6	4
29	не что иное	6	4
30	то время как	2	4
31	что иное как	6	4
32	только после того	2	3
33	с этой стороны	2	3
34	таким образом мы	2	3
35	можно было бы	2	3
36	между человеком и	2	3
37	точно так же	8	3
38	в большинстве случаев	2	3
39	в связи с	5	3
40	мы увидим что	2	3
41	в одном из	2	3
42	в чем состоит	2	2
43	мы видели выше	2	2
44	мы можем предположить	5	2
45	в некоторых случаях	6	2
46	так же как	7	2
47	и в других	3	2
48	выше мы видели	5	2
49	как мы видели	7	2
50	в таких случаях	2	2
51	дает нам право	2	2
52	состоит в том	2	2
53	в этих случаях	13	2
54	но все же	5	2
