N	2gram	Vygotskiy_	Istorich
1	и в	55	181
2	и т	36	160
3	т д	10	142
4	т е	3	133
5	может быть	35	115
6	не только	25	114
7	что он	17	111
8	мы имеем	7	102
9	что в	39	90
10	но и	12	85
11	в этом	21	81
12	так как	28	75
13	то что	47	73
14	таким образом	38	72
15	вместе с	10	71
16	и не	24	67
17	все же	9	65
18	мы видим	8	65
19	в этих	6	64
20	еще не	2	63
21	не может	30	61
22	так же	29	57
23	то же	17	56
24	никогда не	13	56
25	в том	55	53
26	том что	30	53
27	с другой	7	52
28	а в	10	52
29	потому что	27	52
30	что и	27	51
31	и что	28	51
32	и здесь	3	51
33	мы видели	2	49
34	о том	11	48
35	а не	18	48
36	его в	3	47
37	не в	19	47
38	другой стороны	7	46
39	мы должны	4	44
40	но в	5	44
41	и его	14	43
42	мы знаем	8	42
43	в нем	5	42
44	показывает что	6	42
45	только в	18	42
46	как в	17	42
47	представление о	6	41
48	или в	2	39
49	в его	8	38
50	для нас	5	38
51	тем что	7	38
52	и на	6	38
53	что здесь	2	37
54	так и	6	37
55	он не	8	37
56	уже не	3	37
57	как и	25	37
58	мы можем	6	36
59	мы увидим	4	36
60	знаем что	4	36
61	с тем	11	35
62	что они	7	35
63	все эти	7	35
64	мы не	15	35
65	не всегда	2	34
66	что это	12	34
67	но не	5	34
68	видим что	5	34
69	связи с	2	34
70	у него	4	34
71	представления о	2	33
72	там где	5	33
73	же как	8	33
74	об этом	3	33
75	сих пор	8	32
76	в качестве	3	32
77	представляет собой	2	31
78	ничего не	4	31
79	прежде всего	5	31
80	один из	6	31
81	то это	3	31
82	при помощи	27	30
83	с этим	7	30
84	до сих	8	30
85	с одной	6	30
86	к нему	3	30
87	как мы	2	29
88	одной стороны	7	29
89	но это	3	29
90	например в	5	28
91	что она	11	28
92	и другие	5	28
93	и с	5	28
94	как он	4	27
95	так что	8	27
96	того что	15	27
97	могут быть	15	27
98	в ней	3	26
99	как это	8	26
100	на него	2	26
101	вопрос о	3	25
102	было бы	14	24
103	если бы	10	24
104	что мы	9	24
105	к этому	5	24
106	не менее	9	24
107	того как	5	24
108	все это	11	23
109	когда он	11	23
110	тем не	6	23
111	в частности	6	23
112	точно так	6	23
113	показывают что	2	23
114	в этой	5	23
115	их в	4	23
116	и это	6	23
117	как бы	11	23
118	при этом	28	22
119	и по	7	22
120	с ним	2	22
121	совершенно ясно	22	21
122	в одном	4	21
123	сказать что	12	21
124	должны были	2	21
125	к тому	8	21
126	в связи	3	21
127	она не	6	20
128	одна из	5	20
129	в свете	3	20
130	в других	3	20
131	из них	4	20
132	в силу	4	20
133	наряду с	3	20
134	видели что	2	20
135	очень часто	4	20
136	из этих	6	20
137	и как	9	19
138	после того	2	19
139	что у	8	19
140	в другой	3	19
141	на том	2	19
142	в тех	2	19
143	живет в	2	19
144	на то	17	19
145	но он	3	19
146	что этот	3	18
147	вовсе не	7	18
148	в то	8	18
149	по существу	6	17
150	то и	2	17
151	и только	5	17
152	том как	2	17
153	в них	4	17
154	со стороны	5	16
155	и все	8	16
156	в котором	5	16
157	этот вопрос	2	16
158	во всех	4	16
159	в целом	8	15
160	на его	3	15
161	в своей	6	15
162	даже в	2	15
163	и то	4	15
164	в особенности	3	15
165	его и	4	15
166	и эти	2	15
167	тот кто	2	15
168	и даже	11	15
169	в которых	5	15
170	как будто	10	15
171	в одной	3	15
172	и тем	5	15
173	он в	2	15
174	и там	2	15
175	увидим что	3	15
176	что при	8	15
177	от него	2	14
178	отношение к	3	14
179	у нас	4	14
180	но мы	3	14
181	с того	2	14
182	такое же	3	14
183	должна быть	3	14
184	с этой	8	14
185	в него	4	14
186	на вопрос	4	14
187	можно было	4	14
188	из которых	5	14
189	и есть	5	14
190	и ее	4	14
191	и наконец	2	14
192	в нее	2	13
193	к своему	2	13
194	что иное	2	13
195	и для	9	13
196	все что	4	13
197	в таких	2	13
198	и от	4	13
199	его не	3	13
200	на котором	2	13
201	на этом	3	13
202	в книге	2	13
203	в своем	3	13
204	время как	6	13
205	и у	6	13
206	не имеет	3	13
207	и если	4	13
208	в себе	6	13
209	с ними	2	13
210	по себе	21	13
211	то время	6	13
212	во всем	5	12
213	в их	4	12
214	к этой	2	12
215	ответ на	2	12
216	как только	3	12
217	и их	4	12
218	утверждать что	9	12
219	хотя бы	4	12
220	за ним	2	12
221	о нем	2	12
222	что не	2	12
223	и вот	5	11
224	же мы	2	11
225	и более	3	11
226	относится к	4	11
227	главным образом	3	11
228	только с	2	11
229	точки зрения	32	11
230	хотя и	3	11
231	уже в	3	11
232	иное как	2	11
233	далеко не	7	11
234	у меня	3	11
235	ясно что	22	11
236	в очень	2	11
237	не что	2	11
238	такой же	9	11
239	должны быть	6	11
240	приходит к	5	10
241	что же	4	10
