N	2gram	Propp_Isto	Psycholo
1	то что	20	193
2	и в	43	190
3	в том	13	163
4	что в	29	123
5	потому что	8	114
6	том что	12	113
7	и что	6	108
8	может быть	22	107
9	таким образом	15	102
10	в этом	25	100
11	все время	2	86
12	как бы	5	80
13	что он	17	76
14	не только	28	75
15	на то	4	73
16	и не	16	73
17	что она	8	71
18	и т	33	69
19	точки зрения	3	69
20	не может	8	68
21	так как	13	63
22	так же	16	63
23	было бы	5	56
24	если бы	7	55
25	совершенно ясно	2	54
26	то же	11	54
27	о том	4	54
28	при этом	4	52
29	как и	9	51
30	что и	17	50
31	а не	13	50
32	что это	4	49
33	только в	8	46
34	сказать что	5	46
35	по себе	3	46
36	к тому	9	45
37	говорит что	4	45
38	не в	9	45
39	в этой	7	43
40	ясно что	2	43
41	никогда не	9	42
42	и все	4	42
43	вместе с	12	41
44	как это	5	40
45	но и	24	40
46	при помощи	11	39
47	того что	8	39
48	и это	5	37
49	мы видим	15	37
50	и как	6	36
51	с тем	3	35
52	вовсе не	3	34
53	и если	3	34
54	и его	10	34
55	когда он	2	33
56	все же	13	33
57	все это	4	32
58	в себе	2	32
59	в ней	3	31
60	мы не	3	31
61	в его	7	31
62	он не	11	31
63	для нас	6	31
64	как будто	2	30
65	мы увидим	6	30
66	как в	6	30
67	с одной	2	29
68	и для	3	29
69	одной стороны	2	29
70	в нем	11	29
71	что мы	5	28
72	что они	14	28
73	увидим что	2	28
74	и то	4	28
75	мы можем	10	28
76	с другой	10	27
77	а в	13	27
78	и на	7	27
79	так что	8	26
80	совершенно не	2	26
81	и здесь	8	25
82	только что	3	25
83	жизни и	2	25
84	в целом	4	24
85	указывает на	6	24
86	до сих	7	24
87	тем что	8	24
88	в своем	2	23
89	сих пор	7	23
90	целый ряд	3	23
91	могут быть	9	23
92	один из	7	23
93	и даже	4	22
94	т д	30	22
95	как она	2	22
96	что у	4	22
97	казалось бы	2	22
98	с этим	13	22
99	между тем	2	22
100	из них	7	22
101	в своей	4	21
102	как мы	11	21
103	и вот	3	21
104	ни в	2	21
105	в котором	5	21
106	в которых	7	21
107	что эта	2	21
108	той же	3	21
109	и только	6	21
110	она не	4	20
111	все эти	8	20
112	в то	2	20
113	тот же	2	20
114	это не	10	20
115	дело с	2	20
116	там где	8	20
117	мы имеем	24	20
118	другой стороны	10	20
119	на этом	5	20
120	мы должны	9	19
121	у него	4	19
122	в одном	9	19
123	что при	3	19
124	мы уже	9	19
125	на самом	2	18
126	перед нами	4	18
127	видим что	7	18
128	но в	15	18
129	но не	10	18
130	с этой	3	18
131	есть не	2	18
132	можно было	3	18
133	и есть	3	18
134	в виду	2	17
135	одна из	2	17
136	только не	2	17
137	во всяком	2	17
138	у нас	7	17
139	из этих	5	17
140	но это	5	17
141	и о	2	17
142	время как	2	17
143	так и	6	16
144	не имеет	3	16
145	тому как	3	16
146	и к	4	16
147	от того	3	16
148	и тем	2	16
149	же как	8	16
150	то это	5	16
151	к этому	10	16
152	и потому	2	15
153	мы знаем	11	15
154	еще не	15	15
155	далеко не	3	15
156	только на	2	15
157	в частности	6	15
158	в них	6	15
159	и так	3	15
160	не можем	2	15
161	не просто	4	15
162	что на	6	14
163	это только	2	14
164	не то	2	14
165	должна быть	2	14
166	хотя бы	3	14
167	главным образом	3	14
168	по существу	3	14
