N	2gram	Voloshinov	Istorich
1	и в	28	181
2	может быть	28	115
3	не только	10	114
4	что он	12	111
5	мы имеем	6	102
6	что в	7	90
7	но и	10	85
8	в этом	28	81
9	так как	15	75
10	то что	17	73
11	таким образом	34	72
12	вместе с	5	71
13	и не	34	67
14	все же	8	65
15	мы видим	3	65
16	в этих	5	64
17	еще не	8	63
18	не может	30	61
19	так же	4	57
20	то же	12	56
21	никогда не	10	56
22	в том	10	53
23	том что	12	53
24	с другой	2	52
25	а в	8	52
26	потому что	4	52
27	что и	5	51
28	и что	6	51
29	мы видели	12	49
30	о том	3	48
31	а не	9	48
32	связь с	7	47
33	его в	11	47
34	не в	10	47
35	превращается в	2	45
36	мы должны	9	44
37	но в	13	44
38	и пр	29	44
39	это не	5	43
40	и его	22	43
41	мы знаем	11	42
42	в нем	7	42
43	только в	11	42
44	как в	4	42
45	в его	25	38
46	для нас	2	38
47	и на	9	38
48	так и	14	37
49	он не	10	37
50	уже не	9	37
51	как и	13	37
52	мы уже	10	37
53	мы можем	20	36
54	мы увидим	4	36
55	знаем что	8	36
56	все эти	15	35
57	мы не	9	35
58	не всегда	4	34
59	во время	6	34
60	что это	5	34
61	но не	7	34
62	а именно	2	34
63	у него	4	34
64	там где	2	33
65	же как	2	33
66	об этом	7	33
67	сих пор	3	32
68	в качестве	2	32
69	представляет собой	2	31
70	ничего не	5	31
71	прежде всего	26	31
72	один из	10	31
73	при помощи	2	30
74	этот мотив	3	30
75	с этим	8	30
76	до сих	3	30
77	с одной	2	30
78	к нему	9	30
79	но все	2	29
80	как мы	18	29
81	одной стороны	2	29
82	но это	4	29
83	что она	5	28
84	и другие	2	28
85	и с	10	28
86	того что	7	27
87	могут быть	9	27
88	в ней	8	26
89	как это	5	26
90	и др	9	26
91	на него	4	26
92	вопрос о	2	25
93	в дальнейшем	2	25
94	было бы	8	24
95	если бы	4	24
96	что мы	3	24
97	к этому	9	24
98	не менее	6	24
99	не будем	3	23
100	все это	12	23
101	когда он	3	23
102	тем не	4	23
103	в этой	7	23
104	их в	3	23
105	как бы	19	23
106	в мифах	2	22
107	при этом	8	22
108	и по	5	22
109	с ним	14	22
110	в некоторых	2	22
111	в одном	3	21
112	сказать что	11	21
113	ее в	5	21
114	в другом	4	21
115	к тому	6	21
116	они не	3	21
117	связано с	3	21
118	другими словами	5	20
119	она не	6	20
120	одна из	4	20
121	из них	7	20
122	видели что	3	20
123	из этих	6	20
124	и как	3	19
125	не совсем	3	19
126	есть и	2	19
127	в данном	4	18
128	вовсе не	16	18
129	в то	7	18
130	нас к	2	17
131	и только	6	17
132	очень много	2	17
133	и этим	3	17
134	в них	3	17
135	дело не	2	17
136	то мы	2	16
137	и они	2	16
138	всех этих	6	16
139	связана с	2	16
140	со стороны	5	16
141	и она	3	16
142	и все	13	16
143	между двумя	3	16
144	в котором	4	16
145	этот вопрос	4	16
146	во всех	13	16
147	данном случае	4	15
148	в целом	4	15
149	в своей	14	15
150	уже знаем	4	15
151	в америке	2	15
152	и то	3	15
153	его и	2	15
154	в пределах	6	15
155	друг друга	2	15
156	и даже	3	15
157	в одной	2	15
158	и тем	2	15
159	он в	2	15
160	увидим что	5	15
161	что при	2	15
162	отношение к	7	14
163	у нас	3	14
164	но мы	6	14
165	такое же	2	14
166	должна быть	2	14
167	а также	2	14
168	в него	2	14
169	отношению к	11	14
170	из которых	2	14
171	и есть	3	14
172	и ее	7	14
173	по отношению	13	14
174	и наконец	12	14
175	находится в	3	14
176	на себя	3	14
177	к своему	2	13
178	и для	7	13
179	все что	10	13
180	в таких	4	13
181	и от	3	13
182	его не	2	13
183	на этом	8	13
184	в книге	2	13
185	в своем	4	13
186	и у	7	13
187	не имеет	2	13
188	в себе	7	13
189	с ними	5	13
190	по себе	4	13
191	в их	2	12
192	к этой	2	12
193	ответ на	3	12
194	и их	2	12
195	одним из	3	12
196	в более	5	12
197	хотя бы	7	12
198	чаще всего	3	12
199	ни один	3	12
200	к себе	3	12
201	в основном	4	12
202	о нем	2	12
203	не знает	5	12
204	на более	2	12
205	к ней	4	12
206	и вот	8	11
207	же мы	3	11
208	от этого	2	11
209	связанные с	4	11
210	если он	6	11
211	относится к	2	11
212	главным образом	4	11
213	только с	4	11
214	точки зрения	31	11
215	в этот	4	11
216	уже в	3	11
217	человека в	4	11
218	далеко не	5	11
219	ясно что	2	11
220	на которой	2	11
221	этого не	3	11
222	дает нам	4	11
223	я не	4	11
224	такой же	3	11
