N	2gram	Vygotskiy_	DiskursI
1	в качестве	2	72
2	а не	16	60
3	может быть	34	56
4	не только	24	49
5	и в	55	49
6	как и	9	47
7	при этом	11	46
8	в том	50	44
9	и не	19	44
10	то есть	16	41
11	в прозе	2	41
12	представляет собой	2	41
13	том что	46	40
14	в этом	30	38
15	в себе	13	37
16	состоит в	3	37
17	в частности	6	36
18	но и	16	35
19	но не	9	31
20	со стороны	3	28
21	так и	6	28
22	отличие от	3	28
23	но в	7	28
24	не может	15	27
25	в отличие	3	27
26	как в	4	25
27	еще не	6	23
28	все же	11	19
29	прежде всего	6	19
30	в нем	13	19
31	в своей	8	19
32	в основе	9	18
33	далеко не	4	18
34	по отношению	3	17
35	в данном	4	17
36	то же	16	17
37	с другой	12	17
38	отношению к	2	17
39	точки зрения	15	16
40	только в	12	16
41	в его	8	15
42	то что	69	15
43	о том	24	15
44	это не	9	14
45	или иной	2	14
46	не в	12	14
47	одной стороны	15	14
48	можно сказать	4	14
49	не является	3	14
50	с одной	15	14
51	в целом	7	13
52	для него	5	13
53	как бы	33	13
54	данном случае	4	12
55	в своем	12	12
56	и все	15	12
57	того же	5	12
58	в своих	9	12
59	и на	12	12
60	что в	43	11
61	с его	6	11
62	и как	10	11
63	столь же	3	11
64	не было	2	11
65	а в	7	10
66	а с	7	10
67	той или	2	10
68	же время	2	10
69	в то	6	9
70	в силу	3	9
71	героя в	3	9
72	между тем	4	9
73	в них	7	9
74	еще в	2	9
75	себя в	4	9
76	внимание на	4	9
77	сводится к	7	9
78	человека в	3	8
79	этом отношении	3	8
80	и о	5	8
81	к тому	12	8
82	потому что	48	8
83	в противоположность	3	8
84	и даже	4	8
85	в басне	2	8
86	в этих	3	8
87	не с	2	8
88	в себя	2	8
89	в котором	5	8
90	в одном	5	8
91	из них	7	8
92	он не	10	8
93	перед нами	5	7
94	его в	2	7
95	о чем	4	7
96	могут быть	8	7
97	приводит к	2	7
98	одной из	2	7
99	и для	13	7
100	но это	2	7
101	на сцене	8	7
102	что и	11	7
103	например в	2	7
104	в этой	15	7
105	другой стороны	8	7
106	к этому	5	7
107	в рассказе	2	7
108	в пределах	3	7
109	ни в	5	7
110	той же	6	7
111	и его	10	7
112	таким образом	35	7
113	тому же	4	7
114	никогда не	15	6
115	к его	2	6
116	в одной	4	6
117	не как	3	6
118	что он	30	6
119	в трагедии	21	6
120	не знает	2	6
121	именно в	9	6
122	тому как	3	6
123	и может	3	6
124	в сущности	14	6
125	в ее	3	6
126	имеет место	3	6
127	и то	12	6
128	одна из	6	6
129	дело в	4	6
130	во всех	6	6
131	конечном счете	2	6
132	в особенности	3	6
133	героя и	9	6
134	времени и	5	6
135	в конечном	2	6
136	в которых	4	6
137	с точки	5	6
138	и того	2	6
139	ничего не	4	5
140	в другом	3	5
141	в виду	5	5
142	в их	3	5
143	и потому	8	5
144	того что	12	5
145	о нем	3	5
146	стороны и	5	5
147	для своего	2	5
148	несмотря на	5	5
149	один из	9	5
150	исходя из	7	5
151	здесь в	2	5
152	представляют собой	2	5
153	того как	4	5
154	как будто	7	5
155	сказать что	14	5
156	но она	3	5
157	из этих	4	5
158	мысль о	5	5
159	из двух	3	5
160	одного и	2	5
161	себе не	2	5
162	но они	2	5
163	что касается	4	5
164	на протяжении	2	5
165	в свою	3	5
166	строго говоря	2	5
167	оно не	2	5
168	на этом	11	5
169	в сторону	2	5
170	в той	3	5
171	как раз	19	5
172	перед ним	2	5
173	же самое	13	5
174	в ней	5	5
175	тем что	8	5
176	до конца	7	4
177	не могут	4	4
178	трагедии в	5	4
179	из того	4	4
180	с той	2	4
181	события в	3	4
182	и тем	6	4
183	одном из	2	4
184	и составляет	4	4
185	может и	2	4
186	действующее лицо	3	4
187	и др	2	4
188	как это	16	4
189	и это	13	4
190	трагедии как	3	4
191	только на	4	4
192	ни одна	2	4
193	в полной	2	4
194	его на	2	4
195	произведение в	2	4
196	на его	4	4
197	что не	5	4
198	к жизни	2	4
199	и до	4	4
200	и во	2	4
201	что они	11	4
202	во всяком	2	4
203	во внешнем	2	4
204	мы имеем	10	4
205	это в	5	4
206	в результате	6	4
207	по преимуществу	2	4
208	этом случае	2	4
209	отличается от	4	4
210	связи с	2	4
211	в какой	5	4
212	или на	2	4
213	в жизни	2	4
214	но уже	2	4
215	в самом	18	4
216	будто бы	3	4
217	не есть	4	4
218	и к	5	4
219	со своим	2	4
220	жизни а	2	4
221	по себе	13	4
222	не для	4	4
223	к другому	2	4
224	говорит о	5	4
225	на примере	7	4
226	точка зрения	4	4
227	или в	6	4
228	и есть	7	4
229	с ним	4	4
230	вопрос о	6	3
231	указывает на	8	3
232	в тех	3	3
233	к другим	2	3
234	он мог	3	3
235	в форме	2	3
236	ли не	2	3
237	фабулы и	3	3
238	это и	7	3
239	пьесы в	2	3
240	в области	2	3
241	в действительности	2	3
242	в каждой	3	3
243	как на	15	3
244	себя с	2	3
245	что ни	4	3
246	но как	3	3
247	о котором	9	3
248	значение для	2	3
249	на том	4	3
250	они не	3	3
251	он говорит	5	3
252	об этом	5	3
253	и было	2	3
254	в романе	2	3
255	что на	6	3
256	между собой	2	3
257	и он	7	3
258	в сферу	2	3
259	для этого	12	3
260	различия между	2	3
261	все эти	5	3
262	о ней	2	3
263	было бы	15	3
264	мы не	8	3
265	должна быть	2	3
266	и герой	2	3
267	как мы	6	3
268	да и	4	3
269	одно и	3	3
270	событий и	3	3
271	и от	2	3
272	с этим	4	3
273	басни и	2	3
274	из важнейших	2	3
275	хотя бы	5	3
276	в которой	4	3
277	к ней	3	3
278	не просто	6	3
279	на первый	2	3
280	и наконец	5	3
281	чем не	2	3
282	заключается в	13	3
283	дело с	5	3
284	рассматривать как	3	3
285	но все	5	3
286	отношения к	2	3
287	не имеет	2	3
288	действия в	2	3
289	является в	2	3
290	их в	4	3
291	когда он	10	3
292	уже в	7	3
293	ближе к	2	3
294	жизни и	8	3
295	имеет дело	4	3
296	жизни но	3	3
297	слова и	2	3
298	и что	45	3
299	тем же	3	3
300	вместе с	16	3
301	в отношении	2	2
302	очевидно что	3	2
303	трагедии и	5	2
304	ни о	2	2
305	мы должны	10	2
306	к искусству	6	2
307	за этим	2	2
308	вслед за	3	2
309	они были	3	2
310	каждый из	2	2
311	вопроса о	2	2
312	в каждом	2	2
313	должно было	2	2
314	все то	6	2
315	едва ли	3	2
316	есть не	7	2
317	сами по	2	2
318	с достаточной	2	2
319	он как	2	2
320	быть и	2	2
321	бы его	3	2
322	и вне	2	2
323	и вся	4	2
324	и при	3	2
325	о которых	3	2
326	во времени	2	2
327	самом деле	17	2
328	с таким	2	2
329	одной и	4	2
330	его не	2	2
331	что даже	3	2
332	лицо и	2	2
333	по существу	4	2
334	мы видели	2	2
335	так например	5	2
336	для понимания	3	2
337	в душе	2	2
338	действующих лиц	9	2
339	в него	5	2
340	смысл в	2	2
341	со всей	4	2
342	есть к	2	2
343	только с	3	2
344	с самого	5	2
345	мысли о	2	2
346	те же	3	2
347	не имея	2	2
348	так в	4	2
349	ответ на	5	2
350	повести белкина	2	2
351	к такому	3	2
352	что может	2	2
353	не то	4	2
354	же не	2	2
355	не могло	2	2
356	за сценой	2	2
357	самого начала	5	2
358	иметь в	3	2
359	что с	8	2
360	в собственном	2	2
361	следует понимать	2	2
362	себя и	3	2
363	обстоит дело	4	2
364	все это	8	2
365	по ходу	2	2
366	же как	4	2
367	на язык	2	2
368	вовсе не	8	2
369	совпадают с	2	2
370	по поводу	6	2
371	и вообще	2	2
372	не могли	4	2
373	в воображении	3	2
374	могла бы	4	2
375	том чтобы	7	2
376	к которой	4	2
377	его с	2	2
378	необходимо чтобы	2	2
379	должно быть	6	2
380	что она	10	2
381	это было	4	2
382	в теории	2	2
383	мы можем	8	2
384	на него	4	2
385	за ним	3	2
386	целый ряд	5	2
387	о смерти	9	2
388	на деле	9	2
389	если бы	21	2
390	связаны с	2	2
391	и той	4	2
392	это делает	3	2
393	в драме	5	2
394	чем у	3	2
395	для того	45	2
396	и их	3	2
397	с этой	5	2
398	такой же	2	2
399	себе и	4	2
400	нас в	2	2
401	заключает в	7	2
402	для трагедии	3	2
403	сюжета и	2	2
404	том и	3	2
405	исследований и	2	2
406	речи и	2	2
407	на этот	7	2
408	у него	9	2
409	ее в	2	2
410	действие и	3	2
411	на то	27	2
412	ни один	2	2
413	еще более	2	2
414	событий в	2	2
415	отношения между	3	2
416	и с	3	2
417	о них	2	2
418	обратить внимание	2	2
419	романа и	2	2
420	как все	4	2
421	из которых	5	2
422	всякий раз	6	2
423	из той	2	2
424	которое было	2	2
425	и теперь	2	2
426	мы все	8	2
427	в некоторых	2	2
428	в пьесе	3	2
429	по его	5	2
430	только о	2	2
431	и только	5	2
432	во всем	3	2
433	в нашем	3	2
434	этих двух	8	2
435	одним и	3	2
436	а как	3	2
437	с помощью	3	2
