N	2gram	Losev_Prob	Analitik
1	не только	33	71
2	и в	62	66
3	в качестве	10	61
4	но и	20	57
5	в том	35	52
6	может быть	39	52
7	в частности	4	51
8	в этом	25	51
9	как и	15	50
10	и не	56	48
11	а не	28	42
12	том что	25	40
13	при этом	9	40
14	так и	16	35
15	то есть	63	35
16	не может	14	29
17	как бы	11	29
18	отнюдь не	16	29
19	а в	9	28
20	в его	10	27
21	и его	12	27
22	не в	21	26
23	но не	6	26
24	в себе	23	24
25	к тому	4	22
26	и даже	21	22
27	в этой	10	22
28	что в	11	22
29	о том	14	20
30	но в	17	19
31	в своей	8	19
32	то же	23	19
33	в самом	4	19
34	в то	18	18
35	произведения в	2	18
36	в данном	14	18
37	тем самым	9	17
38	или иной	20	17
39	с другой	14	17
40	такого рода	14	17
41	в целом	9	17
42	только в	33	17
43	могут быть	2	16
44	то что	42	16
45	в пределах	3	16
46	что и	11	16
47	не есть	57	15
48	в их	2	15
49	прежде всего	13	15
50	уже не	12	15
51	и на	4	15
52	данном случае	12	14
53	отличие от	3	14
54	не менее	24	14
55	того же	2	14
56	той или	22	14
57	мы имеем	7	14
58	себя в	4	14
59	в отличие	2	14
60	по себе	36	13
61	ничего не	4	13
62	точки зрения	14	13
63	в начале	3	13
64	как раз	11	13
65	этого слова	5	13
66	для него	4	13
67	а также	6	13
68	он не	10	13
69	никогда не	7	12
70	и к	9	12
71	есть не	13	12
72	как это	4	12
73	еще не	12	12
74	как в	10	12
75	и сам	6	12
76	даже в	2	11
77	это не	10	11
78	и как	4	11
79	можно сказать	10	11
80	той же	2	11
81	в той	8	11
82	имеем дело	2	11
83	в конце	7	10
84	едва ли	8	10
85	все же	10	10
86	однако в	3	10
87	было бы	14	10
88	и самого	2	10
89	того или	8	10
90	особенно в	2	10
91	подобно тому	3	10
92	с одной	3	10
93	именно в	4	10
94	здесь не	11	10
95	отношения к	3	10
96	в своем	7	9
97	того что	10	9
98	не столько	2	9
99	одной стороны	2	9
100	крайней мере	9	9
101	по поводу	3	9
102	или иного	5	9
103	другой стороны	11	9
104	за пределы	6	9
105	во всех	4	9
106	в результате	8	9
107	только не	6	9
108	по крайней	9	9
109	тому как	2	9
110	говорить о	7	9
111	таким образом	13	9
112	вместе с	3	9
113	перед нами	8	8
114	о чем	4	8
115	что он	16	8
116	дело с	3	8
117	и все	13	8
118	в контексте	3	8
119	хотя и	9	8
120	в основе	3	8
121	о его	3	8
122	дело не	4	8
123	если бы	9	8
124	не является	19	8
125	времени и	4	8
126	он и	3	8
127	с точки	9	8
128	с ним	11	8
129	вплоть до	3	7
130	в литературе	3	7
131	иное как	6	7
132	в другом	4	7
133	и тем	16	7
134	от себя	2	7
135	в ее	6	7
136	все это	9	7
137	который в	2	7
138	во всяком	14	7
139	художественного произведения	14	7
140	несмотря на	4	7
141	как будто	11	7
142	что иное	6	7
143	и для	5	7
144	и является	6	7
145	или иначе	2	7
146	со своим	2	7
147	в одном	4	7
148	таком случае	7	7
