N	2gram	Losev_Prob	Freidism
1	и не	56	34
2	таким образом	13	34
3	точки зрения	14	31
4	не может	14	30
5	может быть	39	28
6	и в	62	28
7	в этом	25	28
8	прежде всего	13	26
9	в его	10	25
10	и его	12	22
11	мы можем	11	20
12	как бы	11	19
13	как мы	12	18
14	то что	42	17
15	вовсе не	62	16
16	так как	14	15
17	с точки	9	15
18	все эти	14	15
19	самом деле	6	14
20	так и	16	14
21	в своей	8	14
22	с ним	11	14
23	во всех	4	13
24	и все	13	13
25	но в	17	13
26	как и	15	13
27	и потому	13	12
28	том что	25	12
29	то же	23	12
30	что он	16	12
31	мы видели	2	12
32	ни в	17	12
33	в самом	4	12
34	и наконец	2	12
35	для него	4	12
36	все это	9	12
37	сказать что	24	11
38	его в	4	11
39	только в	33	11
40	никогда не	7	10
41	и с	11	10
42	все те	2	10
43	за пределы	6	10
44	не только	33	10
45	но и	20	10
46	не в	21	10
47	он не	10	10
48	в том	35	10
49	мы уже	4	10
50	что же	9	10
51	конечно не	3	10
52	мы должны	13	9
53	могут быть	2	9
54	к этому	2	9
55	совершенно не	7	9
56	к нему	3	9
57	в чем	5	9
58	уже не	12	9
59	и на	4	9
60	мы не	15	9
61	а не	28	9
62	во всяком	14	9
63	все же	10	8
64	с этим	5	8
65	было бы	14	8
66	по мнению	2	8
67	оно и	2	8
68	еще не	12	8
69	с другими	6	8
70	а в	9	8
71	в ней	12	8
72	всяком случае	8	8
73	при этом	9	8
74	в каком	9	7
75	в то	18	7
76	в себе	23	7
77	что в	11	7
78	и ее	7	7
79	хотя бы	6	7
80	и для	5	7
81	быть и	3	7
82	не является	19	7
83	того что	10	7
84	и у	2	7
85	но не	6	7
86	что все	2	7
87	об этом	7	7
88	в нем	13	7
89	если мы	24	7
90	и к	9	7
91	из них	4	7
92	и прежде	3	7
93	жизни и	7	7
94	в этой	10	7
95	на самом	13	6
96	для этого	9	6
97	мы имеем	7	6
98	всех этих	6	6
99	сознания и	2	6
100	не менее	24	6
101	для того	5	6
102	в таком	11	6
103	и только	10	6
104	и о	8	6
105	в пределах	3	6
106	она не	3	6
107	к тому	4	6
108	не можем	5	6
109	что такое	4	6
110	можно сказать	10	6
111	чем же	7	6
112	ни о	8	6
113	зрения на	2	6
114	совсем не	4	6
115	здесь в	3	6
116	как раз	11	6
117	и что	9	6
118	во время	3	6
119	учение о	3	6
120	в основе	3	6
121	по поводу	3	5
122	что это	3	5
123	ничего не	4	5
124	в заключение	5	5
125	что она	5	5
126	с их	2	5
127	в которой	3	5
128	и по	3	5
129	другими словами	9	5
130	от того	2	5
131	на первый	6	5
132	в этих	6	5
133	на основании	2	5
134	чем не	4	5
135	как это	4	5
136	конечно и	2	5
137	что и	11	5
138	ее в	2	5
139	тому что	5	5
140	в своих	2	5
141	только то	4	5
142	это не	10	5
143	той же	2	5
144	в процессе	2	5
145	отнюдь не	16	5
146	того чтобы	4	5
147	не было	6	5
148	в ее	6	5
149	с ними	2	5
150	он сам	7	5
151	и до	3	5
152	говорить о	7	5
153	заключается в	8	5
154	вместе с	3	5
155	данном случае	12	4
156	и вообще	20	4
157	в таких	3	4
158	с которыми	2	4
159	дает нам	2	4
160	все время	2	4
161	так же	11	4
162	нисколько не	2	4
163	но это	13	4
164	в области	2	4
165	с ее	5	4
166	в другом	4	4
167	тем не	23	4
168	на него	3	4
169	если бы	9	4
170	это вовсе	5	4
171	таком случае	7	4
172	и может	4	4
173	в виду	20	4
174	это только	2	4
175	но ведь	2	4
176	ничего общего	7	4
177	только на	6	4
178	и за	2	4
179	как в	10	4
180	к ней	2	4
181	между собой	3	4
182	в своем	7	4
183	только с	5	4
184	по своему	6	4
185	едва ли	8	4
186	а только	9	4
187	в котором	3	4
188	связанные с	2	4
189	потому что	40	4
190	именно в	4	4
191	в голову	2	4
192	о себе	2	4
193	этот вопрос	3	4
194	что оно	4	4
195	не существует	6	4
196	мы находим	8	4
197	смысле слова	19	4
198	по себе	36	4
199	в целом	9	4
200	зависимости от	3	4
201	этом мы	3	4
202	только как	3	4
203	в зависимости	3	4
204	сам по	11	4
205	мы и	5	4
206	то ни	7	4
207	это и	11	4
208	в истории	4	4
209	первый план	3	4
210	в данном	14	4
211	слова и	3	4
212	в узком	2	4
213	и то	17	3
214	и от	11	3
215	и притом	7	3
216	в эпоху	2	3
217	бы он	2	3
218	а вовсе	3	3
219	независимо от	4	3
220	не будем	4	3
221	в результате	8	3
222	и даже	21	3
223	и тот	2	3
224	тем же	2	3
225	иным как	2	3
226	и как	4	3
227	а как	2	3
228	одним из	2	3
229	и при	2	3
230	у нас	17	3
231	одной и	2	3
232	или как	4	3
233	и ни	5	3
234	как на	2	3
235	себе и	4	3
236	и той	2	3
237	сих пор	4	3
238	и очень	6	3
239	в искусстве	4	3
240	узком смысле	2	3
241	об его	7	3
242	и следовательно	3	3
243	нет никакого	4	3
244	мы в	6	3
245	на этот	4	3
246	не так	8	3
247	ни на	5	3
248	сказать о	2	3
249	в самых	3	3
250	значение в	3	3
251	и является	6	3
252	нам в	2	3
253	о том	14	3
254	это уже	4	3
255	и она	2	3
256	один и	2	3
257	того же	2	3
258	их в	2	3
259	но для	3	3
260	для всех	3	3
261	человеческого организма	2	3
262	в одном	4	3
263	же касается	5	3
264	что мы	12	3
265	в них	6	3
266	только не	6	3
267	можно ли	8	3
268	уже в	5	3
269	формы и	3	3
270	себя в	4	3
271	для них	4	3
272	раз и	6	3
273	из него	2	3
274	когда он	2	3
275	в условиях	7	3
276	сказать и	2	3
277	и есть	9	3
278	являются только	4	3
279	и сам	6	3
280	природы и	3	3
