N	2gram	Tiupa_Narr	DiskursI
1	в качестве	27	72
2	а не	27	60
3	может быть	24	56
4	не только	50	49
5	и в	22	49
6	как и	15	47
7	тогда как	23	47
8	при этом	31	46
9	в том	20	44
10	и не	34	44
11	то есть	15	41
12	в прозе	4	41
13	представляет собой	21	41
14	том что	15	40
15	в этом	23	38
16	в себе	14	37
17	состоит в	19	37
18	в частности	23	36
19	но и	39	35
20	своего рода	17	32
21	и т.п	11	32
22	но не	7	31
23	со стороны	14	28
24	так и	12	28
25	отличие от	6	28
26	но в	10	28
27	не может	16	27
28	в отличие	6	27
29	по своей	3	26
30	как в	9	25
31	такого рода	17	24
32	коммуникативного события	9	24
33	в рамках	6	23
34	еще не	6	23
35	отнюдь не	6	23
36	а также	11	20
37	все же	10	19
38	прежде всего	7	19
39	в нем	9	19
40	в своей	8	19
41	далеко не	6	18
42	по отношению	5	17
43	в данном	17	17
44	то же	12	17
45	с другой	6	17
46	отношению к	5	17
47	в мире	8	17
48	точки зрения	8	16
49	только в	23	16
50	роль в	4	15
51	в его	12	15
52	художественного письма	4	15
53	то что	14	15
54	о том	5	15
55	это не	6	14
56	или иной	6	14
57	картины мира	3	14
58	не в	12	14
59	не менее	6	14
60	одной стороны	5	14
61	можно сказать	11	14
62	не является	7	14
63	с одной	5	14
64	в целом	5	13
65	для него	8	13
66	как бы	11	13
67	данном случае	12	12
68	в своем	7	12
69	и все	7	12
70	того же	2	12
71	являет собой	5	12
72	при всей	5	12
73	ведет к	3	12
74	в своих	2	12
75	и на	5	12
76	что в	6	11
77	в тексте	17	11
78	по мысли	8	11
79	с его	6	11
80	и как	4	11
81	как правило	8	11
82	не сводится	8	11
83	столь же	6	11
84	не было	3	11
85	для себя	3	10
86	а в	19	10
87	а с	2	10
88	не столько	2	10
89	высказывания в	3	10
90	по сути	3	10
91	той или	7	10
92	также и	4	10
93	и т.д	7	10
94	же время	7	10
95	тем самым	9	9
96	в то	9	9
97	в силу	5	9
98	героя в	6	9
99	[...] в	3	9
100	коммуникативное событие	6	9
101	между тем	5	9
102	уже не	11	9
103	еще в	4	9
104	себя в	4	9
105	внимание на	7	9
106	сводится к	10	9
107	пока еще	4	9
108	художественного целого	2	9
109	человека в	2	8
110	в соответствии	8	8
111	этом отношении	5	8
112	и о	4	8
113	к тому	13	8
114	потому что	7	8
115	хотя и	8	8
116	если в	2	8
117	очевидным образом	2	8
118	и даже	4	8
119	жизни в	7	8
120	в этих	3	8
121	в себя	3	8
122	в котором	3	8
123	соответствии с	7	8
124	в одном	5	8
125	из них	4	8
126	он не	8	8
127	не следует	3	8
128	перед нами	9	7
129	о чем	6	7
130	и ее	3	7
131	приводит к	2	7
132	в ходе	4	7
133	одной из	2	7
134	и для	4	7
135	коммуникативную ситуацию	2	7
136	с позиции	4	7
137	но это	2	7
138	в процессе	2	7
139	что и	3	7
140	коммуникативной ситуации	2	7
141	например в	2	7
142	в этой	8	7
143	другой стороны	2	7
144	к этому	2	7
145	в составе	2	7
146	иначе говоря	14	7
147	мира в	4	7
148	лишь в	3	7
149	в рассказе	10	7
150	в пределах	2	7
151	я в	7	7
152	в русской	3	7
153	той же	2	7
154	присутствия в	3	7
155	и его	12	7
156	таким образом	5	7
157	нового времени	2	7
158	тому же	9	7
159	никогда не	8	6
160	к его	5	6
161	в ситуации	2	6
162	собственно и	3	6
163	отношение к	2	6
164	что он	7	6
165	не знает	2	6
166	одно из	2	6
167	именно в	5	6
168	тому как	4	6
169	времени в	3	6
170	одного из	6	6
171	однако в	4	6
172	здесь не	4	6
173	в принципе	6	6
174	в сущности	2	6
175	в ее	4	6
176	имеет место	4	6
177	и то	3	6
178	одна из	5	6
179	то в	4	6
180	в строгом	3	6
181	дело в	2	6
182	во всех	2	6
183	конечном счете	4	6
184	в особенности	2	6
185	героя и	4	6
186	времени и	9	6
187	в конечном	6	6
188	с точки	2	6
189	и того	5	6
190	в противовес	3	6
191	ничего не	8	5
192	события рассказывания	8	5
193	к себе	11	5
194	в другом	5	5
195	нарративного дискурса	6	5
196	по словам	2	5
197	в виду	2	5
198	не всегда	4	5
199	свою очередь	2	5
200	и потому	2	5
201	того что	7	5
202	о нем	5	5
203	к ним	2	5
204	но одновременно	2	5
205	мира и	2	5
206	во втором	6	5
207	один из	8	5
208	опыта в	2	5
209	исходя из	4	5
210	речевых практик	2	5
211	представляют собой	5	5
212	как будто	4	5
213	сказать что	5	5
214	по слову	3	5
215	но при	5	5
216	из этих	6	5
217	так сказать	4	5
218	не обязательно	3	5
219	с ее	3	5
220	переход от	2	5
221	дискурса как	2	5
222	во второй	2	5
223	в концовке	3	5
224	одного и	2	5
225	но они	4	5
226	что касается	3	5
227	на протяжении	12	5
228	в свою	4	5
229	в литературе	8	5
230	внутренней речи	3	5
231	подобно тому	4	5
232	строго говоря	2	5
233	и состоит	6	5
234	оно не	4	5
235	следует признать	2	5
236	зрения на	2	5
237	может служить	5	5
238	самого рассказывания	4	5
239	не вполне	3	5
240	в той	4	5
241	как раз	9	5
242	же самое	3	5
243	не к	4	5
244	по своим	2	5
245	в ней	5	5
246	не о	2	4
247	до конца	2	4
248	первобытного человека	2	4
249	а на	2	4
250	более чем	2	4
251	с той	2	4
252	события в	3	4
253	и тем	9	4
254	или напротив	3	4
255	и составляет	2	4
256	действующее лицо	2	4
257	того или	3	4
258	по своему	3	4
259	в произведении	2	4
260	как это	7	4
261	строгом значении	2	4
262	только на	4	4
263	жизненной позиции	2	4
264	человеческой жизни	3	4
265	что не	2	4
266	в году	2	4
267	на эпизоды	3	4
268	к жизни	3	4
269	между двумя	6	4
270	можно назвать	2	4
271	в первом	4	4
272	нарративный дискурс	2	4
273	для обозначения	2	4
274	во всяком	2	4
275	об одном	2	4
276	или иного	3	4
277	свидетеля и	4	4
278	мы имеем	6	4
279	а к	3	4
280	существенную роль	3	4
281	в равной	3	4
282	однако и	5	4
283	и представляет	2	4
284	в результате	4	4
285	в данной	2	4
286	по мере	2	4
287	тем не	7	4
288	я не	5	4
289	связи с	3	4
290	и адресата	2	4
291	в культуре	3	4
292	одним из	2	4
293	опирается на	2	4
294	в какой	2	4
295	в жизни	9	4
296	восходит к	2	4
297	в е	3	4
298	но уже	2	4
299	частности в	2	4
300	в самом	8	4
301	сути дела	2	4
302	человеческого сознания	2	4
303	будто бы	2	4
304	и к	7	4
305	рассказывания в	6	4
306	а по	2	4
307	со своим	2	4
308	жизни а	4	4
309	зависит от	3	4
310	по себе	4	4
311	и судии	4	4
312	к другому	2	4
313	говорит о	3	4
314	точка зрения	5	4
315	или в	7	4
316	с ним	6	4
317	в нарративном	3	4
318	текста в	4	4
319	с читателем	2	4
320	и притом	3	3
321	истории в	8	3
322	не подлежит	3	3
323	идет о	3	3
324	событие рассказывания	2	3
325	вплоть до	5	3
326	при встрече	3	3
327	дискурс в	2	3
328	в обоих	4	3
329	в форме	7	3
330	системы персонажей	2	3
331	ли не	3	3
332	как показывает	2	3
333	и столь	2	3
334	это и	2	3
335	текста и	3	3
336	в области	4	3
337	говорящего и	2	3
338	в формах	2	3
339	в действительности	2	3
340	как на	2	3
341	а его	3	3
342	характер и	3	3
343	они и	2	3
344	но как	3	3
345	о котором	4	3
346	за которым	2	3
347	бытия в	2	3
348	нарративная интрига	5	3
349	в точке	2	3
350	она не	2	3
351	на том	2	3
352	в едином	2	3
353	они не	3	3
354	более или	2	3
355	об этом	8	3
356	в романе	3	3
357	своей собственной	2	3
358	ему в	2	3
359	которая в	2	3
360	что на	4	3
361	на себя	5	3
362	нарративного высказывания	4	3
363	человеческого присутствия	2	3
364	[...] а	2	3
365	между собой	3	3
366	и он	8	3
367	о событии	2	3
368	ней в	2	3
369	выступает в	2	3
370	о его	3	3
371	все эти	3	3
372	о ней	5	3
373	было бы	2	3
374	мы не	5	3
375	дело не	3	3
376	более не	3	3
377	должна быть	2	3
378	[...] и	5	3
379	как мы	3	3
380	себе самому	5	3
381	к миру	2	3
382	да и	5	3
383	одно и	2	3
384	рассказа в	5	3
385	не столь	2	3
386	и от	3	3
387	или не	5	3
388	в начале	4	3
389	по аналогии	2	3
390	его как	2	3
391	особенно в	3	3
392	хотя бы	4	3
393	в которой	2	3
394	уже говорилось	2	3
395	к ней	3	3
396	который не	2	3
397	а о	2	3
398	дискурса в	2	3
399	и по	3	3
400	не просто	2	3
401	и наконец	2	3
402	как у	6	3
403	автора и	2	3
404	правило не	2	3
405	в пределе	2	3
406	дело с	4	3
407	и более	2	3
408	или менее	2	3
409	своего и	2	3
410	не имеет	3	3
411	не случайно	2	3
412	различного рода	3	3
413	событийный статус	6	3
414	их в	4	3
415	входит в	2	3
416	в специальном	2	3
417	к чему	3	3
418	личности в	2	3
419	всяком случае	2	3
420	в следующей	3	3
421	жизни и	7	3
422	слова в	4	3
423	или даже	3	3
424	на рубеже	2	3
425	место в	3	3
426	может оказаться	2	3
427	и сам	4	3
428	жизни но	3	3
429	о себе	2	3
430	в организации	2	3
431	равной степени	3	3
432	однако не	2	3
433	имеем дело	4	3
434	тем же	3	3
435	вместе с	3	3
436	наррация в	2	2
437	через посредство	3	2
438	человеческого опыта	3	2
439	от его	2	2
440	в третьем	4	2
441	как можно	2	2
442	ни о	3	2
443	не происходит	3	2
444	которое может	2	2
445	всего лишь	8	2
446	вступает в	2	2
447	событие это	2	2
448	вслед за	4	2
449	каждый из	3	2
450	такова что	3	2
451	а потом	2	2
452	является его	2	2
453	в футляре	3	2
454	как к	3	2
455	едва ли	5	2
456	также не	2	2
457	друг друга	2	2
458	сами по	2	2
459	быть и	3	2
460	начала и	5	2
461	а ван	2	2
462	мыслится как	2	2
463	из уст	2	2
464	является событием	3	2
465	ситуации и	2	2
466	в современной	4	2
467	к своему	2	2
468	во времени	9	2
469	xix столетия	4	2
470	самом деле	4	2
471	зрения как	2	2
