N	2gram	Voloshinov	Vladivir
1	и в	28	116
2	то что	17	71
3	и не	34	67
4	не только	10	65
5	у него	4	65
6	в этом	28	53
7	в том	10	52
8	том что	12	51
9	что в	7	48
10	но и	10	47
11	в конце	2	41
12	в его	25	40
13	и с	10	39
14	сказать что	11	36
15	и даже	3	36
16	также и	2	36
17	учение о	6	35
18	же с	2	34
19	потому что	4	33
20	что он	12	32
21	не может	30	31
22	о том	3	30
23	только в	11	30
24	никогда не	10	29
25	как мы	18	29
26	для него	12	29
27	вовсе не	16	27
28	а в	8	27
29	не было	5	26
30	в то	7	25
31	но в	13	25
32	в себе	7	25
33	и то	3	25
34	и его	22	25
35	а также	2	24
36	точки зрения	31	23
37	может быть	28	23
38	он не	10	23
39	что же	10	23
40	так как	15	22
41	он был	3	22
42	об этом	7	22
43	ни в	12	22
44	в своей	14	21
45	вместе с	5	21
46	а именно	2	20
47	в своем	4	20
48	прежде всего	26	20
49	для нас	2	20
50	и что	6	20
51	и потому	12	19
52	и вообще	4	19
53	так и	14	19
54	не менее	6	19
55	как раз	6	19
56	в дальнейшем	2	19
57	по поводу	5	19
58	таким образом	34	19
59	в течение	2	19
60	тем не	4	19
61	не в	10	18
62	как это	5	18
63	как и	13	18
64	с его	9	18
65	едва ли	4	17
66	что и	5	17
67	в этой	7	17
68	у нас	3	17
69	а не	9	17
70	уже не	9	16
71	все же	8	16
72	того что	7	16
73	совсем не	6	16
74	было бы	8	16
75	к тому	6	16
76	и все	13	16
77	для себя	2	16
78	в котором	4	16
79	не есть	2	16
80	до конца	7	15
81	но это	4	15
82	к этому	9	15
83	это было	2	15
84	то же	12	15
85	в своих	5	15
86	и к	7	15
87	того же	3	14
88	уже в	3	14
89	же касается	3	14
90	все эти	15	14
91	его жизни	7	14
92	и как	3	14
93	и на	9	14
94	раз и	3	14
95	мы уже	10	14
96	так же	4	13
97	можно сказать	6	13
98	да и	2	13
99	и от	3	13
100	что это	5	13
101	в результате	3	13
102	дело в	2	13
103	жизни и	7	13
104	на этот	3	13
105	есть только	3	12
106	и у	7	12
107	только на	4	12
108	ничего не	5	12
109	в нем	7	12
110	и по	5	12
111	во всяком	9	12
112	то в	2	12
113	учения о	2	12
114	по себе	4	12
115	всяком случае	8	12
116	в отношении	2	11
117	мы должны	9	11
118	и о	6	11
119	я не	4	11
120	при этом	8	11
121	все это	12	11
122	это есть	2	11
123	в данном	4	11
124	хотя бы	7	11
125	в которой	5	11
126	конце концов	2	11
127	в основном	4	11
128	такого рода	2	10
129	о нем	2	10
130	к нему	9	10
131	в ней	8	10
132	что все	7	10
133	в качестве	2	10
134	в истории	4	10
135	еще не	8	10
136	но не	7	10
137	в самом	12	10
138	отнюдь не	5	10
139	он и	2	10
140	с точки	15	10
141	с ним	14	10
142	это не	5	9
143	но как	2	9
144	и притом	3	9
145	мы знаем	11	9
146	а с	2	9
147	смысле слова	4	9
148	а только	4	9
149	в целом	4	9
150	с этим	8	9
151	и сам	3	9
152	с другой	2	9
153	именно в	4	9
154	этом смысле	2	9
155	что мы	3	9
156	из этого	2	9
157	же время	6	9
158	отношения к	2	9
159	отношение к	7	8
160	в чем	9	8
161	себя в	3	8
162	как бы	19	8
163	тот же	10	8
164	это учение	4	8
165	из этих	6	8
166	должно быть	2	8
167	в этот	4	8
168	в этих	5	8
169	как в	4	8
170	и для	7	8
171	когда он	3	8
172	со стороны	5	8
173	которой он	3	8
174	конечно не	10	8
175	в каком	7	7
176	к его	3	7
177	другими словами	5	7
178	не без	3	7
179	при помощи	2	7
180	и ни	3	7
181	не имеет	2	7
182	в я	2	7
183	к этой	2	7
184	себе и	3	7
185	нисколько не	4	7
186	того чтобы	5	7
187	бы и	2	7
188	мы видели	12	7
189	за пределы	10	7
190	если бы	4	7
191	и вот	8	7
192	ничего общего	4	7
193	или как	3	7
194	к ней	4	7
195	но если	2	7
196	но все	2	7
197	в одном	3	7
198	на первый	5	7
199	в таком	6	7
200	и есть	3	7
201	первый план	4	7
202	в нашем	3	7
203	в них	3	7
204	мы и	4	7
205	данном случае	4	6
206	его в	11	6
207	те же	9	6
208	шопенгауэра и	3	6
209	на себя	3	6
210	в отличие	2	6
211	от того	5	6
212	есть и	2	6
213	к своему	2	6
214	на основании	5	6
215	в виду	4	6
216	отличие от	2	6
217	и очень	3	6
218	тому что	5	6
219	в общем	5	6
220	здесь в	6	6
221	под влиянием	3	6
222	по своему	4	6
223	что она	5	6
224	по мнению	8	6
225	на него	4	6
226	мысли и	4	6
227	и наконец	12	6
