N	2gram	Vygotskiy_	FransuaR
1	и в	55	367
2	то есть	16	209
3	в этом	30	112
4	и не	19	101
5	таким образом	35	100
6	и его	10	99
7	в его	8	98
8	прежде всего	6	92
9	не только	24	87
10	мы уже	7	85
11	но и	16	84
12	как бы	33	82
13	все эти	5	79
14	вовсе не	8	77
15	в романе	2	77
16	как и	9	76
17	в нем	13	75
18	но в	7	75
19	и др	2	72
20	и на	12	72
21	в том	50	71
22	как мы	6	71
23	то же	16	66
24	и все	15	66
25	так и	6	65
26	в этой	15	65
27	в них	7	65
28	в сущности	14	64
29	и с	3	64
30	во время	4	63
31	в то	6	63
32	все это	8	62
33	во всех	6	62
34	же время	2	55
35	что в	43	52
36	в своем	12	51
37	только в	12	48
38	так как	20	46
39	и до	4	46
40	том что	46	45
41	здесь в	2	41
42	то что	69	41
43	жизни и	8	40
44	у него	9	40
45	в самом	18	38
46	точки зрения	15	37
47	в ней	5	37
48	с его	6	36
49	может быть	34	35
50	мы видим	13	35
51	он был	3	35
52	о том	24	35
53	сказать что	14	34
54	и даже	4	34
55	в себе	13	34
56	рядом с	6	32
57	в конце	10	32
58	он не	10	32
59	мы видели	2	32
60	для него	5	32
61	в своей	8	31
62	связаны с	2	31
63	до конца	7	31
64	так же	19	30
65	никогда не	15	30
66	и потому	8	30
67	той же	6	30
68	один из	9	30
69	потому что	48	30
70	но он	6	30
71	в этих	3	29
72	не может	15	29
73	еще не	6	29
74	его в	2	29
75	не в	12	29
76	при этом	11	29
77	в одном	5	29
78	в особенности	3	29
79	связи с	2	29
80	что он	30	29
81	из них	7	28
82	в основе	9	28
83	всех этих	3	28
84	в той	3	28
85	и к	5	28
86	в образах	2	27
87	сих пор	9	27
88	и другие	3	27
89	до сих	9	27
90	и их	3	27
91	все же	11	27
92	все они	2	26
93	на самом	9	25
94	с помощью	3	25
95	в области	2	25
96	но это	2	25
97	того чтобы	43	24
98	в ее	3	24
99	и от	2	24
100	в частности	6	24
101	например в	2	24
102	но не	9	24
103	как в	4	24
104	времени и	5	24
105	и для	13	23
106	это не	9	23
107	в их	3	23
108	с ним	4	23
109	и здесь	11	23
110	и о	5	22
111	и во	2	22
112	даже в	2	22
113	а в	7	22
114	что и	11	22
115	там где	6	22
116	и других	2	22
117	тем что	8	22
118	вместе с	16	22
119	не было	2	22
120	именно в	9	21
121	в своих	9	21
122	в себя	2	21
123	в качестве	2	21
124	что это	15	21
125	в отношении	2	21
126	и наконец	5	21
127	ни в	5	21
128	и как	10	21
129	уже в	7	21
130	как раз	19	20
131	одной из	2	20
132	этом отношении	3	20
133	в виду	5	20
134	они были	3	20
135	с точки	5	20
136	самом деле	17	20
137	и это	13	20
138	в форме	2	19
139	того же	5	19
140	их в	4	19
141	во всем	3	19
142	к этому	5	19
143	в ту	2	19
144	в эту	2	19
145	было бы	15	19
146	далеко не	4	19
147	с другой	12	19
148	на протяжении	2	19
149	мы находим	2	18
150	это в	5	18
151	на этом	11	18
152	превращается в	2	18
153	но они	2	18
154	это и	7	18
155	перед нами	5	18
156	одна из	6	18
157	для того	45	17
158	но все	5	17
159	того что	12	17
160	можно было	6	17
161	в результате	6	17
162	на его	4	17
163	и вот	7	17
164	еще более	2	17
165	такой же	2	17
166	конечно не	3	17
167	а не	16	17
168	в большей	2	17
169	между тем	4	16
170	тот же	5	16
171	ничего не	4	16
172	между ними	2	16
173	в другом	3	16
174	они не	3	16
175	дело в	4	16
176	с одной	15	16
177	он дает	2	16
178	никто не	4	15
179	и вообще	2	15
180	мы еще	2	15
181	еще в	2	15
182	в нашем	3	15
183	как на	15	15
184	а затем	2	15
185	в которой	4	15
186	почти все	3	15
187	из этих	4	15
188	мы не	8	14
189	по существу	4	14
190	слов и	2	14
191	в данном	4	14
192	и он	7	14
193	несмотря на	5	14
194	в котором	5	14
195	образом в	3	14
196	на них	3	14
197	так в	4	13
198	как он	6	13
199	отличие от	3	13
200	что все	12	13
201	это было	4	13
202	или в	6	13
203	с этим	4	13
204	бы в	7	13
205	жизнь и	2	13
206	в жизни	2	13
207	и есть	7	13
208	и эта	2	13
209	во все	4	13
210	в одной	4	13
211	о чем	4	13
212	на все	2	13
213	только на	4	13
214	одной стороны	15	13
215	не знает	2	13
216	только для	2	12
217	у нас	7	12
218	литературы и	2	12
219	не могут	4	12
220	все то	6	12
221	в пределах	3	12
222	те же	3	12
223	та же	6	12
224	раз в	4	12
225	главным образом	3	12
226	он в	3	12
227	можно сказать	4	12
228	о нем	3	12
229	другой стороны	8	12
230	об этом	5	12
231	так например	5	11
232	все время	44	11
233	из этого	7	11
234	он говорит	5	11
235	и самый	2	11
236	того как	4	11
237	формы и	4	11
238	и что	45	11
239	из самых	3	11
240	слова и	2	11
241	в течение	2	11
242	той или	2	11
243	что они	11	11
244	в отличие	3	11
245	и так	4	11
246	данном случае	4	10
247	образом и	3	10
248	или иной	2	10
249	для понимания	3	10
250	по преимуществу	2	10
251	на этот	7	10
252	конце концов	6	10
253	к тому	12	10
254	ту же	3	10
255	целый ряд	5	10
256	нас в	2	10
257	что для	6	10
258	по отношению	3	10
259	даже и	2	10
260	в целом	7	10
261	да и	4	10
262	не просто	6	10
263	еще раз	2	9
264	что не	5	9
265	значение и	2	9
266	говорит о	5	9
267	именно на	6	9
268	первый план	3	9
269	относится к	2	9
270	но как	3	9
271	это как	2	9
272	как это	16	9
273	в основу	6	9
274	и то	12	9
275	отношению к	2	9
276	видим что	5	9
277	для нас	9	9
278	в тех	3	9
279	что на	6	9
280	не имеет	2	9
281	в которых	4	9
282	же в	3	9
283	и вся	4	9
284	норм и	2	9
285	здесь же	2	9
286	мы можем	8	9
287	о котором	9	9
288	к жизни	2	9
289	отношения к	2	9
290	от него	5	8
291	с этой	5	8
292	так что	8	8
293	здесь мы	2	8
294	с тем	10	8
295	с самого	5	8
296	под влиянием	3	8
297	для этого	12	8
298	если бы	21	8
299	нуждается в	3	8
300	и ни	4	8
301	в это	2	8
302	в него	5	8
303	мы сказали	2	8
304	по поводу	6	8
305	это очень	2	8
306	на одном	5	8
307	мы увидим	11	8
308	нельзя было	2	8
309	как они	3	8
310	в совершенно	6	8
311	все те	3	8
