N	2gram	Losev_Dial	KulturaY
1	и т	41	143
2	т е	72	102
3	и в	34	84
4	в том	17	74
5	потому что	21	68
6	не только	35	60
7	точки зрения	43	59
8	в этом	14	57
9	было бы	13	53
10	и не	50	52
11	может быть	30	47
12	том что	18	44
13	что в	12	44
14	т д	38	42
15	для того	4	41
16	в самом	9	41
17	у нас	7	38
18	самом деле	7	37
19	хотя бы	9	37
20	так как	12	36
21	с точки	25	36
22	таким образом	14	33
23	а не	39	33
24	если бы	10	32
25	не в	11	30
26	прежде всего	20	30
27	в его	6	30
28	и пр	16	30
29	все же	4	29
30	того что	22	28
31	не менее	11	28
32	все эти	4	28
33	в силу	5	26
34	уже не	9	26
35	не может	29	25
36	то что	25	25
37	вовсе не	18	25
38	вопрос о	9	24
39	еще не	7	24
40	с другой	5	24
41	так и	11	23
42	то же	9	23
43	только в	10	23
44	тем не	10	21
45	во всяком	5	20
46	но и	14	20
47	по себе	31	20
48	и что	21	20
49	что он	18	19
50	но в	3	19
51	зависимости от	4	19
52	тем что	5	19
53	о том	11	19
54	всяком случае	3	19
55	что же	12	19
56	связи с	3	18
57	все это	13	18
58	к тому	4	18
59	с тем	4	18
60	в сущности	10	18
61	как бы	19	18
62	и с	10	18
63	вместе с	3	18
64	это не	13	17
65	как раз	11	17
66	как это	8	17
67	можно говорить	2	17
68	что это	20	17
69	другой стороны	4	17
70	в виду	12	16
71	ничего не	29	16
72	в зависимости	3	16
73	что не	8	16
74	что и	8	16
75	но не	3	16
76	и тем	3	15
77	только потому	4	15
78	а в	3	15
79	при этом	7	15
80	того как	2	15
81	в данном	6	15
82	должно быть	7	15
83	целый ряд	3	15
84	ни к	3	15
85	именно в	5	15
86	не было	6	15
87	как на	6	15
88	в них	6	14
89	в связи	3	14
90	хотя и	9	14
91	я не	11	14
92	как мы	4	14
93	сказать что	7	14
94	мы имеем	3	14
95	также и	6	14
96	что такое	25	14
97	если мы	5	14
98	и на	6	14
99	в ней	4	14
100	не могут	6	13
101	это и	12	13
102	по существу	2	13
103	крайней мере	10	13
104	что она	13	13
105	по крайней	10	13
106	в этой	3	13
107	для нас	2	13
108	и его	8	13
109	той же	6	13
110	для этого	3	12
111	с этой	7	12
112	как в	2	12
113	а только	2	12
114	тогда когда	9	12
115	могут быть	5	12
116	в результате	7	12
117	говорить о	13	12
118	однако не	2	12
119	ясно что	16	12
120	еще и	2	11
121	или иной	4	11
122	в их	2	11
123	в своем	7	11
124	на себе	4	11
125	из этих	5	11
126	должна быть	11	11
127	в нем	7	11
128	этом отношении	2	11
129	совершенно не	6	11
130	и здесь	3	11
131	и то	7	11
132	и если	5	11
133	он не	8	11
134	в каком	9	10
135	тем самым	3	10
136	так же	7	10
137	в то	9	10
138	к этому	3	10
139	со стороны	5	10
140	они не	3	10
141	как и	14	10
142	бы и	2	10
143	тех же	2	10
144	того или	6	10
145	с этим	4	10
146	тем более	5	10
147	бы в	5	10
148	несмотря на	2	10
149	в особенности	9	10
150	от того	9	10
151	в первом	2	10
152	конечно не	6	10
153	не просто	20	10
154	не потому	2	9
155	то мы	3	9
156	здесь не	2	9
157	что все	16	9
158	и для	5	9
159	в своей	4	9
160	можно сказать	5	9
161	или иного	3	9
162	но это	10	9
163	и вот	13	9
164	не имеет	18	9
165	на то	5	9
166	ни в	20	9
167	но для	3	9
168	мы говорим	4	9
169	что мы	10	9
170	и есть	24	9
171	на самом	2	8
172	в частности	3	8
173	мере в	3	8
174	только тогда	7	8
175	в своих	3	8
176	тех пор	3	8
177	что на	3	8
178	в чем	11	8
179	не говоря	6	8
180	с одной	4	8
181	и о	9	8
182	был бы	2	8
183	что они	2	8
184	с его	7	8
185	да и	4	8
186	само по	8	8
187	то и	5	8
188	независимо от	3	8
189	е как	2	8
190	по преимуществу	2	8
191	и как	13	8
192	об этом	8	8
193	в этих	3	8
194	тому что	5	8
195	смысл и	2	8
196	заключается в	3	8
197	что я	3	8
198	не есть	95	8
199	отнюдь не	16	8
200	в таком	15	8
201	тому же	2	8
202	же в	2	8
203	в процессе	2	7
204	как он	4	7
205	и потому	6	7
206	была бы	5	7
207	не знает	4	7
208	как например	2	7
209	она не	10	7
210	одной стороны	3	7
211	нисколько не	4	7
212	с ними	3	7
213	но вот	3	7
214	например в	3	7
215	никак не	3	7
216	когда мы	3	7
217	как о	6	7
218	же и	2	7
219	в истории	7	7
220	все равно	5	7
221	а именно	7	7
222	есть в	4	7
223	в котором	2	7
224	когда он	3	7
225	с ним	3	7
226	в одном	3	7
227	только как	7	7
228	во внимание	5	7
229	в слове	3	7
230	не значит	5	7
231	учение о	11	7
232	перед нами	5	6
233	данном случае	3	6
234	она есть	17	6
235	в себе	8	6
236	как к	2	6
237	говоря о	3	6
238	на этом	3	6
239	е в	4	6
240	говоря уже	6	6
241	это конечно	2	6
242	были бы	2	6
243	не всегда	3	6
244	этого не	2	6
245	отличие от	2	6
246	мы знаем	3	6
247	от этого	5	6
248	можно ли	6	6
249	а если	5	6
250	уже о	7	6
251	на себя	3	6
252	этой точки	4	6
253	что оно	9	6
254	однако что	2	6
255	в ее	5	6
256	должны быть	7	6
257	что с	2	6
258	той или	3	6
259	не на	7	6
260	как будто	3	6
261	что если	5	6
262	только то	2	6
263	то это	9	6
264	же это	4	6
265	за пределы	3	6
266	дело не	2	6
267	мы не	11	6
268	отличается от	9	6
269	прежде чем	2	6
270	или в	4	6
271	же время	5	6
272	но только	7	6
273	только что	7	6
274	оно не	7	6
275	если не	3	6
276	то или	4	6
277	или иное	4	6
278	чтобы не	4	6
279	что именно	10	6
280	в сфере	3	6
281	никогда не	9	5
282	в каких	2	5
283	в область	2	5
284	как же	9	5
285	и к	5	5
286	а это	2	5
287	в конце	2	5
288	но если	11	5
289	слово в	2	5
290	и у	3	5
291	не надо	3	5
292	и при	4	5
293	так что	11	5
294	по своему	2	5
295	о нем	6	5
296	учения о	2	5
297	что можно	2	5
298	даже и	9	5
299	так в	2	5
300	но как	3	5
301	не то	3	5
302	ни одного	2	5
303	то не	2	5
304	и тогда	6	5
305	и от	4	5
306	из того	2	5
307	и он	3	5
308	пр и	2	5
309	всех этих	3	5
310	и даже	21	5
311	как не	4	5
312	я и	2	5
313	кроме того	8	5
314	превращается в	6	5
315	у него	2	5
316	нас в	3	5
317	лишь как	4	5
318	конечно и	2	5
319	очень много	3	5
320	и является	2	5
321	о котором	4	5
322	или иначе	2	5
323	есть не	11	5
324	говорить и	2	5
325	это так	2	5
326	но что	11	5
327	только не	10	5
328	точка зрения	5	5
329	только о	4	5
330	и только	6	5
331	быть не	3	5
332	мы находим	5	5
333	чем в	2	5
334	не о	6	4
335	его в	2	4
336	для меня	2	4
337	не имеют	2	4
338	о чем	2	4
339	именно так	2	4
340	сразу же	2	4
341	или же	3	4
342	в науке	3	4
343	не говорит	6	4
344	в виде	11	4
345	и где	2	4
346	быть в	4	4
347	же мы	5	4
348	всего в	2	4
349	как нельзя	3	4
350	одно из	8	4
351	не говорят	3	4
352	говорить об	2	4
353	и все	17	4
354	к нему	4	4
355	к этой	2	4
356	это уже	2	4
357	мог бы	2	4
358	совершенно ясно	2	4
359	и без	4	4
360	точно так	3	4
361	хочу сказать	2	4
362	же как	4	4
363	вот почему	3	4
364	что даже	2	4
365	это есть	19	4
366	уже и	3	4
367	представление о	3	4
368	всего этого	2	4
369	то в	5	4
370	утверждать что	6	4
371	сюда же	2	4
372	который не	2	4
373	и по	2	4
374	как я	2	4
375	мы можем	3	4
376	говорить что	4	4
377	в возможности	4	4
378	д и	8	4
379	а главное	2	4
380	тот или	2	4
381	но ведь	2	4
382	в условиях	2	4
383	понимать как	4	4
384	е о	3	4
385	я говорю	2	4
386	отношения к	4	4
387	ни на	5	4
388	не должно	2	4
389	что для	5	4
390	или иных	2	4
391	а то	2	4
392	в смысле	4	4
393	и это	12	4
394	но на	2	4
395	как таковой	6	4
396	из которых	4	4
397	из них	4	4
398	в лучшем	2	4
399	я хочу	2	4
400	сам по	6	4
401	данный момент	2	4
402	но еще	2	4
403	так или	2	4
404	он есть	7	4
405	вопросе о	2	4
406	как только	5	4
407	последнее время	2	4
408	если же	8	4
409	но он	3	4
410	и становится	2	4
411	мы и	4	4
412	не мог	3	4
413	есть явление	6	3
414	следовательно и	2	3
415	помнить что	2	3
416	мало того	2	3
417	и следовательно	2	3
418	чаще всего	3	3
419	а что	6	3
420	можно и	6	3
421	том как	2	3
422	и говорить	3	3
423	в это	4	3
424	и идеи	2	3
425	иное как	6	3
426	что здесь	3	3
427	и эти	2	3
428	и мы	6	3
429	а как	2	3
430	от себя	5	3
431	то тем	2	3
432	зрения в	3	3
433	знает что	2	3
434	все время	4	3
435	в него	2	3
436	в свете	3	3
437	и тех	2	3
438	но так	2	3
439	лучшем случае	2	3
440	не приходится	2	3
441	она была	3	3
442	тому чтобы	3	3
443	именно как	3	3
444	меня и	2	3
445	как именно	2	3
446	на них	2	3
447	а из	3	3
448	иметь в	3	3
449	в собственном	3	3
450	это дает	2	3
451	и может	2	3
452	на котором	2	3
453	и я	3	3
454	становится и	2	3
455	же такое	3	3
456	из самых	3	3
457	даже не	8	3
458	но зато	2	3
459	вопрос об	3	3
460	также не	3	3
461	показывает что	4	3
462	только и	3	3
463	но она	4	3
464	смысла и	3	3
465	е не	4	3
466	которую можно	2	3
467	нет и	5	3
468	то время	6	3
469	не нужно	2	3
470	фактов и	3	3
471	что нет	5	3
472	сама по	11	3
473	так то	5	3
474	та же	5	3
475	именно о	3	3
476	таком случае	11	3
477	одних и	2	3
478	между собою	3	3
479	что его	5	3
480	в целях	4	3
481	но даже	4	3
482	быть только	2	3
483	что есть	6	3
484	для него	4	3
485	идет речь	4	3
486	что у	2	3
487	тех или	6	3
488	если это	2	3
489	на нем	3	3
490	все что	3	3
491	есть уже	2	3
492	форма и	3	3
493	заметить что	2	3
494	жизнь в	2	3
495	есть также	3	3
496	и самой	2	3
497	о характере	2	3
498	так чтобы	4	3
499	раз и	3	3
500	с их	4	3
501	что дух	4	3
502	и уже	5	3
503	факты и	4	3
504	то ни	4	3
505	в некоторых	3	3
506	и делает	2	3
507	и сами	2	3
508	пока мы	2	3
509	на ту	2	3
510	бы то	3	3
511	без всякого	2	3
512	что их	2	2
513	в силах	2	2
514	этого явления	2	2
515	явления как	2	2
516	и нужно	2	2
517	из сферы	2	2
518	можно мыслить	2	2
519	и об	2	2
520	понятие о	2	2
521	что законы	3	2
522	от него	2	2
523	в одной	4	2
524	не значат	3	2
525	или нет	8	2
526	эти два	3	2
527	она должна	3	2
528	и той	4	2
529	не что	6	2
530	можно понимать	3	2
531	есть и	14	2
532	уже по	3	2
533	если его	2	2
534	быть и	7	2
535	состоит из	2	2
536	есть нечто	26	2
537	он должен	3	2
538	нас к	2	2
539	это понятие	3	2
540	быть без	4	2
541	себе не	3	2
542	и всякая	2	2
543	это как	3	2
544	нет никаких	3	2
545	ничем не	7	2
546	одной и	4	2
547	может и	3	2
548	что иное	6	2
549	одной из	3	2
550	в разных	2	2
551	ведь и	3	2
552	собственно говоря	5	2
553	все предыдущие	2	2
554	не забудем	2	2
555	ничего нельзя	3	2
556	если угодно	4	2
557	что этот	3	2
558	именно это	2	2
559	о разных	2	2
560	каком смысле	5	2
561	когда она	4	2
562	и всякой	2	2
563	них как	2	2
564	не умеет	2	2
565	есть слово	3	2
566	вот это	3	2
567	но тут	2	2
568	к другому	2	2
569	его от	2	2
570	что история	2	2
571	тем или	3	2
572	жизни и	8	2
573	думать что	3	2
574	в вопросе	2	2
575	находится в	2	2
576	и когда	4	2
577	в данный	2	2
578	было в	2	2
579	никто не	4	2
580	ее в	3	2
581	что нужно	2	2
582	одна из	4	2
583	самое слово	2	2
584	меньше чем	2	2
585	пусть даже	2	2
