N	2gram	Voloshinov	Myslijsy
1	и в	16	121
2	может быть	17	107
3	в том	3	103
4	то что	3	83
5	для нас	2	75
6	что в	3	73
7	и не	4	73
8	только в	4	72
9	не только	7	67
10	таким образом	9	64
11	том что	3	59
12	так как	4	59
13	в этом	9	59
14	но и	4	59
15	то же	2	56
16	не может	8	52
17	в душе	2	45
18	в нем	4	45
19	было бы	2	45
20	и проч	9	45
21	не есть	2	42
22	как и	2	42
23	вместе с	3	39
24	мы не	2	38
25	что и	2	38
26	так и	4	37
27	при этом	6	37
28	что мы	2	36
29	а в	3	30
30	что не	2	29
31	мы можем	9	28
32	для него	6	28
33	могут быть	3	27
34	с этим	2	27
35	между собою	2	24
36	как бы	5	23
37	но в	4	22
38	а потому	4	22
39	чувства и	2	22
40	и потому	3	21
41	не менее	2	21
42	в одном	3	20
43	мысли и	4	19
44	и как	3	19
45	в сознание	7	19
46	с ним	2	19
47	сказать что	7	19
48	что это	2	19
49	из этих	2	19
50	но это	2	19
51	о том	2	19
52	того же	2	19
53	в каком	2	18
54	для меня	2	18
55	еще не	5	18
56	не могут	2	18
57	в самом	2	18
58	в его	4	17
59	по крайней	3	17
60	крайней мере	3	17
61	точки зрения	8	17
62	что оно	2	17
63	во всяком	3	17
64	не можем	2	17
65	так же	2	16
66	если б	3	16
67	в них	2	16
68	и на	4	16
69	и по	2	15
70	в этих	3	15
71	что он	2	15
72	прежде всего	9	15
73	быть может	2	15
74	только как	3	15
75	с другими	3	15
76	в одно	2	14
77	во всех	3	14
78	и все	4	13
79	те же	3	13
80	и может	4	13
81	и его	8	13
82	никогда не	2	12
83	что на	2	12
84	все это	4	12
85	как мы	4	12
86	есть в	2	12
87	сих пор	3	12
88	что такое	5	12
89	оно не	2	12
90	в чем	5	12
91	это последнее	2	12
92	все остальные	2	12
93	всяком случае	3	12
94	до сих	3	12
95	другими словами	2	11
96	и притом	3	11
97	и вообще	2	11
98	только на	3	11
99	только для	5	11
100	все что	4	11
101	и их	4	11
102	его в	4	11
103	с нею	2	11
104	и это	6	11
105	и только	9	11
106	и для	2	10
107	хотя бы	4	10
108	находится в	2	10
109	мы видим	2	10
110	и мы	2	10
111	он не	2	10
112	если мы	2	10
113	и с	8	10
114	и есть	3	10
115	и других	2	9
116	но оно	3	9
117	нам кажется	2	9
118	не будет	2	9
119	и даже	4	9
120	и о	2	9
121	с точки	6	9
122	самом деле	6	9
123	один из	2	9
124	во время	3	9
125	можно сказать	4	9
126	на язык	3	9
127	на самом	4	8
128	их в	3	8
129	между ними	3	8
130	с ними	4	8
131	говорить о	2	8
132	но мы	4	7
133	к другим	2	7
134	самого начала	4	7
135	с самого	4	7
136	себя и	2	7
137	все эти	5	7
138	за пределы	2	7
139	с этой	2	7
140	для сознания	3	7
141	и теперь	3	7
142	но как	2	7
143	к этому	2	7
144	в жизни	2	7
145	этом смысле	3	7
146	не существует	2	7
147	таким путем	2	6
148	в один	4	6
149	из сказанного	2	6
150	в своей	2	6
151	в этой	4	6
152	и к	6	6
153	для всех	4	6
154	представлений и	3	6
155	понятия и	2	6
156	сознание и	5	6
157	к ним	2	6
158	ни было	2	6
159	жизни и	3	6
160	у него	2	6
161	мы уже	2	6
162	и таким	2	5
163	они не	2	5
164	как не	2	5
165	отношение к	5	5
166	до сознания	5	5
167	оно и	2	5
168	в области	3	5
169	все то	2	5
170	в начале	2	5
171	и значение	3	5
172	можно назвать	2	5
173	конечно не	6	5
174	ту же	2	4
175	не на	2	4
176	кажется что	2	4
177	ни в	5	4
178	есть и	2	4
179	в науке	2	4
180	не знает	2	4
181	по своему	2	4
182	и оно	3	4
183	в голову	2	4
184	на них	2	4
185	с его	7	4
186	нашего времени	2	4
187	только то	2	4
188	сознания и	2	4
189	и так	2	4
190	этой теории	2	4
191	на этом	3	4
192	я и	6	4
193	что можно	2	4
194	отношения к	3	4
195	и ее	4	3
196	из тех	2	3
197	и др	3	3
198	мы знаем	3	3
199	может иметь	2	3
200	а может	2	3
201	для этого	2	3
202	в развитии	2	3
203	и наконец	4	3
204	связанные с	2	3
205	и говорить	2	3
206	даже не	3	3
207	в свое	2	3
208	как это	3	3
209	в общем	3	3
210	большинстве случаев	3	3
211	совсем не	2	3
212	ее в	2	3
213	в большинстве	3	3
214	можем сказать	2	3
215	на первый	2	3
216	образов и	2	2
217	не нуждается	2	2
218	на друга	2	2
219	жизни человека	4	2
220	тех же	3	2
221	в систему	2	2
222	с сознанием	3	2
223	с их	3	2
224	не имеющие	2	2
225	при всей	2	2
226	почти совершенно	2	2
227	и чувств	2	2
228	нуждается в	5	2
229	две группы	3	2
230	едва ли	3	2
231	а на	2	2
232	существует только	2	2
233	на две	3	2
234	же как	2	2
235	с ее	4	2
236	и содержание	2	2
237	друг на	2	2
238	какое значение	2	2
239	нет и	2	2
240	во сне	2	2
241	знаем что	2	2
242	как с	2	2
