N	2gram	Propp_Isto	Mirosoze
1	и в	40	97
2	может быть	37	64
3	не только	28	63
4	в этом	13	55
5	но и	21	54
6	он не	10	53
7	а не	18	53
8	в нем	8	49
9	не может	19	49
10	у него	5	47
11	и не	19	39
12	никогда не	25	38
13	потому что	12	37
14	в ней	10	37
15	не было	3	36
16	не в	11	34
17	и есть	5	33
18	для него	2	31
19	не есть	2	30
20	но он	5	30
21	прежде всего	15	29
22	как и	5	29
23	но в	13	27
24	и он	4	27
25	и это	2	25
26	в своей	2	25
27	он был	3	25
28	в своем	5	23
29	ведет к	2	23
30	что в	19	23
31	что он	32	22
32	в себе	6	20
33	как бы	6	19
34	в его	10	18
35	и потому	3	17
36	того что	6	17
37	в том	12	16
38	том что	11	16
39	то что	17	16
40	было бы	11	16
41	и его	5	16
42	в этой	9	15
43	не знает	7	15
44	в котором	5	15
45	нет ничего	2	14
46	она не	6	14
47	так как	20	14
48	в глубине	2	14
49	в русском	2	13
50	и вот	2	13
51	друг друга	2	13
52	и на	6	13
53	это не	8	12
54	к нему	3	12
55	в них	2	12
56	все это	6	12
57	привести к	3	12
58	но не	7	12
59	с тем	13	11
60	но это	8	11
61	хотя бы	5	11
62	в которой	2	11
63	только в	16	11
64	был бы	4	11
65	как в	7	11
66	и для	5	11
67	в русской	7	11
68	уже не	3	11
69	не могут	3	10
70	так же	18	10
71	есть не	2	10
72	один из	10	10
73	должна быть	5	10
74	то же	21	10
75	связана с	7	10
76	есть и	2	9
77	xix века	2	9
78	а в	15	9
79	к тому	6	9
80	что и	9	9
81	я не	5	9
82	должно быть	2	9
83	с ним	3	9
84	не мог	4	9
85	вместе с	13	9
86	вопрос о	8	8
87	ничего не	6	8
88	в этих	17	8
89	не так	2	8
90	они не	8	8
91	что не	2	8
92	того чтобы	3	8
93	т е	30	8
94	нет в	2	8
95	себя в	2	8
96	тем что	7	8
97	о том	12	8
98	и с	5	8
99	еще в	2	8
100	уже в	2	8
101	как он	5	7
102	но если	4	7
103	должен быть	3	7
104	он в	5	7
105	мог бы	3	7
106	себя и	2	7
107	все еще	3	7
108	что она	10	7
109	на этом	3	7
110	в жизни	2	7
111	также и	3	7
112	не существует	2	7
113	все в	2	7
114	отношения к	2	7
115	во всем	3	7
116	чем в	2	7
117	чтобы не	3	6
118	его в	15	6
119	не как	3	6
120	на пути	2	6
121	у них	2	6
122	всего в	2	6
123	увидим что	8	6
124	этом он	2	6
125	и она	4	6
126	в ее	2	6
127	его не	3	6
128	в образе	3	6
129	должен был	6	6
130	того как	6	6
131	и от	2	6
132	что это	12	6
133	там и	3	6
134	можно было	8	6
135	к ней	3	6
136	если бы	8	6
137	же и	3	6
138	по своей	2	6
139	к чему	4	6
140	и более	3	6
141	что у	3	6
142	на то	6	6
143	и здесь	15	6
144	в которых	2	6
145	и если	4	5
146	означает что	4	5
147	с собой	2	5
148	в то	4	5
149	к которому	5	5
150	в их	6	5
151	так и	13	5
152	от этого	2	5
153	тот кто	3	5
154	связано с	2	5
155	в более	2	5
156	и вместе	2	5
157	должны быть	4	5
158	сказать что	7	5
159	тот же	3	5
160	в основе	4	5
161	да и	3	5
162	в мир	2	5
163	одно из	2	5
164	и мы	2	5
165	с этим	5	5
166	он знал	2	5
167	и как	3	5
168	бы в	2	5
169	мы увидим	17	5
170	для этого	3	5
171	еще не	14	5
172	его и	6	5
173	как будто	7	5
174	сих пор	12	5
175	после того	2	5
176	то он	2	5
177	когда он	9	5
178	до сих	11	5
179	по отношению	6	4
180	как о	2	4
181	иное как	3	4
182	не что	3	4
183	к себе	2	4
184	не знают	5	4
185	он должен	3	4
186	не всегда	9	4
187	так что	9	4
188	что иное	3	4
189	в такой	2	4
190	в разных	2	4
191	а с	4	4
192	в него	2	4
193	только с	4	4
194	а для	2	4
195	к этой	5	4
196	и этим	3	4
197	и тот	3	4
198	могут быть	5	4
199	иной мир	7	4
200	тогда когда	2	4
201	живет в	3	4
202	в начале	3	4
203	на землю	2	4
204	мы видим	16	4
205	все эти	6	4
206	и тогда	3	4
207	что они	13	4
208	в истории	2	4
209	никто не	3	4
210	не все	5	4
211	к которой	2	4
212	значит что	2	4
213	лежит в	2	4
214	с ней	2	4
215	и даже	4	4
216	и по	4	4
217	в свете	4	4
218	ни в	2	4
219	в середине	3	4
220	и их	4	4
221	и только	4	4
222	мы не	12	4
223	отношению к	6	4
224	нас в	2	4
225	от его	2	4
226	время как	3	4
227	мы еще	4	4
228	путь к	2	4
229	в эпоху	2	4
230	на своем	2	4
231	и что	14	4
232	то время	3	4
233	на природу	2	4
234	будто бы	4	4
235	были бы	2	3
236	этого вопроса	3	3
237	приходит к	2	3
238	поэтому он	2	3
239	в состоянии	2	3
240	должны были	9	3
241	одним из	2	3
242	эта мысль	3	3
243	и тем	2	3
244	но она	2	3
245	раньше чем	6	3
246	все же	17	3
247	мы должны	17	3
248	что же	4	3
249	между тем	2	3
250	в виду	2	3
251	на его	2	3
252	всегда есть	2	3
253	же как	7	3
254	и когда	4	3
255	ли он	3	3
256	стоит в	3	3
257	эти слова	3	3
258	стоит на	2	3
259	и то	3	3
260	то это	9	3
261	но все-таки	2	3
262	к этому	2	3
263	быть назван	2	3
264	конечно не	2	3
265	об этом	11	3
266	в иной	9	3
267	мысль о	2	3
268	находится в	6	3
269	превращается в	4	3
270	говорят о	3	3
271	для нас	17	3
272	в пределах	4	3
273	во всех	3	3
274	не с	3	3
275	именно потому	2	3
276	на этот	2	3
277	он может	2	3
278	не вполне	3	3
279	приводит к	3	3
280	в одном	8	3
281	всякий раз	2	3
282	тому как	3	3
283	роль в	3	3
284	и должно	3	3
285	но с	3	3
286	на самом	3	2
287	в каком	2	2
288	это означает	2	2
289	что их	3	2
290	его пути	3	2
291	как можно	2	2
292	в действительности	2	2
293	в жертву	2	2
294	из всех	2	2
295	нисколько не	3	2
296	есть только	3	2
297	народа в	2	2
298	не видит	3	2
299	ты не	5	2
300	за собой	3	2
301	этого не	6	2
302	в чистом	2	2
303	бы его	2	2
304	а как	2	2
305	же можно	3	2
306	к своему	3	2
307	после этого	5	2
308	они должны	3	2
309	нас не	3	2
310	во многих	2	2
311	самом деле	2	2
312	была бы	2	2
313	смысле этого	2	2
314	нужно было	2	2
315	в иное	8	2
316	о нем	5	2
317	которые в	3	2
318	не менее	7	2
319	тем самым	2	2
320	могли бы	3	2
321	с того	3	2
322	этот случай	4	2
323	большую роль	3	2
324	ему в	3	2
325	этот мотив	3	2
326	хотя он	2	2
327	между ними	2	2
328	с которой	2	2
329	же не	3	2
330	есть еще	3	2
331	не сам	2	2
332	к жизни	2	2
333	когда она	3	2
334	вот почему	2	2
335	то не	3	2
336	связи с	10	2
337	в сущности	2	2
338	и ее	3	2
339	во время	5	2
340	во всей	2	2
341	столь же	2	2
342	с чего	2	2
343	и они	5	2
344	их в	7	2
345	что нужно	2	2
346	только можно	2	2
347	относится к	2	2
348	к высшей	2	2
349	в прошлом	2	2
350	что если	2	2
351	когда мы	4	2
352	себе а	2	2
353	происходит в	3	2
354	бы быть	4	2
355	его как	2	2
356	у нее	4	2
357	это было	2	2
358	еще до	2	2
359	также в	2	2
360	и часто	4	2
361	в глаза	2	2
362	подобно тому	3	2
363	только для	3	2
364	ее в	7	2
365	не по	2	2
366	ни к	3	2
367	не означает	2	2
368	но они	6	2
369	она всегда	2	2
370	в какой	4	2
371	уже на	2	2
372	можно найти	2	2
373	быть не	2	2
374	так называемый	2	2
375	с другой	8	2
376	отказ от	2	2
377	их не	3	2
378	ни один	8	2
379	что такое	3	2
380	себя за	2	2
381	и именно	2	2
382	он и	3	2
383	что мы	9	2
384	по себе	4	2
385	же что	2	2
386	над ними	2	2
387	что эта	3	2
