N	3gram	Vinokur_Ku	StatiiOP
1	в том что	23	47
2	и т д	21	32
3	о том что	6	29
4	в этом отношении	8	24
5	для того чтобы	21	19
6	и т п	39	19
7	до сих пор	5	19
8	с точки зрения	16	14
9	во всяком случае	8	13
10	с другой стороны	12	13
11	то обстоятельство что	15	11
12	не может быть	5	11
13	в то же	4	9
14	в самом деле	14	9
15	то же время	4	9
16	на то что	3	9
17	можно было бы	11	9
18	вместе с тем	3	9
19	на самом деле	3	8
20	тем не менее	9	8
21	не только в	4	8
22	к тому что	2	8
23	в данном отношении	4	7
24	том что он	4	7
25	не в том	5	7
26	в конце концов	3	7
27	в этой области	3	7
28	заключается в том	2	7
29	но также и	2	7
30	но все же	3	7
31	по крайней мере	11	6
32	по отношению к	8	6
33	так и в	2	6
34	так же как	3	6
35	речь идет о	3	6
36	в том смысле	2	6
37	в этом смысле	8	6
38	что же касается	4	5
39	после того как	2	5
40	т п в	2	5
41	в свое время	4	5
42	обратить внимание на	2	5
43	в том чтобы	9	5
44	ничего общего с	2	4
45	дело не в	3	4
46	сами по себе	2	4
47	и в самом	4	4
48	в связи с	4	4
49	мере в какой	6	4
50	с одной стороны	2	4
51	и в том	2	4
52	так или иначе	3	4
53	того или иного	5	4
54	т е в	3	3
55	обстоятельство что в	3	3
56	можно сказать что	2	3
57	таким образом в	2	3
58	в первую очередь	3	3
59	только в том	5	3
60	той мере в	6	3
61	не говоря уже	2	3
62	и не в	2	3
63	в этом случае	4	3
64	а с другой	3	3
65	более или менее	3	3
66	и тем не	4	3
67	о том как	3	3
68	то или иное	2	3
69	в той мере	6	3
70	состоит в том	4	3
71	только потому что	11	3
72	в наше время	3	3
73	я имею в	2	2
74	ни в каком	2	2
75	на мой взгляд	2	2
76	и пр но	2	2
77	только тогда когда	2	2
78	на этой почве	2	2
79	имею в виду	2	2
80	несколько слов о	2	2
81	в отличие от	3	2
82	и в другом	2	2
83	по большей части	2	2
84	чуть ли не	3	2
85	на этот вопрос	3	2
86	в настоящее время	2	2
87	свое выражение в	2	2
88	в зависимости от	7	2
89	смысле этого термина	3	2
90	точно так же	4	2
91	т д и	3	2
92	хотя бы и	4	2
93	примером может служить	2	2
94	что мы имеем	2	2
95	внимание на то	2	2
96	вследствие того что	2	2
97	в иных случаях	3	2
98	в ряде случаев	2	2
99	хотя бы на	2	2
100	и то обстоятельство	2	2
101	в свою очередь	4	2
102	все же и	3	2
