N	2gram	Savitsky_E	Problemy
1	и в	37	106
2	и не	14	90
3	как бы	6	70
4	может быть	6	66
5	т е	9	59
6	в его	2	56
7	в этом	12	52
8	не может	9	49
9	как и	7	44
10	но и	14	40
11	точки зрения	23	40
12	а не	2	38
13	не только	18	36
14	то же	15	36
15	в пределах	25	35
16	то что	6	33
17	но в	14	33
18	прежде всего	9	32
19	в то	16	29
20	он не	2	29
21	и все	2	28
22	не в	5	27
23	в одном	2	27
24	же время	14	26
25	к нему	2	25
26	с точки	17	25
27	в самом	4	25
28	и с	2	25
29	вовсе не	6	24
30	и на	6	23
31	таким образом	2	22
32	по себе	4	22
33	как мы	5	21
34	там где	3	21
35	никогда не	3	20
36	потому что	3	20
37	только в	9	20
38	что в	21	19
39	что же	2	19
40	в себе	9	18
41	но не	5	18
42	в том	11	17
43	так и	10	17
44	а в	2	17
45	и к	3	17
46	так же	9	16
47	если бы	2	16
48	в своей	8	16
49	этом смысле	3	16
50	и наконец	2	15
51	и для	3	15
52	в отношении	32	14
53	так как	7	14
54	в своем	14	14
55	большинстве случаев	3	13
56	с другими	2	13
57	в мире	2	13
58	в большинстве	2	13
59	точка зрения	2	13
60	том что	6	12
61	даже в	4	12
62	к тому	8	12
63	между тем	8	12
64	что и	3	12
65	было бы	8	12
66	во всяком	3	12
67	и даже	6	12
68	и как	2	12
69	как в	3	12
70	отношении к	15	12
71	в котором	2	12
72	и что	2	12
73	не могут	2	11
74	она не	2	11
75	дело идет	2	11
76	бы и	3	11
77	он сам	2	11
78	бы в	2	11
79	тем что	3	11
80	с другой	7	11
81	как будто	2	11
82	ведь и	2	10
83	как не	2	10
84	далеко не	2	10
85	и потому	5	9
86	или в	2	9
87	могут быть	2	9
88	в них	3	9
89	хотя и	2	9
90	другой стороны	2	9
91	хотя бы	15	9
92	друг с	3	9
93	всяком случае	3	9
94	в той	5	9
95	мы должны	2	8
96	но как	2	8
97	того что	7	8
98	несмотря на	4	8
99	нам кажется	7	8
100	не на	4	8
101	должна быть	2	8
102	и от	3	8
103	что это	2	8
104	ни было	4	8
105	в результате	3	8
106	о том	3	8
107	с другом	3	8
108	из них	3	8
109	вопрос о	4	7
110	в этих	2	7
111	в их	11	7
112	в виде	5	7
113	и со	3	7
114	в процессе	4	7
115	мира и	3	7
116	между ними	2	7
117	что все	2	7
118	то ни	4	7
119	бы то	4	7
120	сказать что	4	7
121	кажется что	2	7
122	такой же	2	7
123	во всех	6	7
124	на этот	2	7
125	но на	3	7
126	идет о	3	6
127	и во	2	6
128	на них	2	6
129	как же	2	6
130	с этим	2	6
131	можно было	3	6
132	и только	3	6
133	в этой	2	6
134	на то	6	6
135	в своих	2	6
136	этот вопрос	2	6
137	в другой	2	6
138	в которых	3	6
139	жизни и	2	6
140	как на	3	6
141	но с	2	6
142	и то	2	5
143	или иной	4	5
144	но именно	2	5
145	по своему	7	5
146	с тем	3	5
147	в общем	3	5
148	того же	3	5
149	на себя	3	5
150	мы не	4	5
151	той или	4	5
152	в ее	8	5
153	то есть	6	5
154	мира в	4	5
155	по своим	3	5
156	ни на	3	5
157	именно в	4	5
158	когда он	3	5
159	в ней	4	5
160	вместе с	2	5
161	стороны и	6	4
162	тому чтобы	2	4
163	в направлении	4	4
164	как их	2	4
165	и прежде	3	4
166	мы видели	3	4
167	для понимания	2	4
168	от них	3	4
169	в эту	2	4
170	в сторону	2	4
171	во всей	2	4
172	уже и	3	4
173	как нам	5	4
174	то в	4	4
175	что если	2	4
176	этом отношении	3	4
177	с этой	6	4
178	именно потому	2	4
179	в пределы	3	4
180	вообще не	3	4
181	также и	7	4
182	еще более	2	4
183	само по	4	4
184	и если	2	4
185	не есть	2	4
186	бы ни	3	4
187	данном случае	2	3
188	и отчасти	2	3
189	по своей	2	3
190	что на	2	3
191	и та	2	3
192	между собой	2	3
193	всего в	2	3
194	того чтобы	6	3
195	именно к	2	3
196	и по	5	3
197	же в	2	3
198	можно сказать	4	3
199	в других	2	3
200	ее в	3	3
201	мы видим	2	3
202	и мы	3	3
203	одной из	5	3
204	меньшей степени	2	3
205	того или	4	3
206	в данном	3	3
207	какой бы	2	3
208	и еще	2	3
209	дело в	3	3
210	мог бы	2	3
211	по преимуществу	2	3
212	не является	3	3
213	она в	3	3
214	себе не	3	3
215	мы можем	3	3
216	есть в	2	3
217	пожалуй и	2	3
218	в смысле	9	3
219	не из	3	3
220	говорит о	3	3
221	в таком	3	3
222	и эта	2	3
223	не дает	3	3
224	чем в	4	3
225	все более	9	2
226	мира не	2	2
227	во все	3	2
228	из всех	3	2
229	его на	2	2
230	или поздно	2	2
231	ними и	2	2
232	этой точки	5	2
233	можем сказать	2	2
234	и других	2	2
235	свою очередь	2	2
236	одном из	2	2
237	тогда когда	2	2
238	друг от	2	2
239	себе в	3	2
240	от этого	5	2
241	рано или	2	2
242	по сравнению	2	2
243	другой и	2	2
244	заметить что	2	2
245	на одну	2	2
246	в значительной	2	2
247	отнюдь не	9	2
248	для них	2	2
249	отметить что	3	2
250	же как	5	2
251	культурной традиции	2	2
252	известной степени	3	2
253	в содержании	2	2
254	в россии	5	2
255	независимо от	4	2
256	ли это	3	2
257	но даже	4	2
258	этот процесс	2	2
259	во второй	3	2
260	и этот	2	2
261	не нужно	2	2
262	целый ряд	2	2
263	одна и	2	2
264	при условии	2	2
265	не служит	4	2
266	от друга	2	2
267	или точнее	2	2
268	в качестве	14	2
269	для того	6	2
270	в истории	2	2
271	а именно	2	2
272	для нас	4	2
273	подходит к	2	2
274	и имеет	2	2
275	к ней	4	2
276	с одной	8	2
277	в какой	2	2
278	к той	2	2
279	не имеет	4	2
280	не к	2	2
281	столь же	5	2
282	одну и	2	2
283	в свою	3	2
284	во многом	2	2
285	в стороне	3	2
286	и того	2	2
287	мира но	2	2
288	эти последние	2	2
289	во втором	2	2
290	и тут	2	2
