N	2gram	Voloshinov	FransuaR
1	и в	28	367
2	в этом	28	112
3	и т.п	4	108
4	и не	34	101
5	таким образом	34	100
6	и его	22	99
7	в его	25	98
8	прежде всего	26	92
9	не только	10	87
10	мы уже	10	85
11	но и	10	84
12	как бы	19	82
13	все эти	15	79
14	вовсе не	16	77
15	как и	13	76
16	в нем	7	75
17	но в	13	75
18	в эпоху	3	75
19	и др	9	72
20	и на	9	72
21	в том	10	71
22	как мы	18	71
23	то же	12	66
24	и все	13	66
25	так и	14	65
26	в этой	7	65
27	в них	3	65
28	и с	10	64
29	во время	6	63
30	в то	7	63
31	все это	12	62
32	во всех	13	62
33	же время	6	55
34	что в	7	52
35	в своем	4	51
36	только в	11	48
37	так как	15	46
38	и до	5	46
39	том что	12	45
40	здесь в	6	41
41	то что	17	41
42	жизни и	7	40
43	у него	4	40
44	в самом	12	38
45	точки зрения	31	37
46	в ней	8	37
47	с его	9	36
48	может быть	28	35
49	мы видим	3	35
50	он был	3	35
51	о том	3	35
52	сказать что	11	34
53	и даже	3	34
54	в себе	7	34
55	рядом с	2	32
56	в конце	2	32
57	он не	10	32
58	мы видели	12	32
59	для него	12	32
60	в своей	14	31
61	связаны с	2	31
62	до конца	7	31
63	так же	4	30
64	никогда не	10	30
65	и потому	12	30
66	той же	5	30
67	один из	10	30
68	потому что	4	30
69	в этих	5	29
70	не может	30	29
71	еще не	8	29
72	его в	11	29
73	не в	10	29
74	при этом	8	29
75	в одном	3	29
76	что он	12	29
77	из них	7	28
78	в основе	6	28
79	всех этих	6	28
80	также и	2	28
81	и к	7	28
82	роль в	7	27
83	сих пор	3	27
84	по своему	4	27
85	и другие	2	27
86	до сих	3	27
87	и их	2	27
88	все же	8	27
89	все они	2	26
90	в условиях	3	26
91	на самом	6	25
92	с помощью	20	25
93	и образы	4	25
94	в области	4	25
95	но это	4	25
96	отношение к	7	24
97	того чтобы	5	24
98	в ее	5	24
99	и от	3	24
100	но не	7	24
101	в большинстве	5	24
102	как в	4	24
103	и у	7	24
104	он и	2	24
105	так сказать	7	23
106	и для	7	23
107	это не	5	23
108	в их	2	23
109	с ним	14	23
110	есть и	2	23
111	к нему	9	23
112	большинстве случаев	6	23
113	и о	6	22
114	связь с	7	22
115	и во	2	22
116	а в	8	22
117	что и	5	22
118	там где	2	22
119	вместе с	5	22
120	не было	5	22
121	именно в	4	21
122	в своих	5	21
123	в себя	5	21
124	в качестве	2	21
125	что это	5	21
126	в отношении	2	21
127	и наконец	12	21
128	ни в	12	21
129	одним из	3	21
130	и как	3	21
131	уже в	3	21
132	а также	2	20
133	как раз	6	20
134	этом отношении	4	20
135	в виду	4	20
136	с точки	15	20
137	самом деле	14	20
138	того же	3	19
139	в дальнейшем	2	19
140	их в	3	19
141	к этому	9	19
142	в эту	2	19
143	было бы	8	19
144	за пределы	10	19
145	далеко не	5	19
146	с другой	2	19
147	с ее	4	19
148	на протяжении	7	19
149	связанные с	4	18
150	мы находим	4	18
151	со всеми	5	18
152	на этом	8	18
153	превращается в	2	18
154	это и	4	18
155	одна из	4	18
156	весь мир	2	18
157	конечно и	5	18
158	связанных с	4	17
159	для того	6	17
160	но все	2	17
161	того что	7	17
162	в результате	3	17
163	и смерти	2	17
164	связана с	2	17
165	и вот	8	17
166	еще более	2	17
167	такой же	3	17
168	конечно не	10	17
169	а не	9	17
170	между тем	3	16
171	нужно сказать	2	16
172	тот же	10	16
173	ничего не	5	16
174	влияние на	4	16
175	между ними	5	16
176	в другом	4	16
177	они не	3	16
178	дело в	2	16
179	с одной	2	16
180	он дает	3	16
181	одно из	6	15
182	в истории	4	15
183	и вообще	4	15
184	мысли и	4	15
185	в нашем	3	15
186	и прежде	7	15
187	как на	3	15
