N	2gram	Propp_Isto	VeschiIm
1	т е	36	81
2	не есть	3	79
3	и не	16	57
4	не только	28	48
5	то что	20	48
6	не может	8	46
7	и в	43	45
8	и есть	3	40
9	может быть	22	39
10	и т	33	39
11	т д	30	38
12	а не	13	37
13	что я	2	26
14	потому что	8	25
15	было бы	5	24
16	не просто	4	24
17	в себе	2	23
18	что она	8	23
19	по себе	3	23
20	только в	8	23
21	сказать что	5	22
22	и что	6	22
23	как бы	5	20
24	и ее	3	19
25	что это	4	19
26	но и	24	19
27	что же	2	19
28	есть только	4	18
29	все же	13	18
30	в этом	25	18
31	есть не	2	17
32	и это	5	17
33	прежде всего	3	17
34	так как	13	17
35	что мы	5	17
36	того что	8	16
37	таким образом	15	16
38	в том	13	15
39	как и	9	15
40	в ней	3	15
41	уже не	11	15
42	не в	9	14
43	и то	4	14
44	но это	5	14
45	том что	12	13
46	есть и	7	13
47	это и	4	13
48	и для	3	13
49	в себя	3	13
50	ничего не	12	12
51	иное как	6	12
52	но если	2	12
53	совершенно не	2	12
54	что в	29	12
55	точки зрения	3	12
56	что и	17	12
57	что они	14	12
58	и как	6	12
59	не что	6	12
60	то же	11	12
61	еще не	15	12
62	что иное	6	12
63	и даже	4	12
64	о том	4	12
65	и с	10	12
66	в то	2	11
67	не менее	6	11
68	что не	3	11
69	вовсе не	3	11
70	содержит в	2	11
71	себя в	2	11
72	тем не	6	11
73	и их	4	11
74	и пр	19	11
75	ни в	2	11
76	и только	6	11
77	есть ли	4	10
78	в чем	4	10
79	с ее	2	10
80	ясно что	2	10
81	это не	10	9
82	со стороны	3	9
83	так что	8	9
84	в своем	2	9
85	то и	7	9
86	она не	4	9
87	другими словами	2	9
88	ли это	2	9
89	хотя бы	3	9
90	у нас	7	9
91	на то	4	9
92	но не	10	9
93	и его	10	9
94	его в	7	8
95	и потому	2	8
96	указывает на	6	8
97	даже не	2	8
98	что он	17	8
99	но в	15	8
100	мы не	3	8
101	все это	4	8
102	должна быть	2	8
103	можно сказать	3	8
104	по сравнению	2	8
105	мы имеем	24	8
106	в свете	6	8
107	если бы	7	8
108	с тем	3	8
109	не с	2	8
110	с другой	10	8
111	от того	3	7
112	и тем	2	7
113	из них	7	7
114	а в	13	7
115	можно ли	3	7
116	все эти	8	7
117	е в	2	7
118	я не	3	7
119	относится к	3	7
120	или не	3	7
121	можно только	3	7
