N	2gram	Bakhtin_Fr	DiskursI
1	в качестве	11	72
2	а не	2	60
3	может быть	5	56
4	не только	11	49
5	и в	73	49
6	как и	19	47
7	при этом	5	46
8	в том	13	44
9	и не	13	44
10	то есть	36	41
11	том что	8	40
12	в этом	21	38
13	в себе	16	37
14	в частности	2	36
15	но и	15	35
16	своего рода	3	32
17	и т.п	21	32
18	так и	13	28
19	но в	12	28
20	не может	4	27
21	как в	9	25
22	еще не	3	23
23	а также	8	20
24	все же	2	19
25	прежде всего	18	19
26	в нем	18	19
27	в своей	4	19
28	в основе	3	18
29	далеко не	2	18
30	по отношению	3	17
31	в данном	3	17
32	то же	16	17
33	с другой	3	17
34	отношению к	3	17
35	в мире	3	17
36	точки зрения	6	16
37	только в	7	16
38	роль в	4	15
39	в его	18	15
40	то что	12	15
41	о том	13	15
42	это не	7	14
43	картины мира	5	14
44	не в	12	14
45	одной стороны	3	14
46	с одной	3	14
47	для него	7	13
48	как бы	15	13
49	в своем	13	12
50	и все	19	12
51	того же	7	12
52	и на	12	12
53	что в	14	11
54	с его	5	11
55	и как	5	11
56	не было	4	11
57	а в	10	10
58	также и	6	10
59	и т.д	3	10
60	же время	12	10
61	тем самым	3	9
62	в то	14	9
63	героя в	2	9
64	между тем	2	9
65	картина мира	4	9
66	в них	14	9
67	уже не	2	9
68	еще в	4	9
69	себя в	3	9
70	внимание на	2	9
71	человека в	3	8
72	этом отношении	3	8
73	и о	2	8
74	к тому	2	8
75	потому что	9	8
76	не на	5	8
77	хотя и	5	8
78	и даже	4	8
79	в этих	6	8
80	в себя	3	8
81	в котором	4	8
82	в одном	5	8
83	из них	6	8
84	он не	4	8
85	перед нами	5	7
86	его в	3	7
87	о чем	2	7
88	и ее	2	7
89	одной из	5	7
90	и для	8	7
91	но это	3	7
92	в процессе	3	7
93	что и	6	7
94	например в	8	7
95	в этой	18	7
96	другой стороны	2	7
97	к этому	5	7
98	мира в	6	7
99	лишь в	2	7
100	ни в	7	7
101	той же	9	7
102	и его	18	7
103	таким образом	34	7
104	нового времени	5	7
105	никогда не	6	6
106	к его	2	6
107	в одной	5	6
108	не как	2	6
109	отношение к	3	6
110	что он	8	6
111	не знает	4	6
112	картину мира	2	6
113	одно из	2	6
114	одновременно и	2	6
115	именно в	4	6
116	времени в	2	6
117	одного из	3	6
118	здесь не	2	6
119	и может	2	6
120	в сущности	8	6
121	в истории	3	6
122	в ее	6	6
123	и то	3	6
124	одна из	7	6
125	в эпоху	13	6
126	дело в	2	6
127	во всех	13	6
128	в особенности	5	6
129	сказать и	2	6
130	времени и	2	6
131	в которых	3	6
132	с точки	4	6
133	в античной	2	5
134	ничего не	4	5
135	хвала и	4	5
136	к себе	3	5
137	в другом	4	5
138	проявляется в	3	5
139	в виду	4	5
140	в их	5	5
141	свою очередь	3	5
142	и потому	6	5
143	того что	5	5
144	о нем	3	5
145	мира и	6	5
146	несмотря на	3	5
147	один из	5	5
148	здесь в	9	5
149	принадлежит к	2	5
150	того как	7	5
151	сказать что	4	5
152	значительной степени	3	5
153	так сказать	5	5
154	с ее	3	5
155	во второй	3	5
156	в значительной	5	5
157	одного и	2	5
158	но они	3	5
159	в свою	3	5
160	в литературе	5	5
161	оно не	2	5
162	на этом	6	5
163	в той	8	5
164	как раз	3	5
165	по своим	2	5
166	в ней	10	5
167	тем что	8	5
168	до конца	5	4
169	свое время	2	4
170	не могут	3	4
171	одну из	2	4
172	а на	4	4
173	и прежде	2	4
174	и тем	3	4
175	у них	3	4
176	одном из	5	4
177	может и	2	4
178	и др	12	4
179	в свое	2	4
180	может иметь	2	4
181	по своему	3	4
182	как это	2	4
183	и это	6	4
184	более того	3	4
185	только на	2	4
186	в году	12	4
187	к жизни	4	4
188	и до	14	4
189	и во	4	4
190	что они	2	4
191	во всяком	2	4
192	мы имеем	2	4
193	это в	4	4
194	существенную роль	2	4
195	в результате	7	4
196	я не	3	4
197	связи с	5	4
198	т.п но	2	4
199	одним из	3	4
200	есть в	9	4
201	но уже	3	4
202	в самом	9	4
203	не есть	2	4
204	и к	6	4
205	по себе	2	4
206	и весьма	2	4
207	говорит о	2	4
208	точка зрения	2	4
209	или в	5	4
210	и есть	3	4
211	с ним	6	4
212	еще и	2	3
213	не подлежит	4	3
214	в форме	6	3
215	к которому	2	3
216	в речевом	2	3
217	в области	3	3
218	здесь как	2	3
219	в формах	3	3
220	но оно	3	3
221	в каждой	2	3
222	тенденция к	2	3
223	своего времени	3	3
224	характер и	2	3
225	рассказ о	3	3
226	они и	4	3
227	о котором	5	3
228	на том	2	3
229	они не	2	3
230	он говорит	2	3
231	более или	3	3
232	об этом	2	3
233	в романе	10	3
234	ему в	2	3
235	между собой	2	3
236	но здесь	2	3
237	и он	4	3
238	выступает в	2	3
239	для этого	2	3
240	числе и	2	3
241	все эти	24	3
242	было бы	5	3
243	этой традиции	2	3
244	мы не	2	3
245	дело не	2	3
246	должна быть	3	3
247	на языке	4	3
248	том числе	4	3
249	как мы	19	3
250	одно и	2	3
251	и от	10	3
252	с этим	4	3
253	в начале	4	3
254	его как	3	3
255	особенно в	2	3
256	в которой	3	3
257	и по	4	3
258	не просто	3	3
259	на первый	2	3
260	и наконец	6	3
261	как у	3	3
262	или менее	3	3
263	но все	5	3
264	не имеет	4	3
265	речи в	2	3
266	их в	5	3
267	это прежде	3	3
268	уже в	9	3
269	в следующей	7	3
270	жизни и	6	3
271	имеет дело	2	3
272	или даже	2	3
273	место в	4	3
274	и сам	2	3
275	момент в	4	3
276	в большинстве	9	3
277	слова и	2	3
278	в первых	2	3
279	в организации	2	3
280	и что	5	3
281	в главе	5	3
282	вместе с	9	3
283	в книге	2	2
284	ему не	2	2
285	в отношении	6	2
286	его к	3	2
287	для всех	3	2
288	в построении	2	2
289	они были	5	2
290	каждый из	2	2
291	все то	3	2
292	есть не	2	2
293	он как	2	2
294	бы его	2	2
295	начала и	4	2
296	здесь это	2	2
297	и вся	3	2
298	в основном	2	2
299	во времени	2	2
300	самом деле	4	2
301	с таким	2	2
302	в чем	3	2
303	всего в	5	2
304	по существу	8	2
305	мы видели	7	2
306	так например	2	2
307	действующих лиц	2	2
308	в него	4	2
309	к нему	7	2
310	только с	2	2
311	с самого	2	2
312	а только	2	2
313	те же	3	2
314	было и	2	2
315	свидетельствует о	3	2
316	в различных	2	2
317	характер в	4	2
318	большинстве случаев	9	2
319	или меньшей	2	2
320	в предыдущей	2	2
321	в историческом	3	2
322	как нечто	2	2
323	все это	19	2
324	жизнью и	2	2
325	интерес к	2	2
326	отсюда и	2	2
327	вовсе не	11	2
328	представление о	3	2
329	и вообще	3	2
330	хвалы и	3	2
331	до нас	10	2
332	тех же	2	2
333	время в	3	2
334	предыдущей главе	2	2
335	в первой	4	2
336	должно быть	4	2
337	это было	4	2
338	мысли и	3	2
339	говорили о	3	2
340	на него	2	2
341	целый ряд	4	2
342	связаны с	7	2
343	народа и	4	2
344	ни было	2	2
345	и их	5	2
346	с этой	4	2
347	как его	2	2
348	такой же	3	2
349	себе и	2	2
350	нас в	3	2
351	наших дней	2	2
352	том и	2	2
353	не был	2	2
354	и брань	6	2
355	у него	13	2
356	человека с	2	2
357	значение в	2	2
358	не должно	3	2
359	со своими	2	2
360	сцены и	2	2
361	романа в	2	2
362	еще более	4	2
363	лица и	3	2
364	и с	17	2
365	из которых	2	2
366	большей или	3	2
367	не знаем	2	2
368	влияния на	2	2
369	с некоторыми	2	2
370	он сам	4	2
371	то ли	2	2
372	он есть	2	2
373	во всем	5	2
374	в нашем	2	2
375	в четвертой	4	2
376	с помощью	11	2
