N	2gram	Vygotskiy_	EvropaiC
1	таким образом	39	34
2	в том	47	31
3	и в	37	24
4	том что	42	20
5	все эти	6	19
6	не может	16	18
7	то что	32	18
8	может быть	19	17
9	до сих	4	15
10	все же	6	15
11	сих пор	4	15
12	точки зрения	49	14
13	в этом	32	13
14	все это	9	13
15	в своем	10	12
16	с этим	8	12
17	самом деле	8	12
18	между тем	10	12
19	по отношению	12	11
20	но и	23	11
21	отношению к	11	11
22	не только	29	10
23	так и	12	10
24	во всех	4	10
25	мы знаем	3	10
26	как и	20	10
27	все что	4	10
28	как бы	16	10
29	в результате	7	9
30	друг с	6	9
31	и не	15	9
32	не в	9	9
33	что в	25	9
34	и все	7	9
35	на то	11	9
36	с другом	6	9
37	потому что	11	9
38	при этом	6	9
39	и что	11	9
40	так же	18	8
41	из этих	6	8
42	если бы	10	8
43	для того	19	8
44	к тому	10	8
45	в самом	16	8
46	того чтобы	23	8
47	с точки	34	8
48	мы говорили	4	8
49	ясно что	2	8
50	на самом	4	7
51	для этого	7	7
52	о которых	4	7
53	в сознании	2	7
54	так как	11	7
55	в силу	8	7
56	по своей	9	7
57	что он	16	7
58	того что	28	7
59	о котором	3	7
60	о том	14	7
61	из этого	6	7
62	что и	3	7
63	в этой	13	7
64	по существу	8	7
65	что при	3	7
66	вместе с	14	7
67	только в	8	6
68	и при	2	6
69	друг от	4	6
70	так что	2	6
71	в то	7	6
72	и для	3	6
73	с другой	16	6
74	в общем	5	6
75	говорили выше	4	6
76	от друга	4	6
77	и если	4	6
78	и на	8	6
79	мы можем	11	6
80	несмотря на	6	6
81	что с	6	6
82	как на	5	6
83	с ним	3	6
84	и от	4	5
85	но все	3	5
86	по сравнению	10	5
87	в себе	8	5
88	в состоянии	2	5
89	должно быть	4	5
90	к этому	7	5
91	в которой	6	5
92	лишь в	9	5
93	на все	5	5
94	и их	5	5
95	ничем не	3	5
96	из них	4	5
97	что это	8	5
98	из всех	3	5
99	у него	2	5
100	что все	8	5
101	но в	9	5
102	столь же	8	5
103	ступени развития	2	5
104	именно в	8	5
105	и с	10	5
106	и к	9	5
107	другой стороны	10	5
108	в целом	29	5
109	между двумя	2	5
110	в его	16	5
111	сравнению с	9	5
112	в пользу	6	5
113	никогда не	8	4
114	и то	3	4
115	в такой	4	4
116	из того	7	4
117	мы должны	11	4
118	что эта	7	4
119	поэтому что	5	4
120	что та	2	4
121	всех этих	2	4
122	хотя бы	7	4
123	в конце	2	4
124	которых мы	2	4
125	целый ряд	6	4
126	и т.д	15	4
127	иначе говоря	4	4
128	факт что	3	4
129	то же	12	4
130	в их	5	4
131	выше и	2	4
132	том же	4	4
133	в области	4	4
134	а с	8	4
135	в виде	3	4
136	что его	6	4
137	в течение	4	4
138	между собой	5	4
139	что для	8	4
140	с тем	8	4
141	все прочие	2	4
142	на вопрос	6	4
143	из которых	6	4
144	что мы	9	4
145	связи с	7	4
146	в психологии	11	4
147	что как	4	4
148	он не	11	4
149	это есть	2	4
150	если мы	8	4
151	признать что	3	4
152	хотя и	2	4
153	мы уже	7	4
154	даже в	4	3
155	данном случае	5	3
156	представление о	7	3
157	и вообще	2	3
158	вопрос о	11	3
159	тем самым	8	3
160	исключительно из	2	3
161	при помощи	2	3
162	это не	5	3
