N	3gram	Bakhtin_Pr	FransuaR
1	в то же	13	55
2	то же время	13	55
3	мы уже говорили	3	43
4	как мы уже	2	28
5	до сих пор	9	27
6	в том что	6	27
7	в большинстве случаев	10	22
8	в этом отношении	3	20
9	но в то	7	20
10	с точки зрения	21	20
11	о том что	2	17
12	большей или меньшей	2	16
13	и до конца	2	16
14	в большей или	2	15
15	начала и до	2	14
16	или меньшей степени	2	14
17	с начала и	2	14
18	на самом деле	4	13
19	не может быть	8	13
20	в той же	3	13
21	с другой стороны	6	12
22	и в то	2	12
23	все то что	3	11
24	как и все	4	11
25	можно сказать что	2	11
26	в отличие от	4	11
27	в конце концов	7	10
28	таким образом и	2	10
29	в данном случае	2	10
30	как и в	3	10
31	не только в	2	10
32	по отношению к	12	9
33	так и в	2	9
34	зрения на мир	4	9
35	более или менее	4	8
36	в его романе	2	8
37	вполне понятно что	2	8
38	в его целом	6	8
39	в настоящее время	3	7
40	и в романе	2	7
41	можно было бы	3	7
42	в узком смысле	2	7
43	и в других	2	7
44	в самом деле	6	7
45	подобно тому как	3	7
46	в то время	2	7
47	к тому же	2	6
48	но все же	3	6
49	как мы сказали	3	6
50	во всяком случае	4	5
51	как бы в	6	5
52	до настоящего времени	2	5
53	друг с другом	3	5
54	только то что	2	5
55	точку зрения на	3	4
56	может быть и	2	4
57	мы увидим дальше	2	4
58	как раз и	5	4
59	на мир и	2	4
60	как мы увидим	3	4
61	а следовательно и	2	4
62	в одном из	2	4
63	и не может	6	4
64	по ту сторону	2	4
65	на этот вопрос	2	4
66	таким образом все	2	4
67	конечно не в	2	4
68	это вовсе не	2	4
69	бы то ни	3	3
70	но это не	2	3
71	он не только	2	3
72	в этом смысле	12	3
73	как один из	2	3
74	все же не	3	3
75	не только не	2	3
76	именно потому что	2	3
77	в его творчестве	3	3
78	в дантовском мире	2	3
79	не входит в	4	3
80	у него в	2	3
81	между тем как	5	3
82	в одной плоскости	7	3
83	в себе и	2	3
84	и в этом	5	3
85	в целом ряде	2	3
86	точка зрения на	2	2
87	видения и понимания	4	2
88	сам по себе	2	2
89	в приведенном отрывке	2	2
90	мир и на	2	2
91	потому что она	3	2
92	к себе самому	4	2
93	большинстве случаев в	2	2
94	то что было	4	2
95	приведенном нами отрывке	2	2
96	к нему и	2	2
97	была для него	3	2
98	то ни было	2	2
99	и в целом	2	2
100	но при этом	2	2
101	же как и	2	2
102	том что он	5	2
103	же время не	3	2
104	никогда не может	2	2
105	в его произведениях	2	2
106	но и на	2	2
107	целом ряде других	2	2
108	друг за другом	2	2
109	и в самой	2	2
110	и в нем	2	2
111	и в сущности	2	2
112	но и не	2	2
