N	2gram	Losev_Prob	Stilisti
1	и в	48	42
2	как бы	10	30
3	не только	28	28
4	прежде всего	15	22
5	хотя бы	11	18
6	то же	6	16
7	но и	21	16
8	и не	29	14
9	не может	6	13
10	может быть	11	13
11	как и	10	12
12	точки зрения	17	11
13	что мы	4	11
14	мы уже	2	11
15	в себе	7	10
16	и как	10	10
17	отнюдь не	14	10
18	в этом	31	10
19	как мы	5	10
20	в то	6	9
21	для того	4	9
22	все же	12	9
23	то что	26	9
24	при этом	6	9
25	мы не	7	9
26	тем самым	2	8
27	ничего не	3	8
28	так как	10	8
29	и это	3	8
30	с тем	7	8
31	в ней	4	8
32	таким образом	20	8
33	с его	3	8
34	никогда не	7	7
35	другими словами	3	7
36	и от	7	7
37	в которой	7	7
38	мы можем	5	7
39	так и	15	7
40	потому что	21	7
41	только в	21	7
42	а не	7	7
43	и на	9	7
44	того чтобы	3	7
45	было бы	12	7
46	и его	11	7
47	и тем	4	7
48	или иной	4	6
49	и так	3	6
50	бы в	2	6
51	во всех	2	6
52	не в	16	6
53	в области	3	6
54	в конце	10	6
55	в нем	8	6
56	в свою	4	6
57	на его	4	6
58	в его	19	6
59	в этой	14	6
60	мы будем	2	6
61	с помощью	2	6
62	и то	6	5
63	все время	5	5
64	того или	3	5
65	в сознании	3	5
66	в нашем	5	5
67	то есть	38	5
68	не является	2	5
69	и наконец	4	5
70	и их	7	5
71	самом деле	3	5
72	как это	5	5
73	а с	4	5
74	мы видели	2	5
75	но все	6	5
76	и является	6	5
77	тому что	2	5
78	а в	8	5
79	но в	17	5
80	или иного	2	5
81	в самом	7	5
82	и с	10	5
83	уже в	4	5
84	в той	5	5
85	с точки	13	5
86	же самое	2	5
87	у которого	2	5
88	художественного творчества	10	5
89	вместе с	15	5
90	да и	5	4
91	что это	4	4
92	в одном	6	4
93	так же	7	4
94	на это	2	4
95	само собой	3	4
96	его в	9	4
97	на него	3	4
98	если бы	2	4
99	что именно	2	4
100	не что	3	4
101	свою очередь	2	4
102	у нас	17	4
103	к своему	3	4
104	того что	8	4
105	самого начала	3	4
106	можно было	4	4
107	один из	2	4
108	и все	12	4
109	в каждом	2	4
110	с самого	3	4
111	к тому	7	4
112	о том	17	4
113	если мы	2	4
114	уже не	12	4
115	и к	9	4
116	той или	5	4
