N	2gram	Potebnia_M	Vladivir
1	и в	58	116
2	то что	24	71
3	и не	34	67
4	не только	32	65
5	у него	3	65
6	в этом	18	53
7	в том	38	52
8	том что	21	51
9	что в	34	48
10	но и	26	47
11	в его	7	40
12	и с	3	39
13	то есть	69	37
14	сказать что	5	36
15	и даже	4	36
16	там же	9	35
17	так что	23	35
18	же с	8	34
19	потому что	89	33
20	что он	5	32
21	не может	30	31
22	о том	6	30
23	только в	36	30
24	никогда не	7	29
25	как мы	3	29
26	для него	13	29
27	вовсе не	13	27
28	а в	11	27
29	не было	7	26
30	в то	6	25
31	но в	12	25
32	в себе	22	25
33	и то	4	25
34	и его	7	25
35	даже и	4	24
36	точки зрения	8	23
37	между прочим	5	23
38	может быть	47	23
39	он не	4	23
40	что же	3	23
41	так как	29	22
42	ни в	2	22
43	в своей	3	21
44	вместе с	12	21
45	в своем	3	20
46	прежде всего	8	20
47	для нас	29	20
48	и что	13	20
49	и потому	7	19
50	и вообще	5	19
51	так и	17	19
52	не менее	10	19
53	по поводу	7	19
54	таким образом	21	19
55	в течение	2	19
56	тем не	11	19
57	не в	23	18
58	как и	16	18
59	хотя и	6	18
60	с его	3	18
61	не мог	3	18
62	что и	16	17
63	в этой	3	17
64	то это	8	17
65	у нас	3	17
66	а не	38	17
67	и если	6	17
68	уже не	4	16
69	все же	11	16
70	того что	15	16
71	было бы	21	16
72	к тому	5	16
73	и все	6	16
74	для себя	4	16
75	в котором	5	16
76	не есть	13	16
77	в связи	2	15
78	но это	7	15
79	к этому	3	15
80	это было	3	15
81	несмотря на	5	15
82	то же	13	15
83	в своих	4	15
84	того же	13	14
85	уже в	5	14
86	все эти	3	14
87	с а	4	14
88	и как	11	14
89	и на	8	14
90	так же	7	13
91	с тем	9	13
92	и от	5	13
93	что это	5	13
94	дело в	3	13
95	жизни и	3	13
96	на этот	2	13
97	то время	3	13
98	во всем	5	13
99	есть только	16	12
100	и у	3	12
101	только на	4	12
102	ничего не	2	12
103	в нем	26	12
104	и по	8	12
105	связи с	6	12
106	во всяком	9	12
107	то в	6	12
108	и это	3	12
109	если не	5	12
110	по себе	24	12
111	всяком случае	7	12
112	мы должны	4	11
113	или менее	6	11
114	и о	3	11
115	при этом	17	11
116	все это	3	11
117	никак не	3	11
118	хотя бы	4	11
119	в которой	5	11
120	то он	2	11
121	на то	5	11
122	более или	6	11
123	но что	2	11
124	собственно говоря	2	10
125	к нему	2	10
126	в ней	9	10
127	что его	2	10
128	что все	4	10
129	в истории	8	10
130	еще не	9	10
131	но не	19	10
132	что для	5	10
133	в самом	5	10
134	с точки	4	10
135	здесь не	2	10
136	с ним	7	10
137	это не	10	9
138	для меня	4	9
139	но как	4	9
140	и притом	6	9
141	мы знаем	2	9
142	а только	8	9
143	в целом	3	9
144	в начале	2	9
145	что если	7	9
146	с этим	11	9
147	что касается	2	9
148	ни с	2	9
149	с другой	13	9
150	не будет	2	9
151	именно в	2	9
152	этом смысле	4	9
153	что мы	11	9
154	из этого	2	9
155	же время	4	9
156	отношения к	2	9
157	мы будем	3	9
158	но он	3	9
159	не столько	3	8
160	в чем	6	8
161	как бы	12	8
162	тот же	5	8
163	из этих	8	8
164	должно быть	9	8
165	тем что	15	8
166	с этой	3	8
167	в этих	10	8
168	как в	18	8
169	и для	8	8
170	можно считать	2	8
171	со стороны	11	8
172	в смысле	4	8
173	в каком	7	7
174	но даже	2	7
175	не без	2	7
176	как он	5	7
177	при помощи	2	7
178	не имеет	9	7
179	к этой	3	7
180	мы бы	3	7
181	себе и	2	7
182	по этому	2	7
183	нисколько не	2	7
184	точно так	18	7
185	того чтобы	4	7
186	о его	2	7
187	же в	7	7
188	мы видели	5	7
189	то и	15	7
190	за пределы	4	7
191	если бы	23	7
192	ничего общего	3	7
193	или как	2	7
194	к ней	3	7
195	но если	4	7
196	но все	4	7
197	в одном	13	7
198	с в	5	7
199	в таком	7	7
200	и есть	4	7
201	в нашем	2	7
202	в них	7	7
203	выше мы	2	7
204	его в	3	6
205	те же	4	6
206	от того	9	6
207	есть не	7	6
208	и всегда	3	6
209	том же	3	6
210	на основании	3	6
211	в виду	2	6
212	само по	6	6
213	что на	9	6
214	тому что	4	6
215	его на	3	6
216	нельзя сказать	2	6
217	под влиянием	10	6
218	время как	2	6
219	другой стороны	7	6
220	тем более	2	6
221	что она	3	6
222	по мнению	4	6
223	на него	6	6
224	в сравнении	5	6
225	мысли и	9	6
226	и вполне	2	6
227	для того	8	6
228	такой же	4	6
229	но только	2	6
230	мы не	17	6
231	не с	2	6
232	в жизни	5	6
233	этого последнего	2	6
234	если мы	5	6
235	но на	3	6
236	той же	3	6
237	видно что	2	6
238	главным образом	4	6
239	по своей	2	6
240	по его	7	6
241	взгляд на	2	6
242	чем в	2	6
243	начиная с	2	5
244	но она	3	5
245	но мы	3	5
246	а и	5	5
247	понятие о	2	5
248	вопрос о	5	5
249	что бы	2	5
250	друг друга	6	5
251	на все	5	5
252	и тем	5	5
253	в их	3	5
254	утверждает что	3	5
255	она не	3	5
256	с самого	5	5
257	заметить что	7	5
258	этого не	2	5
259	только при	3	5
260	и без	4	5
261	мы находим	3	5
262	один из	2	5
263	место в	3	5
264	эти последние	3	5
265	что с	3	5
266	то ни	3	5
267	бытия и	3	5
268	что они	6	5
269	во время	5	5
270	бы то	2	5
271	все то	2	5
272	только то	3	5
273	нет ничего	2	5
274	во всех	12	5
275	сравнении с	4	5
276	где он	2	5
277	что я	2	5
278	которой мы	3	5
279	но уже	2	5
280	далеко не	4	5
281	что у	2	5
282	еще более	2	5
283	в свою	8	5
284	из них	2	5
285	и только	6	5
286	как на	5	5
287	на самом	2	4
288	всех этих	2	4
289	тем самым	6	4
290	о которых	5	4
291	не могут	10	4
292	для нее	4	4
293	крайней мере	6	4
294	человека и	2	4
295	иное как	2	4
296	не что	2	4
297	которых мы	3	4
298	то мы	4	4
299	и вместе	5	4
300	есть нечто	7	4
301	не могли	2	4
302	и других	6	4
303	оно должно	5	4
304	после этого	2	4
305	что даже	2	4
306	нам кажется	2	4
307	и т	10	4
308	мог бы	5	4
309	в более	4	4
310	что можно	3	4
311	так в	4	4
312	она есть	3	4
313	одной стороны	6	4
314	как именно	3	4
315	не то	3	4
316	в такой	2	4
317	не имел	2	4
318	и во	6	4
319	себя и	3	4
320	в сущности	2	4
321	об отношении	3	4
322	уже и	2	4
323	что иное	2	4
324	с которыми	3	4
325	или не	3	4
326	когда мы	4	4
327	как например	4	4
328	независимо от	15	4
329	не все	3	4
330	не так	6	4
331	которые не	5	4
332	в теории	2	4
333	мы можем	10	4
334	т д	6	4
335	себе в	2	4
336	только что	4	4
337	мы увидим	3	4
338	и весь	3	4
339	лишь в	2	4
340	не на	3	4
341	в нас	10	4
342	с и	3	4
343	по крайней	6	4
344	нас в	2	4
345	с одной	7	4
346	заключается в	3	4
347	и более	3	4
348	их в	2	4
349	что сам	3	4
350	этом не	2	4
351	на этом	3	4
352	только не	2	4
353	сам по	5	4
354	чувства к	2	4
355	о которой	2	4
356	но с	3	4
357	бы с	2	3
358	так сказать	5	3
359	с таким	3	3
360	следовательно и	2	3
361	ясно и	2	3
362	к этим	2	3
363	указывает на	2	3
364	время и	2	3
365	не имеют	7	3
366	от него	8	3
367	это будет	5	3
368	именно так	2	3
369	не как	4	3
370	в другом	3	3
371	свою очередь	8	3
372	говоря о	3	3
373	имеют для	4	3
374	но тогда	3	3
375	между ними	2	3
376	от своего	2	3
377	и при	6	3
378	самом деле	2	3
379	от нас	3	3
380	на вопрос	3	3
381	его не	3	3
382	его от	2	3
383	также что	2	3
384	так например	5	3
385	это последнее	6	3
386	только потому	4	3
387	общего с	3	3
388	в природе	11	3
389	его к	3	3
390	тех пор	2	3
391	что не	15	3
392	не могла	2	3
393	если это	2	3
394	а скорее	2	3
395	для них	2	3
396	не была	2	3
397	с теми	2	3
398	в разных	2	3
399	самого начала	5	3
400	находится в	2	3
401	когда в	3	3
402	и самого	2	3
403	до того	2	3
404	того как	12	3
405	самого себя	4	3
406	во многих	5	3
407	с ними	2	3
408	только как	5	3
409	с каким	2	3
410	в противоположность	2	3
411	бы в	6	3
412	которое мы	5	3
413	что человек	6	3
414	субъекта и	4	3
415	но во	3	3
416	одним из	2	3
417	себе не	3	3
418	с нами	2	3
419	в обществе	3	3
420	не могло	3	3
421	что есть	3	3
422	том и	2	3
423	влияние на	4	3
424	что по	3	3
425	в мире	3	3
426	думать что	6	3
427	история и	2	3
428	что такое	3	3
429	и объекта	4	3
430	в состоянии	5	3
431	все что	5	3
432	сравнительно с	5	3
433	в какой	2	3
434	оно не	4	3
435	в которых	2	3
436	на что	3	3
437	не существует	2	3
438	прибавить что	2	3
439	не понимает	2	3
440	не были	2	3
441	от нее	6	3
442	нельзя себе	3	3
443	человек не	2	3
444	что к	2	3
445	можно думать	4	3
446	только о	2	3
447	как будто	2	3
448	была бы	3	3
449	заставляет нас	2	3
450	и необходимость	2	2
451	человека в	3	2
452	к одному	3	2
453	в действительности	6	2
454	и деятельности	2	2
455	слова а	3	2
456	слова не	2	2
457	жизни все	2	2
458	что дело	2	2
459	том как	6	2
460	совсем в	2	2
461	ничего кроме	2	2
462	не потому	2	2
463	только для	7	2
464	одна из	4	2
465	на свои	2	2
466	ни было	4	2
467	что из	2	2
468	или же	7	2
469	вообще и	2	2
470	не по	4	2
471	этой теории	4	2
472	столько же	4	2
473	уже с	2	2
474	языке в	2	2
475	не всегда	2	2
476	которое он	2	2
477	в одно	5	2
478	от другого	3	2
479	этих последних	5	2
480	видно из	3	2
481	что ни	2	2
482	не имеем	3	2
483	нужно было	3	2
484	образом в	5	2
485	только тогда	7	2
486	не находит	2	2
487	как предмет	3	2
488	и совершенно	2	2
489	стороны и	3	2
490	было только	2	2
491	человек есть	2	2
492	для всех	6	2
493	на том	2	2
494	они не	5	2
495	или по	2	2
496	могло бы	4	2
497	но оно	3	2
498	были и	2	2
499	рядом с	3	2
500	на себе	3	2
501	не из	3	2
502	такого же	2	2
503	одного из	3	2
504	ответ на	2	2
505	однако в	4	2
506	же не	2	2
507	то чего	2	2
508	притом не	5	2
509	в ее	2	2
510	но вместе	4	2
511	в собственном	4	2
512	ни малейшего	3	2
513	то не	5	2
514	и может	5	2
515	не иначе	4	2
516	нами не	2	2
517	должна быть	4	2
518	что а	3	2
519	мысли если	2	2
520	например в	4	2
521	этого слова	5	2
522	и понятия	2	2
523	духа и	8	2
524	на их	2	2
525	вопрос об	3	2
526	если в	3	2
527	себе представить	8	2
528	и должно	2	2
529	оно имеет	2	2
530	ни по	2	2
531	но эти	4	2
532	с другими	3	2
533	в нашей	2	2
534	находится во	2	2
535	но дело	2	2
536	хотя в	3	2
537	в душе	28	2
538	к первому	3	2
539	на это	2	2
540	о котором	4	2
541	с ее	2	2
542	от этого	2	2
543	бы даже	2	2
544	дело с	2	2
545	за ним	2	2
546	еще только	2	2
547	в какие	2	2
548	известно что	3	2
549	них не	3	2
550	как не	4	2
551	народа и	2	2
552	все они	3	2
553	даже с	2	2
554	где оно	2	2
555	и которые	3	2
556	и их	6	2
557	судя по	5	2
558	можем представить	2	2
559	что такая	2	2
560	время с	2	2
561	сих пор	5	2
562	которые мы	7	2
563	в глазах	4	2
564	например с	2	2
565	после того	3	2
566	при таких	3	2
567	в г	2	2
568	но тем	6	2
569	в самых	2	2
570	точке зрения	4	2
571	язык и	6	2
572	без которой	2	2
573	в самой	5	2
574	есть уже	4	2
575	нет возможности	2	2
576	и воли	7	2
577	в другой	4	2
578	развития и	3	2
579	должны быть	11	2
580	обратить внимание	2	2
581	тогда когда	15	2
582	таком случае	4	2
583	на такой	2	2
584	это самое	2	2
585	не можем	5	2
586	и поэтому	2	2
587	внимание на	3	2
588	не для	2	2
589	и того	6	2
590	и уже	6	2
591	во внимание	4	2
592	только после	2	2
593	что во	4	2
594	в некоторых	4	2
595	к истине	2	2
596	им как	2	2
597	есть для	2	2
598	жизни но	2	2
599	в себя	2	2
600	относится к	5	2
601	все в	2	2
602	а так	4	2
603	до сих	5	2
604	многих других	2	2
