N	3gram	Vygotskiy_	Freidism
1	с точки зрения	11	15
2	не может быть	5	14
3	по отношению к	3	11
4	в самом деле	4	10
5	в том что	41	9
6	во всяком случае	10	8
7	как мы видели	4	8
8	в высшей степени	11	6
9	как мы уже	3	5
10	с самого начала	6	5
11	тем не менее	6	4
12	на первый план	5	4
13	в этом отношении	9	4
14	сам по себе	2	4
15	в зависимости от	6	4
16	в свою очередь	3	4
17	с помощью которых	8	4
18	мы не можем	2	3
19	и той же	5	3
20	на этот вопрос	2	3
21	с помощью которой	3	3
22	и тот же	6	3
23	о том что	3	3
24	в собственном смысле	12	3
25	так и в	2	3
26	один и тот	6	3
27	для того чтобы	14	3
28	до сих пор	3	3
29	одной и той	5	3
30	мы видели что	4	3
31	с помощью которого	5	2
32	то же самое	9	2
33	а с другой	4	2
34	ни в какой	5	2
35	то что мы	2	2
36	мы никогда не	3	2
37	в другом месте	3	2
38	то обстоятельство что	4	2
39	хотя бы и	2	2
40	заключается в том	18	2
41	в отличие от	8	2
42	мы могли бы	12	2
43	с одной стороны	8	2
44	что и в	6	2
45	в какой степени	2	2
46	в этом смысле	7	2
47	тот же предмет	6	2
