N	3gram	Vygotskiy_	DiskursI
1	в том что	24	28
2	в отличие от	4	26
3	по отношению к	9	17
4	с одной стороны	7	14
5	не может быть	6	12
6	в данном случае	5	12
7	той или иной	2	10
8	о том что	4	9
9	в то же	2	8
10	в этом отношении	7	8
11	состоит в том	3	8
12	как и в	4	7
13	с точки зрения	31	6
14	в конечном счете	2	6
15	то же самое	11	5
16	одной стороны и	4	5
17	подобно тому как	2	5
18	не только в	2	5
19	по своей природе	4	5
20	с другой стороны	3	5
21	в первую очередь	3	5
22	в свою очередь	3	5
23	до известной степени	2	4
24	тем не менее	4	4
25	одного и того	3	4
26	можно сказать что	7	4
27	в этом случае	15	4
28	и не может	2	4
29	и того же	3	4
30	одно и то	3	3
31	и то же	3	3
32	содержит в себе	4	3
33	том что в	3	3
34	мы имеем дело	2	3
35	в том числе	2	3
36	том числе и	2	3
37	прежде всего в	2	2
38	и той же	5	2
39	как мы видели	7	2
40	и тем же	2	2
41	не совпадает с	4	2
42	в большинстве случаев	2	2
43	не представляет собой	2	2
44	в той мере	2	2
45	мере в какой	2	2
46	заключать в себе	2	2
47	заключает в себе	2	2
48	с самого начала	13	2
49	в том и	3	2
50	одной и той	5	2
51	хотя и в	2	2
52	едва ли не	3	2
53	и столь же	2	2
54	только в том	2	2
55	одним и тем	2	2
56	той мере в	2	2
57	включает в себя	2	2
58	и то что	5	2
