N	2gram	Propp_Isto	Russkaja
1	не может	19	22
2	и не	12	19
3	в том	14	17
4	в этом	19	17
5	и в	41	14
6	то что	12	13
7	точки зрения	4	11
8	то же	12	11
9	таким образом	15	11
10	в то	6	10
11	но и	20	10
12	не только	30	9
13	том что	18	9
14	может быть	19	9
15	в себе	3	9
16	во всяком	3	9
17	как на	3	8
18	прежде всего	6	8
19	самого себя	2	7
20	и с	4	7
21	к тому	4	7
22	о том	15	7
23	в данном	8	7
24	мы должны	7	7
25	и если	4	7
26	не будет	6	7
27	с тем	8	6
28	если в	3	6
29	к которой	2	6
30	если бы	3	6
31	всяком случае	3	6
32	все это	9	6
33	для того	2	6
34	и при	2	6
35	что он	29	6
36	в своем	3	6
37	вопрос о	6	5
38	а в	12	5
39	на то	5	5
40	было бы	4	5
41	из которых	3	5
42	и на	12	5
43	потому что	13	5
44	при этом	7	5
45	в нем	12	5
46	в своей	4	5
47	конечно не	2	5
48	только в	10	5
49	никогда не	16	5
50	и только	4	5
51	он не	8	5
52	сих пор	5	5
53	во всех	8	5
54	по существу	5	5
55	до сих	4	5
56	и то	3	4
57	что в	21	4
58	но не	8	4
59	его в	7	4
60	все же	14	4
61	не могут	3	4
62	к этой	2	4
63	не в	12	4
64	как и	8	4
65	более или	3	4
66	как бы	8	4
67	все что	4	4
68	можно было	3	4
69	так как	21	4
70	тогда когда	3	4
71	он будет	2	4
72	что же	2	4
73	которой он	3	4
74	жизни и	3	4
75	в его	4	4
76	со стороны	3	4
77	в их	4	4
78	на земле	6	4
79	во всем	2	4
80	в этой	2	4
81	себе и	3	4
82	вместе с	17	4
83	от того	4	4
84	в другое	2	4
85	или менее	3	4
86	одной из	4	3
87	данном случае	7	3
88	одна из	7	3
89	то это	7	3
90	том чтобы	3	3
91	что это	6	3
92	но мы	3	3
93	этом случае	4	3
94	на том	10	3
95	именно в	2	3
96	из этих	6	3
97	приходит к	4	3
98	всех этих	6	3
99	в другом	2	3
100	главным образом	3	3
101	в конце	4	3
102	из них	2	3
103	но если	2	3
104	в самом	2	3
105	и как	3	3
106	можно ли	2	3
107	знаем что	5	3
108	что и	13	3
109	или в	11	3
110	сводится к	3	3
111	из этого	2	3
112	таким же	2	3
113	борьбе с	2	3
114	и по	7	3
115	связи с	3	3
116	еще не	13	3
117	в виде	5	3
118	того что	7	3
119	в качестве	5	3
120	что они	5	3
121	друг друга	2	3
122	не было	3	3
123	и т	29	3
124	тем что	11	3
125	согласиться с	2	2
126	и о	2	2
127	и от	5	2
128	не так	4	2
129	она будет	2	2
130	но она	2	2
131	с этим	3	2
132	в таких	3	2
133	есть и	6	2
134	тем самым	3	2
135	и те	2	2
136	ее в	3	2
137	тому что	2	2
138	к нему	8	2
139	она не	3	2
140	но в	7	2
141	ни в	4	2
142	в котором	3	2
143	что такое	2	2
144	так же	6	2
145	их в	3	2
146	на себя	3	2
147	в начале	2	2
148	для нее	2	2
149	этого не	2	2
150	это в	3	2
151	больше чем	2	2
152	в ней	4	2
153	уже не	8	2
154	этот вопрос	3	2
155	в некоторых	2	2
156	по отношению	3	2
157	но для	3	2
158	и вместе	3	2
159	отличается от	4	2
160	если не	4	2
161	в силу	2	2
162	этом и	2	2
163	и даже	3	2
164	а не	9	2
165	и тот	3	2
166	для нас	8	2
167	по этому	3	2
168	по себе	2	2
169	от него	6	2
170	мы можем	11	2
171	не можем	3	2
172	точно так	2	2
173	к себе	4	2
174	отметить что	2	2
175	если они	4	2
176	в других	6	2
177	и тем	4	2
178	и вот	2	2
179	тогда как	4	2
180	и что	15	2
181	но это	5	2
182	все эти	8	2
183	и наконец	6	2
184	а с	3	2
185	совершенно очевидно	2	2
186	не просто	3	2
187	в этих	16	2
188	так часто	3	2
189	только на	2	2
190	в частности	3	2
191	и есть	2	2
192	так что	6	2
193	во время	7	2
194	как будто	4	2
195	у народов	6	2
196	именно на	2	2
197	во многих	2	2
198	должна быть	3	2
199	отношения к	2	2
200	в области	3	2
201	с ним	9	2
202	приводят к	2	2
203	у него	16	2
204	видеть в	3	2
205	мы уже	10	2
206	и более	2	2
207	участие в	2	2
208	их не	3	2
209	ясно что	2	2
210	ее он	2	2
