N	2gram	Losev_Prob	Myslijsy
1	потому что	40	182
2	то есть	63	142
3	и в	62	121
4	может быть	39	107
5	в том	35	103
6	то что	42	83
7	в слове	4	78
8	для нас	23	75
9	что в	11	73
10	и не	56	73
11	только в	33	72
12	не только	33	67
13	а не	28	67
14	таким образом	13	64
15	в языке	4	60
16	том что	25	59
17	так как	14	59
18	в этом	25	59
19	но и	20	59
20	то же	23	56
21	не в	21	54
22	если бы	9	53
23	в себе	23	53
24	не может	14	52
25	по себе	36	52
26	того что	10	47
27	в нем	13	45
28	было бы	14	45
29	не есть	57	42
30	как и	15	42
31	так что	21	39
32	вместе с	3	39
33	мы не	15	38
34	что и	11	38
35	так и	16	37
36	при этом	9	37
37	как в	10	37
38	что мы	12	36
39	точно так	5	35
40	тем что	8	33
41	и что	9	32
42	а в	9	30
43	но не	6	29
44	что не	4	29
45	вовсе не	62	28
46	есть только	5	28
47	мы можем	11	28
48	для него	4	28
49	могут быть	2	27
50	с этим	5	27
51	и т	20	26
52	то и	9	26
53	не было	6	26
54	независимо от	4	26
55	языка и	4	25
56	этого слова	5	25
57	между собою	5	24
58	в то	18	24
59	с тем	9	23
60	от того	2	23
61	как бы	11	23
62	только тогда	2	22
63	но в	17	22
64	не имеет	12	22
65	с другой	14	22
66	что слово	3	22
67	то это	13	22
68	и потому	13	21
69	не менее	24	21
70	в ней	12	20
71	в одном	4	20
72	это не	10	20
73	тем самым	9	19
74	и как	4	19
75	есть уже	4	19
76	с ним	11	19
77	есть не	13	19
78	и то	17	19
79	сказать что	24	19
80	что это	3	19
81	но это	13	19
82	тем не	23	19
83	о том	14	19
84	того же	2	19
85	в каком	9	18
86	для меня	4	18
87	для того	5	18
88	еще не	12	18
89	по поводу	3	18
90	бы не	2	18
91	в самом	4	18
92	в таком	11	18
93	заметить что	2	17
94	в его	10	17
95	слова и	3	17
96	по крайней	9	17
97	крайней мере	9	17
98	точки зрения	14	17
99	что оно	4	17
100	во всяком	14	17
101	не можем	5	17
102	уже в	5	17
103	в своем	7	16
104	к тому	4	16
105	а только	9	16
106	в которой	3	16
107	только что	4	16
108	так же	11	16
109	есть нечто	22	16
110	в них	6	16
111	что если	3	16
112	каждый раз	7	16
113	на то	6	16
114	и на	4	16
115	и по	3	15
116	т д	20	15
117	в этих	6	15
118	с одной	3	15
119	тому как	2	15
120	и тем	16	15
121	что он	16	15
122	прежде всего	13	15
123	только как	3	15
124	с другими	6	15
125	уже не	12	15
126	мы должны	13	14
127	и без	9	14
128	связи с	10	14
129	в истории	4	14
130	само по	5	14
131	то в	4	14
132	в природе	2	14
133	в котором	3	14
134	в одно	4	14
135	все же	10	14
136	сам по	11	14
137	когда мы	24	14
138	во всех	4	14
139	что все	2	13
140	и все	13	13
141	звука и	2	13
142	том смысле	4	13
143	образом в	2	13
144	и может	4	13
145	в смысле	2	13
146	из них	4	13
147	и его	12	13
148	как на	2	13
149	никогда не	7	12
150	от него	2	12
151	друг друга	5	12
152	и при	2	12
153	что же	9	12
154	что на	2	12
155	не то	2	12
156	все это	9	12
157	как мы	12	12
158	есть в	6	12
159	тем более	8	12
160	сих пор	4	12
161	что такое	4	12
162	или менее	2	12
163	в чем	5	12
164	только потому	3	12
165	хотя и	9	12
166	относится к	4	12
167	себе представить	2	12
168	другой стороны	11	12
169	более или	2	12
170	всяком случае	8	12
171	до сих	4	12
172	другими словами	9	11
173	и притом	7	11
174	той же	2	11
175	того чтобы	4	11
176	и вообще	20	11
177	только на	6	11
178	которые мы	5	11
179	что для	4	11
180	и если	11	11
181	из себя	5	11
182	его в	4	11
183	указывает на	13	11
184	имеет для	2	11
185	если не	7	11
186	мы видели	2	11
187	к нему	3	11
188	с нею	2	11
189	же в	6	11
190	к ней	2	11
191	сами по	8	11
192	подобно тому	3	11
193	и это	11	11
194	и только	10	11
195	и следовательно	3	10
196	а и	2	10
197	одной стороны	2	10
198	между прочим	4	10
199	представить себе	5	10
200	том как	4	10
201	бы быть	5	10
202	и для	5	10
203	мы говорим	8	10
204	хотя бы	6	10
205	в других	2	10
206	если же	4	10
207	тем же	2	10
208	одной и	2	10
209	тому что	5	10
210	образ и	4	10
211	и от	11	10
212	бы в	3	10
213	он не	10	10
214	если мы	24	10
215	и с	11	10
216	то время	6	10
217	образа и	4	10
218	и есть	9	10
219	что при	5	10
220	в нее	2	9
221	вопрос о	2	9
222	таком случае	7	9
223	но оно	3	9
224	нам кажется	2	9
225	могли бы	6	9
226	не будет	3	9
227	то не	2	9
228	до того	2	9
229	никто не	5	9
230	для самого	2	9
231	это было	4	9
232	и даже	21	9
233	на него	3	9
234	в сравнении	4	9
235	себе не	2	9
236	и о	8	9
237	с точки	9	9
238	от нее	2	9
239	самом деле	6	9
240	в целом	9	9
241	во время	3	9
242	можно сказать	10	9
243	что она	5	9
244	на самом	13	8
245	то мы	3	8
246	при помощи	13	8
247	что даже	6	8
248	нельзя сказать	3	8
249	одно и	4	8
250	что они	8	8
251	все равно	6	8
252	и более	6	8
253	но все	5	8
254	в самой	4	8
255	их в	2	8
256	именно в	4	8
257	в которых	3	8
258	только не	6	8
259	внимание на	2	8
260	во всем	2	8
261	была бы	2	8
262	и той	2	8
263	с ними	2	8
264	этом случае	8	8
265	и тогда	3	8
266	не так	8	8
267	остается только	2	8
268	художественное произведение	9	8
269	мы в	6	8
270	говорить о	7	8
271	перестает быть	3	8
272	или в	7	8
273	слова но	3	7
274	не имеют	4	7
275	к другим	2	7
276	для себя	6	7
277	столько же	2	7
278	а как	2	7
279	на основании	2	7
280	от нас	3	7
281	в искусстве	4	7
282	она не	3	7
283	и во	5	7
284	значение и	7	7
285	и понятия	2	7
286	дает нам	2	7
287	все эти	14	7
288	за пределы	6	7
289	и тот	2	7
290	за ним	2	7
291	находятся в	5	7
292	с этой	3	7
293	указания на	4	7
294	что у	3	7
295	в своих	2	7
296	к одной	2	7
297	но что	3	7
298	как она	2	7
299	не знаем	2	7
300	из него	2	7
301	один и	2	7
302	все в	4	7
303	в таких	3	7
304	но как	6	7
305	что именно	3	7
306	в разных	4	7
307	на котором	2	7
308	на себе	5	7
309	даже и	33	7
310	самого себя	4	7
311	в данном	14	7
312	бы и	7	7
313	к этому	2	7
314	которое мы	5	7
315	сама по	11	7
316	этом смысле	5	7
317	не существует	6	7
318	несмотря на	4	7
319	мы бы	2	6
320	но если	12	6
321	в виду	20	6
322	как он	2	6
323	друг от	3	6
324	могло бы	3	6
325	указывают на	2	6
326	она есть	2	6
327	в ее	6	6
328	в своей	8	6
329	в этой	10	6
330	никак не	13	6
331	при таком	2	6
332	художественного произведения	14	6
333	от их	2	6
334	у нас	17	6
335	то он	3	6
336	от друга	3	6
337	самого предмета	2	6
338	то тем	2	6
339	заставляет нас	3	6
340	образом и	2	6
341	оно есть	2	6
342	и к	9	6
343	для всех	3	6
344	понятия и	2	6
345	в их	2	6
346	в виде	20	6
347	его не	2	6
348	себе в	5	6
349	это будет	7	6
350	и до	3	6
351	имеет значение	6	6
352	нас в	5	6
353	да и	9	6
354	есть то	5	6
355	как оно	3	6
356	об этом	7	6
357	если и	2	6
358	ни было	5	6
359	а именно	12	6
360	что его	3	6
361	же самое	20	6
362	заключается в	8	6
363	явлений и	3	6
364	заметим что	2	6
365	но на	2	6
366	жизни и	7	6
367	ничего общего	7	6
368	же и	7	6
369	образ или	2	6
370	мы уже	4	6
371	и сами	3	6
372	предмет и	2	5
373	из того	3	5
374	в процессе	2	5
375	для нее	2	5
376	бы для	2	5
377	но даже	7	5
378	уже по	2	5
379	были бы	5	5
380	как же	3	5
381	а с	2	5
382	можно было	7	5
383	на которую	3	5
384	общего с	3	5
385	не говоря	2	5
386	однако в	3	5
387	уже и	2	5
388	это можно	2	5
389	можно только	3	5
390	нет ничего	6	5
391	себе а	3	5
392	в некотором	2	5
393	но только	10	5
394	мертвых душ	2	5
395	с понятием	4	5
396	здесь только	7	5
397	входит в	3	5
398	этот вопрос	3	5
399	о которых	3	5
400	которое в	3	5
401	во внимание	2	5
402	на нас	2	5
403	в нашем	13	5
404	указание на	2	5
405	чем в	2	5
406	даже в	2	5
407	перед нами	8	5
408	оно и	2	5
409	слова а	2	5
410	понятие о	2	5
411	а это	6	5
412	и у	2	5
413	в области	2	5
414	отличное от	2	5
415	как предмет	2	5
416	на том	3	5
417	человеческой жизни	4	5
418	мы его	2	5
419	не столько	2	5
420	когда в	4	5
421	бы только	2	5
422	мы имеем	7	5
423	а к	2	5
424	в начале	3	5
425	к другой	3	5
426	времени и	4	5
427	по мнению	2	5
428	сравнении с	4	5
429	одним из	2	5
430	и значение	3	5
431	лучше сказать	2	5
432	время как	6	5
433	на этот	4	5
434	но уже	4	5
435	только при	10	5
436	и здесь	8	5
437	время и	2	5
438	в той	8	5
439	конечно не	3	5
440	природы и	3	5
441	не к	2	5
442	будет иметь	2	4
443	есть такая	2	4
444	данном случае	12	4
445	с чем	3	4
446	бы мы	2	4
447	скажем что	2	4
448	в понятии	4	4
449	иное как	6	4
450	у человека	2	4
451	не что	6	4
452	в другом	4	4
453	а его	2	4
454	том виде	4	4
455	в ту	2	4
456	иначе и	2	4
457	как нечто	9	4
458	то ни	7	4
459	не на	2	4
460	многих других	2	4
461	кажется что	2	4
462	что чем	2	4
463	что без	3	4
464	иметь в	2	4
465	дело в	6	4
466	его как	3	4
467	не имели	2	4
468	все они	5	4
469	если оно	3	4
470	в наших	3	4
471	что иное	6	4
472	эти слова	2	4
473	он может	2	4
474	ни в	17	4
475	еще более	3	4
476	это так	2	4
477	собственно говоря	5	4
478	равно как	2	4
479	из этого	5	4
480	или даже	6	4
481	не вполне	3	4
482	и хотя	3	4
483	но с	2	4
484	чтобы не	2	4
485	ничего не	4	4
486	от всего	3	4
487	произведения и	2	4
488	есть и	2	4
489	но эта	4	4
490	по своему	6	4
491	мы только	4	4
492	или по	6	4
493	он в	3	4
494	в голову	2	4
495	нам не	2	4
496	образы и	6	4
497	этой точки	2	4
498	мы находим	8	4
499	эта последняя	2	4
500	его только	2	4
501	в связи	9	4
502	это есть	5	4
503	образа в	2	4
504	бы то	5	4
505	но она	2	4
506	имеет в	2	4
507	есть ни	4	4
508	и между	2	4
509	только о	3	4
510	поэтический образ	3	4
511	только то	4	4
512	еще только	3	4
513	смысле что	4	4
514	стороны и	3	4
515	сознания и	2	4
516	и вполне	9	4
517	имеет свою	3	4
518	так или	2	4
519	этот предмет	2	4
520	обратить внимание	2	4
521	со своим	2	4
522	не говорит	2	4
523	он есть	2	4
524	мы могли	4	4
525	отношения к	3	4
526	образа то	2	3
527	первый взгляд	3	3
528	мы произносим	3	3
529	ни о	8	3
530	с первого	3	3
531	и сама	4	3
532	она может	2	3
533	нисколько не	2	3
534	менее в	3	3
535	и ее	7	3
536	в отношении	4	3
537	именно так	4	3
538	и поэтому	3	3
539	а потом	2	3
540	что здесь	5	3
541	мы и	5	3
542	например не	2	3
543	например и	2	3
544	и прежде	3	3
545	и всегда	2	3
546	это только	2	3
547	от себя	2	3
548	действительности и	2	3
549	же касается	5	3
550	быть в	2	3
551	отличие от	3	3
552	идеи и	4	3
553	образ есть	3	3
554	здесь мы	5	3
555	может иметь	4	3
