N	3gram	Vygotskiy_	Vladivir
1	в том что	20	29
2	о том что	8	22
3	и то что	3	14
4	в то время	4	13
5	во всяком случае	6	12
6	к тому же	2	11
7	с точки зрения	11	10
8	не может быть	3	10
9	вместе с тем	3	10
10	то что он	3	9
11	на то что	16	8
12	это значит что	2	7
13	точно так же	3	7
14	том что он	3	6
15	в данном случае	5	6
16	как мы видели	2	6
17	с другой стороны	5	6
18	и в этом	6	6
19	то время как	3	5
20	то что в	5	5
21	сам по себе	2	4
22	мы увидим ниже	2	4
23	можно было бы	6	4
24	заключается в том	10	4
25	с одной стороны	6	4
26	для того чтобы	17	4
27	что в этом	2	4
28	и т д	6	4
29	и вместе с	3	4
30	в том чтобы	2	4
31	что он не	4	3
32	в том случае	4	3
33	с самого начала	10	3
34	потому что в	2	3
35	ни в каком	2	3
36	не имеет никакого	3	3
37	ничего общего с	2	3
38	только то что	3	3
39	в самом деле	29	3
40	только в том	5	3
41	не только не	3	3
42	к тому что	5	3
43	не в том	2	3
44	мы знаем что	2	3
45	в свою очередь	3	3
46	и то же	3	2
47	мы уже знаем	2	2
48	и что в	2	2
49	тех пор пока	2	2
50	и в конце	2	2
51	с тем что	3	2
52	том случае если	4	2
53	то что мы	3	2
54	так же как	2	2
55	в том и	2	2
56	до сих пор	6	2
57	как мы увидим	2	2
58	и в своих	2	2
59	одно и то	3	2
60	как бы его	2	2
61	бросается в глаза	2	2
62	на то как	2	2
63	с ним в	2	2
64	что это есть	2	2
65	что в нем	3	2
66	то что с	2	2
67	несмотря на свою	2	2
68	не то что	4	2
69	до тех пор	2	2
70	это и есть	2	2
71	что у него	2	2
