N	3gram	Vygotskiy_	formyVre
1	в то же	2	18
2	как мы уже	2	15
3	с точки зрения	31	15
4	друг с другом	6	13
5	для того чтобы	24	12
6	не только в	2	11
7	до сих пор	6	10
8	одного и того	3	9
9	и того же	3	9
10	мы уже говорили	2	9
11	в том числе	2	8
12	в большинстве случаев	2	8
13	прежде всего в	2	7
14	в этом отношении	7	7
15	в отличие от	4	7
16	не может быть	6	7
17	с одной стороны	7	6
18	друг от друга	3	6
19	и в этом	2	6
20	в том же	3	6
21	одно и то	3	5
22	и то же	3	5
23	в том что	24	5
24	том числе и	2	5
25	как и в	4	5
26	в то время	8	5
27	той или иной	2	5
28	одной стороны и	4	5
29	то время как	7	4
30	включает в себя	2	4
31	в этом случае	15	4
32	как раз в	3	4
33	друг на друга	2	4
34	и во всех	2	4
35	с другой стороны	3	4
36	о которых мы	3	4
37	по отношению к	9	4
38	до известной степени	2	3
39	то же самое	11	3
40	друг к другу	3	3
41	в зависимости от	6	3
42	о том что	4	3
43	вместе с тем	6	3
44	так же как	13	3
45	с самого начала	13	3
46	что в этом	2	3
47	же как и	3	3
48	по сравнению с	20	3
49	мы находим в	2	2
50	в значительной мере	2	2
51	на этой стадии	2	2
52	том что они	2	2
53	потому что они	2	2
54	к тому что	10	2
55	можно сказать что	7	2
56	по своей природе	4	2
57	в данном случае	5	2
58	и вместе с	2	2
59	в свою очередь	3	2
