N	2gram	Losev_Dial	Problema
1	и в	35	182
2	и не	51	152
3	вовсе не	19	145
4	то что	25	144
5	не есть	67	113
6	не только	26	104
7	потому что	23	89
8	в этом	18	88
9	может быть	30	82
10	том что	18	81
11	в том	20	81
12	не просто	19	80
13	только в	7	73
14	сказать что	19	72
15	но и	17	70
16	в виде	2	69
17	также и	7	68
18	и даже	23	66
19	по себе	39	64
20	даже и	3	63
21	не менее	5	58
22	о том	8	57
23	так и	18	56
24	тем не	3	56
25	а не	24	56
26	но в	8	55
27	так что	21	52
28	ни в	20	51
29	и вообще	10	48
30	отнюдь не	13	48
31	в себе	23	48
32	было бы	14	46
33	в своей	9	45
34	прежде всего	14	45
35	что в	19	44
36	в его	4	44
37	все эти	4	43
38	не в	12	43
39	в символе	4	42
40	таким образом	5	42
41	как раз	7	42
42	то же	21	42
43	а именно	3	42
44	если мы	3	42
45	так как	24	40
46	что мы	3	40
47	и то	15	40
48	что он	16	40
49	и что	17	40
50	не может	16	39
51	есть символ	3	39
52	в этой	3	39
53	и тем	2	39
54	во всяком	5	39
55	как бы	19	39
56	той или	11	38
57	в данном	5	38
58	никак не	6	37
59	хотя бы	6	37
60	того что	6	37
61	в нем	25	37
62	еще не	4	36
63	есть нечто	16	36
64	точки зрения	25	36
65	и все	11	36
66	и т	31	35
67	символ и	3	35
68	вещи есть	3	35
69	когда мы	3	35
70	в виду	9	34
71	и с	10	34
72	указывает на	3	34
73	как и	10	34
74	уже не	3	34
75	не является	3	33
76	или иной	4	33
77	в таком	4	33
78	т д	28	33
79	же самое	3	33
80	в то	10	32
81	но не	9	32
82	в своем	7	31
83	в конце	5	31
84	связи с	3	31
85	все это	14	31
86	что такое	13	31
87	так же	6	31
88	но это	12	31
89	ясно что	11	30
90	с другой	10	30
91	и для	2	30
92	как мы	5	29
93	перед нами	3	29
94	все же	9	29
95	об этом	7	29
96	в связи	3	29
97	можно сказать	10	29
98	и о	4	28
99	что же	5	28
100	есть только	9	28
101	а в	8	28
102	и как	14	27
103	ничего не	19	27
104	и это	6	27
105	хотя и	4	27
106	ничего общего	4	27
107	еще и	4	26
108	по крайней	11	26
109	в результате	2	26
110	как будто	7	26
111	вместе с	3	26
112	это не	18	26
113	крайней мере	11	26
114	да и	11	26
115	другой стороны	7	26
116	и его	6	26
117	с точки	18	25
118	мы можем	5	25
119	всяком случае	3	25
120	на самом	5	24
121	тем более	2	24
122	не имеет	15	24
123	с тем	2	24
124	и притом	7	23
125	а только	5	23
126	только и	5	23
127	тут же	2	23
128	мы находим	7	23
129	на то	5	23
130	таком случае	2	23
131	содержит в	6	23
132	есть не	8	23
133	при этом	2	23
134	конце концов	4	23
135	о символе	2	23
136	в качестве	2	23
137	по своему	4	23
138	то и	3	23
139	никогда не	18	22
140	и если	5	22
141	и является	2	22
142	сам по	8	22
143	его в	3	22
144	и есть	20	22
145	только на	3	22
146	значит что	25	22
147	вещи и	5	22
148	что и	7	22
149	можно ли	3	22
150	и от	5	22
151	другими словами	2	22
152	раз и	2	22
153	всех этих	4	22
154	есть в	2	22
155	тоже не	2	22
156	и к	8	22
157	мы должны	6	21
158	сама по	12	21
159	в самом	6	21
160	говорить о	9	21
161	и только	5	21
162	в аллегории	7	21
163	и потому	6	20
164	как о	2	20
165	но как	7	20
166	для того	2	20
167	именно в	4	20
168	о чем	4	20
169	можно было	5	20
170	несмотря на	12	20
171	или в	2	20
172	тем что	2	20
173	в отношении	5	19
174	в каком	10	19
175	но если	6	19
176	как нечто	5	19
177	то в	8	19
178	если бы	12	19
179	кроме того	2	19
180	это значит	18	19
181	но только	6	19
