N	2gram	Voloshinov	Myshleni
1	в том	3	195
2	внутренней речи	18	191
3	в этом	10	167
4	то что	9	166
5	и в	42	162
6	том что	3	161
7	таким образом	8	147
8	точки зрения	11	143
9	с помощью	6	131
10	не только	28	116
11	того что	4	109
12	в процессе	6	101
13	так же	4	100
14	речи и	6	99
15	потому что	7	95
16	того чтобы	7	91
17	может быть	13	89
18	с точки	5	89
19	что он	2	86
20	не может	13	81
21	как и	12	79
22	так как	8	78
23	для того	9	78
24	и не	14	78
25	только в	7	75
26	в целом	4	74
27	как мы	10	72
28	но и	16	70
29	в его	6	67
30	сказать что	3	65
31	как бы	30	64
32	вместе с	5	62
33	в качестве	4	60
34	было бы	7	60
35	представляет собой	2	60
36	то же	16	58
37	в основе	3	58
38	в отношении	2	55
39	что мы	11	53
40	между собой	2	53
41	в самом	5	52
42	мы должны	10	50
43	к тому	4	49
44	мы можем	7	48
45	тем что	2	48
46	мы не	9	47
47	внутренняя речь	5	47
48	если бы	4	46
49	но не	2	45
50	по отношению	2	45
51	тем самым	8	43
52	с тем	8	43
53	внешней речи	4	43
54	как это	5	42
55	тому что	5	42
56	отношению к	2	42
57	не является	5	41
58	по своей	2	40
59	о том	4	40
60	так и	7	39
61	никогда не	7	39
62	в области	6	38
63	мы видели	5	38
64	вопрос о	2	37
65	не в	6	37
66	если мы	4	37
67	в этой	6	37
68	и к	4	37
69	мы видим	4	37
70	с самого	4	36
71	все эти	3	36
72	и его	7	36
73	самого начала	4	36
74	как в	3	36
75	а не	7	36
76	можно было	4	35
77	он не	2	35
78	в которой	7	35
79	в себе	10	35
80	и т.д	21	35
81	во внутренней	4	34
82	и как	10	34
83	связи с	3	34
84	при этом	9	33
85	прежде всего	22	33
86	что и	3	32
87	по своему	3	32
88	же самое	5	32
89	но в	5	32
90	слова и	5	32
91	той же	7	32
92	и тем	7	32
93	что оно	3	32
94	и на	7	32
95	развития в	2	31
96	и то	5	31
97	все же	9	31
98	этом отношении	2	30
99	между тем	3	29
100	и развития	3	29
101	этого слова	3	29
102	от того	3	29
103	с этим	2	28
104	самом деле	5	28
105	в своей	2	27
106	речи но	2	27
107	в то	9	27
108	перед нами	3	27
109	связь между	3	27
110	этом случае	3	27
111	и с	5	27
112	в их	2	26
113	в частности	3	26
114	что это	4	26
115	для него	3	26
116	нашего исследования	2	26
117	все это	4	25
118	еще не	3	25
119	уже в	5	25
120	это не	3	25
121	можно сказать	4	25
122	мы уже	11	25
123	тот же	2	24
124	целый ряд	3	24
125	в какой	2	24
126	в нем	6	24
127	зависимости от	7	24
128	на этот	2	24
129	в слове	4	24
130	как уже	2	24
131	друг друга	2	23
132	бы в	6	23
133	слова в	6	23
134	этот вопрос	2	23
135	смысле этого	2	22
136	в зависимости	7	22
137	отношение к	2	21
138	человеческой речи	3	21
139	все время	5	21
140	в нашем	5	21
141	его в	4	21
142	к этому	2	21
143	и все	4	21
144	между ними	3	21
145	и следовательно	5	21
146	в сознании	5	21
147	речи не	2	20
148	в котором	3	20
149	в виду	3	20
150	речь и	4	20
151	а в	5	20
152	должно быть	2	20
153	к которому	2	20
154	из них	3	20
155	и их	5	20
156	из этих	2	20
157	в наших	2	20
158	но мы	2	19
159	мы говорили	2	19
160	словом и	3	19
161	с ним	2	19
162	из которых	3	19
163	в той	5	19
164	а с	5	19
165	с развитием	2	19
166	во всех	6	19
167	один из	4	19
168	в связи	2	19
169	независимо от	5	19
170	внутреннюю речь	3	19
171	слов и	7	18
172	но это	2	18
173	и речь	2	17
174	для этого	2	17
175	сих пор	2	17
176	и для	3	17
177	в своих	2	17
178	в свою	6	17
179	в одном	4	17
180	и от	7	17
181	речь есть	2	17
182	ту же	2	17
183	не есть	2	17
184	в этих	2	17
185	их в	3	17
186	тем же	4	17
187	до конца	2	17
188	и той	7	17
189	языка и	4	16
190	вовсе не	2	16
191	одной и	4	16
192	для нас	3	16
193	которые в	2	16
194	между двумя	2	16
195	слово и	3	16
196	и даже	3	16
197	видели что	3	16
198	в которых	2	16
199	мы имеем	2	16
200	таким же	2	16
201	те же	5	15
202	но как	2	15
203	том же	2	15
204	который мы	2	15
205	в начале	3	15
206	представить себе	3	15
207	хотя бы	18	15
208	ничего не	8	15
209	и это	8	15
210	и является	5	15
211	он должен	3	14
212	точку зрения	6	14
213	только тогда	2	14
214	точка зрения	4	14
215	что эти	3	14
216	что у	3	14
217	когда мы	6	14
218	значений слов	2	14
219	очевидно что	2	14
220	одной из	2	14
