N	2gram	Vygotskiy_	Vladivir
1	и в	38	116
2	то что	27	71
3	и не	16	67
4	не только	16	65
5	у него	3	65
6	в этом	35	53
7	в том	59	52
8	том что	44	51
9	что в	31	48
10	но и	9	47
11	в его	22	40
12	и с	5	39
13	сказать что	10	36
14	и даже	4	36
15	также и	3	36
16	так что	3	35
17	потому что	14	33
18	еще и	2	32
19	что он	13	32
20	не может	11	31
21	о том	6	30
22	только в	16	30
23	никогда не	11	29
24	как мы	14	29
25	для него	6	29
26	вовсе не	5	27
27	а в	7	27
28	в то	5	25
29	но в	4	25
30	в себе	9	25
31	и то	9	25
32	и его	5	25
33	а также	6	24
34	точки зрения	27	23
35	может быть	25	23
36	он не	6	23
37	в виде	4	22
38	так как	19	22
39	об этом	2	22
40	ни в	12	22
41	в своей	9	21
42	вместе с	18	21
43	в своем	9	20
44	прежде всего	6	20
45	для нас	6	20
46	и что	15	20
47	и потому	2	19
48	так и	11	19
49	не менее	8	19
50	в дальнейшем	3	19
51	таким образом	36	19
52	в течение	2	19
53	тем не	6	19
54	не в	10	18
55	как это	16	18
56	как и	20	18
57	хотя и	2	18
58	с его	3	18
59	не мог	4	18
60	едва ли	6	17
61	что и	14	17
62	в этой	7	17
63	а не	7	17
64	уже не	3	16
65	все же	11	16
66	того что	17	16
67	было бы	15	16
68	к тому	8	16
69	и все	5	16
70	для себя	2	16
71	в котором	3	16
72	не есть	5	16
73	до конца	2	15
74	в связи	9	15
75	но это	7	15
76	к этому	5	15
77	то же	18	15
78	в своих	3	15
79	и к	9	15
80	того же	12	14
81	уже в	10	14
82	все эти	9	14
83	и как	11	14
84	и на	9	14
85	мы уже	8	14
86	так же	26	13
87	с тем	18	13
88	можно сказать	2	13
89	и от	5	13
90	что это	8	13
91	в результате	6	13
92	не просто	3	13
93	на этот	5	13
94	то время	5	13
95	во всем	7	13
96	и у	7	12
97	только на	2	12
98	в нем	4	12
99	и по	5	12
100	связи с	14	12
101	во всяком	10	12
102	содержит в	2	12
103	то в	3	12
104	и это	7	12
105	по себе	11	12
106	всяком случае	10	12
107	в отношении	14	11
108	мы должны	15	11
109	еще в	2	11
110	или менее	5	11
111	при этом	13	11
112	все это	8	11
113	хотя бы	2	11
114	в которой	4	11
115	и здесь	5	11
116	на то	7	11
117	более или	3	11
118	но что	3	11
119	тому же	6	11
120	в основном	6	11
121	даже в	5	10
122	такого рода	7	10
123	о нем	2	10
124	в ней	3	10
125	которую он	2	10
126	что все	2	10
127	в качестве	25	10
128	в истории	9	10
129	можно было	10	10
130	еще не	6	10
131	но не	7	10
132	в самом	8	10
133	отнюдь не	6	10
134	с точки	11	10
135	здесь не	2	10
136	с ним	4	10
137	это не	5	9
138	но как	4	9
139	мы знаем	10	9
140	а с	4	9
141	смысле слова	5	9
142	в целом	22	9
143	в начале	5	9
144	этот раз	2	9
145	по существу	4	9
146	что если	3	9
147	с этим	6	9
148	и сам	4	9
149	с другой	11	9
150	не будет	2	9
151	именно в	6	9
152	этом смысле	7	9
153	что мы	18	9
154	мы будем	4	9
155	свое время	2	8
156	это мы	3	8
157	только и	2	8
158	не столько	4	8
159	в чем	2	8
160	как бы	17	8
161	тот же	10	8
162	из этих	5	8
163	должно быть	3	8
164	тем что	12	8
165	это значит	6	8
166	с этой	6	8
167	в этих	4	8
168	как в	14	8
169	и для	4	8
170	можно считать	3	8
171	когда он	5	8
172	которой он	2	8
173	значит что	6	8
174	в смысле	9	8
175	и особенно	4	8
176	в каком	3	7
177	другими словами	3	7
178	в свое	2	7
179	как он	8	7
