N	2gram	Losev_Prob	Myshleni
1	в том	19	195
2	в этом	30	167
3	то что	72	166
4	и в	64	162
5	том что	26	161
6	таким образом	9	147
7	точки зрения	5	143
8	что в	21	119
9	мышления и	6	117
10	не только	37	116
11	того что	18	109
12	так же	12	100
13	и речи	3	96
14	потому что	24	95
15	того чтобы	10	91
16	может быть	29	89
17	с точки	3	89
18	что он	11	86
19	не может	18	81
20	как и	7	79
21	так как	16	78
22	для того	10	78
23	и не	63	78
24	только в	19	75
25	как мы	10	72
26	но и	23	70
27	заключается в	2	67
28	в его	12	67
29	мы могли	2	65
30	сказать что	33	65
31	как бы	18	64
32	вместе с	4	62
33	в качестве	3	60
34	и что	21	60
35	было бы	16	60
36	представляет собой	2	60
37	то же	10	58
38	в основе	4	58
39	мышления в	2	56
40	в отношении	7	55
41	могли бы	2	54
42	что мы	23	53
43	в силу	2	53
44	между собой	5	53
45	в самом	10	52
46	в сущности	2	51
47	мы должны	5	50
48	к тому	5	49
49	что они	5	48
50	мы можем	8	48
51	тем что	10	48
52	мы не	6	47
53	тогда когда	4	47
54	если бы	8	46
55	но не	13	45
56	с другой	8	45
57	тем самым	11	43
58	с тем	6	43
59	понятий в	2	43
60	же как	2	43
61	как это	7	42
62	тому что	6	42
63	не является	12	41
64	одной стороны	4	40
65	о том	25	40
66	так и	17	39
67	никогда не	8	39
68	с одной	4	39
69	в области	8	38
70	вопрос о	4	37
71	не в	6	37
72	если мы	16	37
73	значение слова	4	37
74	в этой	14	37
75	и к	2	37
76	мы видим	2	37
77	в своем	7	36
78	с самого	3	36
79	все эти	15	36
80	и его	3	36
81	самого начала	2	36
82	как в	5	36
83	а не	21	36
84	того же	3	35
85	можно было	8	35
86	он не	5	35
87	в которой	2	35
88	в себе	16	35
89	для себя	9	35
90	и как	10	34
91	связи с	8	34
92	при этом	8	33
93	прежде всего	17	33
94	по себе	20	33
95	что и	2	32
96	именно в	5	32
97	по своему	14	32
98	же самое	9	32
99	но в	19	32
100	слова и	5	32
101	той же	2	32
102	и тем	16	32
103	что оно	4	32
104	и на	11	32
105	и то	15	31
106	все же	7	31
107	мысли и	2	30
108	этом отношении	2	30
109	на то	12	30
110	между тем	3	29
111	могут быть	2	29
112	от того	2	29
113	с этим	7	28
114	самом деле	10	28
115	что с	2	28
116	что все	9	27
117	в своей	8	27
118	только что	2	27
119	в результате	6	27
120	в то	7	27
121	перед нами	7	27
122	этом случае	6	27
123	другой стороны	7	27
124	и с	12	27
125	в их	7	26
126	в частности	5	26
127	что это	4	26
128	для него	2	26
129	нашего исследования	5	26
130	все это	11	25
131	еще не	18	25
132	уже в	6	25
133	что она	8	25
134	это не	7	25
135	только не	4	25
136	в чем	3	25
137	значения слова	3	25
138	можно сказать	9	25
139	мы уже	8	25
140	так что	12	24
141	тот же	4	24
142	что эта	2	24
143	понятия и	2	24
144	в нем	14	24
145	того как	3	24
146	зависимости от	2	24
147	на этот	3	24
148	в смысле	2	24
149	как он	4	23
150	бы в	3	23
151	ни в	13	23
152	этот вопрос	2	23
153	отношение между	2	23
154	во всяком	18	22
155	и мышления	2	22
156	в зависимости	2	22
157	отношения между	2	22
158	не могут	6	22
159	то время	2	22
160	в истории	6	21
161	отношений между	2	21
162	человеческой речи	3	21
163	все время	3	21
164	и более	4	21
165	в нашем	3	21
166	его в	9	21
167	представление о	6	21
168	и все	9	21
169	ее в	2	21
170	и следовательно	6	21
171	и ее	9	21
172	не имеет	8	21
173	в сознании	5	21
174	в такой	3	20
175	в котором	5	20
176	в виду	10	20
177	по существу	2	20
178	а в	7	20
179	должно быть	3	20
180	время как	2	20
181	из них	3	20
182	как раз	20	20
183	в другом	2	20
184	и их	4	20
185	едва ли	10	20
186	не менее	26	20
187	из этих	5	20
188	в наших	2	20
189	но мы	3	19
190	мы говорили	5	19
191	речь не	2	19
192	в данном	16	19
193	с ним	4	19
194	из которых	2	19
195	в той	2	19
196	как на	3	19
197	но если	6	19
198	и по	3	19
199	во всех	9	19
200	мы и	8	19
201	один из	7	19
202	в связи	7	19
203	независимо от	2	19
204	во всей	4	18
205	и другое	3	18
206	одного и	2	18
207	всяком случае	11	18
208	но это	11	18
209	этом смысле	8	18
210	для этого	5	17
211	к другим	2	17
212	мы находим	2	17
213	сих пор	6	17
214	и для	10	17
215	все что	2	17
216	в своих	3	17
217	и того	5	17
218	и от	3	17
219	казалось бы	11	17
220	совпадает с	2	17
221	то и	7	17
222	и есть	7	17
223	и только	7	17
224	о природе	2	17
225	не есть	49	17
226	в этих	7	17
227	их в	6	17
228	тем же	2	17
229	и той	4	17
230	нами в	3	17
231	до сих	6	17
232	на этой	4	16
233	языка и	5	16
234	вовсе не	60	16
235	значение в	4	16
236	тому как	3	16
237	значения слов	2	16
238	по поводу	6	16
239	в мысли	2	16
240	для нас	11	16
241	которые в	4	16
242	слово и	3	16
243	то в	6	16
244	и даже	19	16
245	в которых	4	16
246	мы имеем	3	16
247	которые не	5	16
248	данном случае	10	15
249	тем более	13	15
250	но как	11	15
251	является в	3	15
252	который мы	2	15
253	значит что	6	15
254	между этими	2	15
255	по этому	6	15
256	что если	5	15
257	от этого	2	15
258	со всеми	2	15
259	подобно тому	2	15
260	что при	2	15
261	хотя бы	15	15
262	отличается от	2	15
263	является то	3	15
264	вообще не	5	15
265	является не	4	15
266	ничего не	20	15
267	и это	13	15
268	в них	8	15
269	которое мы	2	15
270	и является	9	15
271	он должен	2	14
272	только тогда	4	14
273	и во	4	14
274	что для	4	14
275	что эти	2	14
276	учения о	3	14
277	из этого	2	14
278	это значит	4	14
279	это есть	10	14
280	когда мы	10	14
281	в теории	4	14
282	но что	3	14
283	о чем	11	14
284	говорили выше	2	14
285	об этом	10	14
286	содержится в	2	14
287	с его	3	14
288	одним из	2	14
289	думается что	2	14
290	и здесь	8	14
291	не можем	2	14
292	этих двух	2	14
293	в понятии	2	13
294	она не	5	13
295	на его	2	13
296	но все	5	13
297	и тот	2	13
298	лишь в	4	13
299	значения и	11	13
300	в виде	20	13
301	точно так	7	13
302	как они	3	13
303	в состоянии	2	13
304	слова как	2	13
305	что между	2	13
306	отнюдь не	15	13
307	к его	2	13
308	в действительности	5	13
309	для всех	3	13
310	если в	2	13
311	этой теории	4	13
312	стороны и	3	13
313	смысле слова	11	13
314	с другими	6	13
315	функции в	4	12
316	были бы	2	12
317	и потому	3	12
318	в ее	3	12
319	в первом	2	12
320	никак не	13	12
321	тем не	25	12
322	но только	3	12
323	входит в	4	12
324	первый план	3	12
325	тем и	3	12
326	даже в	2	12
327	с которыми	4	12
328	что слово	2	12
329	к другу	2	12
330	несмотря на	6	12
331	образом что	2	12
332	это мы	2	12
333	которые мы	3	12
334	должны были	3	12
335	на первый	5	12
336	ясно что	7	12
337	которых мы	2	12
338	только на	13	12
339	к нему	5	12
340	понятий не	3	12
341	за пределы	6	12
342	но он	3	12
343	на самом	9	11
344	в каком	7	11
345	в конце	13	11
346	одно из	2	11
347	а только	9	11
348	что этот	2	11
349	что понятие	3	11
350	с собой	3	11
351	друг другу	2	11
352	мы будем	3	11
353	есть не	10	11
354	и при	4	11
355	на том	5	11
356	находится в	2	11
357	например в	2	11
358	в других	5	11
359	в пределах	2	11
360	мы увидим	3	11
361	гораздо более	6	11
362	что на	4	11
363	исследования в	2	11
364	и наконец	3	11
365	нас в	4	11
366	или менее	7	11
367	слово в	2	11
368	он в	2	11
369	не знает	4	11
370	только по	2	11
371	ничего общего	14	11
372	есть в	9	11
373	отношения к	2	11
374	не совпадает	2	10
375	относится к	6	10
376	у нас	31	10
377	что такое	23	10
378	если не	6	10
379	о которых	6	10
380	или иной	8	10
381	вопроса о	3	10
382	речь идет	2	10
383	том числе	2	10
384	одного из	2	10
385	что его	4	10
386	но для	3	10
387	является для	3	10
388	указывает на	16	10
389	мы называем	2	10
390	в нашей	3	10
391	бы что	3	10
392	внимание на	4	10
393	в случае	5	10
394	связаны между	2	10
395	числе и	2	10
396	и может	2	10
397	и которые	6	10
398	и значение	4	10
399	перейти к	4	10
400	учение о	5	10
401	в плане	2	9
402	к предмету	3	9
403	такого рода	20	9
404	в момент	2	9
405	и заключается	2	9
406	естественно что	2	9
407	и поэтому	2	9
408	также и	22	9
409	только для	3	9
410	еще в	2	9
411	мы говорим	3	9
412	но эта	3	9
413	к этой	2	9
414	друг к	2	9
415	этого понятия	2	9
416	хотя и	8	9
417	как оно	3	9
418	сама по	6	9
419	совершенно не	7	9
420	мы в	4	9
421	как только	3	9
422	в системе	3	9
423	и притом	6	9
424	в тех	2	9
425	не то	4	9
426	более или	7	9
427	должны быть	2	9
428	больше чем	2	9
429	в самой	3	9
430	оно не	6	9
431	но с	2	9
432	место в	2	9
433	и до	3	9
434	той или	10	9
435	что же	18	9
436	представляется нам	2	9
437	теории и	4	9
438	говорить о	14	9
439	или в	5	9
440	нисколько не	3	8
441	уже по	2	8
442	действительности и	5	8
443	относятся к	3	8
444	что не	8	8
445	себе и	2	8
446	одним и	3	8
447	не возникает	2	8
448	собой и	3	8
449	со стороны	2	8
450	и др	2	8
451	на одном	2	8
452	поэтому в	2	8
453	предметов и	7	8
454	тому чтобы	2	8
455	не как	2	8
456	не являются	8	8
457	в эту	2	8
458	мы наблюдаем	2	8
459	нет никаких	2	8
460	не на	4	8
461	уже и	6	8
462	все равно	7	8
463	в известной	2	8
464	значением слова	3	8
465	сам по	7	8
466	во внимание	2	8
467	этой области	5	8
468	том как	2	8
469	только и	5	8
470	и те	2	8
471	только то	6	8
472	и тогда	2	8
473	о котором	4	8
474	чем мы	2	8
475	при помощи	21	7
476	не имеют	6	7
477	для всего	2	7
478	это обстоятельство	3	7
479	этому поводу	5	7
480	здесь в	4	7
481	должна быть	2	7
482	а также	6	7
483	находятся в	2	7
484	образом и	3	7
485	которые являются	3	7
486	на один	2	7
487	эта теория	4	7
488	в общем	5	7
489	он говорит	2	7
490	которой он	4	7
491	же в	5	7
492	это в	3	7
493	всех этих	11	7
494	и особенно	4	7
495	не существует	12	7
496	возможно только	2	7
497	он сам	2	7
498	в таком	18	7
499	и сам	3	7
500	с первого	2	7
501	значении слова	2	7
502	но по	2	7
503	больше и	2	7
504	общего с	10	7
505	содержит в	7	7
506	исследования мы	3	7
507	в жизни	3	7
508	сознания и	4	7
509	в значительной	2	7
510	общности и	2	7
511	предмета и	5	7
512	с понятием	3	7
513	и делает	3	7
514	без всякого	5	7
515	ничем не	2	7
516	мере в	2	7
517	случае не	6	7
518	говорили что	2	7
519	понятие и	2	7
520	знаем что	2	7
521	само собой	3	6
522	бы мы	5	6
523	что здесь	4	6
524	и логики	2	6
525	с и	2	6
526	значение и	7	6
527	только один	3	6
528	и вообще	13	6
529	это было	3	6
530	хотели бы	3	6
531	что иное	5	6
532	себе что	4	6
533	различие в	3	6
534	и понятие	4	6
535	как таковой	4	6
536	на язык	2	6
537	роль в	2	6
538	она должна	3	6
539	и больше	2	6
540	и самый	3	6
541	для обозначения	4	6
542	говорит о	4	6
543	бы и	5	6
544	или даже	3	6
545	потому и	2	6
546	уже не	9	6
547	нашего сознания	3	6
548	и который	3	6
549	указывают на	2	6
550	как его	2	6
551	этот вывод	2	6
552	еще и	9	6
553	между которыми	2	6
554	иное как	5	6
555	по самому	3	6
556	дело в	3	6
557	ни на	5	6
558	в условиях	2	6
559	и о	11	6
560	что всякое	2	6
561	и другим	2	6
562	требует от	2	6
563	раз и	13	6
564	что их	4	6
565	одна из	4	6
566	а это	5	6
567	что может	4	6
568	нет и	5	6
569	только потому	4	6
570	мы встречаемся	2	6
571	что было	2	6
572	действительности в	3	6
573	не что	5	6
574	увидим ниже	2	6
575	нас сейчас	2	6
576	нам о	3	5
577	но всегда	2	5
578	то мы	2	5
579	мы никогда	3	5
580	предметы в	4	5
581	к самому	2	5
582	бы он	2	5
583	первого взгляда	2	5
584	и весь	4	5
585	все они	2	5
586	знаком и	8	5
587	как понятие	2	5
588	от всех	2	5
589	эти последние	2	5
590	значение как	2	5
591	если это	2	5
592	ближе к	2	5
593	между знаком	7	5
594	есть только	16	5
595	не потому	2	5
596	общего и	2	5
597	в область	3	5
598	в него	3	5
599	что к	2	5
600	только с	3	5
601	только его	4	5
602	для них	5	5
603	содержания и	2	5
604	от той	2	5
605	чем перейти	2	5
606	о языке	3	5
607	анализа и	4	5
608	он является	2	5
609	сами по	5	5
610	это отношение	3	5
611	есть прежде	3	5
612	в данной	2	5
613	другими словами	8	5
614	оказывается что	4	5
615	но даже	3	5
616	вообще и	6	5
617	конце концов	11	5
618	может иметь	3	5
619	а потому	2	5
620	мы хотим	3	5
621	был бы	6	5
622	никто не	2	5
623	прийти к	3	5
624	или на	3	5
625	прежде чем	3	5
626	им в	2	5
627	указание на	6	5
628	есть нечто	13	5
629	к понятию	3	5
630	в значении	2	5
631	под этим	4	5
632	гораздо больше	2	5
633	самого себя	2	5
634	как такового	4	5
635	действительности но	4	5
636	человека с	2	5
637	язык и	2	5
638	не для	3	5
639	сейчас же	3	5
640	только как	2	5
641	не просто	30	5
642	а следовательно	2	5
643	кроме того	7	5
644	однако не	3	5
645	а потом	2	4
646	для которого	4	4
647	нас на	2	4
648	чего он	3	4
649	которого он	2	4
650	бы оно	3	4
651	просто как	4	4
652	от других	3	4
653	так например	2	4
654	однако в	2	4
655	и та	2	4
656	нельзя сказать	3	4
657	данным словом	2	4
658	именно то	4	4
659	со всем	2	4
660	и понятием	3	4
661	в дальнейшем	5	4
662	на всю	2	4
663	или не	5	4
664	на нее	2	4
665	свой смысл	3	4
666	думать что	2	4
667	другим и	2	4
668	этот раз	2	4
669	чистом виде	4	4
670	чем оно	2	4
671	если оно	2	4
672	это обобщение	2	4
673	понятий а	2	4
674	идет речь	2	4
675	между значением	2	4
676	который он	2	4
677	и если	9	4
678	или понятие	2	4
679	они относятся	2	4
680	этим последним	2	4
681	в одно	5	4
682	логики и	3	4
683	само понятие	3	4
684	вывод который	2	4
685	без которых	2	4
686	можно ли	9	4
687	совсем не	9	4
688	чтобы понять	3	4
689	бы то	2	4
690	есть то	5	4
691	но при	2	4
692	хотя в	3	4
693	все другие	4	4
694	но ведь	6	4
695	нам в	3	4
696	анализ этого	4	4
697	отношения в	2	4
698	есть функция	3	4
699	и значения	7	4
700	должны сказать	2	4
701	и сама	2	4
702	на эту	2	4
703	как о	4	4
704	всеми своими	2	4
705	знака в	5	4
706	а именно	16	4
707	слова то	3	4
708	сейчас мы	2	4
709	не требует	2	4
710	более общее	2	4
711	как для	2	4
712	что значит	3	4
713	того или	8	4
714	в чисто	2	4
715	однако и	4	4
716	или как	4	4
717	огромное значение	2	4
718	в целях	2	4
719	то он	3	4
720	из отдельных	2	4
721	есть и	4	4
722	которыми мы	2	4
723	самого понятия	2	4
724	только после	3	4
725	разница между	2	4
726	в общей	2	4
727	как будто	6	4
728	заставляет нас	3	4
729	для построения	3	4
730	иным как	2	4
731	нас не	5	4
732	в корне	2	4
733	ничего нового	2	4
734	или по	5	4
735	была бы	2	4
736	известной степени	2	4
737	представление об	2	4
738	с которой	3	4
739	здесь не	9	4
740	о его	2	4
741	сказать только	3	4
742	которая является	2	4
743	то это	3	4
744	ассоциативной психологии	2	4
745	своего собственного	5	4
746	уже на	3	4
747	этот предмет	3	4
748	в понимании	2	4
749	языке и	4	4
750	не было	7	4
751	языка в	3	4
752	конечно не	3	4
753	чем же	2	4
754	всем этом	2	3
755	в голове	2	3
756	скажем что	2	3
757	вернее сказать	3	3
758	следовательно и	3	3
759	здесь как	3	3
760	к своему	2	3
761	настоящей работы	4	3
762	как же	6	3
763	же мы	4	3
764	система отношений	4	3
765	что значения	2	3
766	говорим о	3	3
767	она есть	5	3
768	ряд отдельных	2	3
769	значительной мере	2	3
770	чем иным	2	3
771	до последнего	2	3
772	знал что	3	3
773	при таком	2	3
774	чем больше	4	3
775	основой для	2	3
776	и часто	2	3
777	можем говорить	2	3
778	и ничего	4	3
779	та или	2	3
780	она является	3	3
781	тех или	5	3
782	собой все	2	3
783	которая и	3	3
784	всей этой	3	3
785	необходимы для	3	3
786	не имеющих	4	3
787	именно на	3	3
788	из других	2	3
789	в языке	13	3
