N	2gram	Voloshinov	Problema
1	и в	28	182
2	и не	34	152
3	вовсе не	16	145
4	то что	17	144
5	не есть	2	113
6	не только	10	104
7	потому что	4	89
8	в этом	28	88
9	может быть	28	82
10	том что	12	81
11	в том	10	81
12	только в	11	73
13	сказать что	11	72
14	но и	10	70
15	у нас	3	68
16	также и	2	68
17	и даже	3	66
18	по себе	4	64
19	не менее	6	58
20	о том	3	57
21	так и	14	56
22	тем не	4	56
23	а не	9	56
24	но в	13	55
25	ни в	12	51
26	для нас	2	50
27	и вообще	4	48
28	отнюдь не	5	48
29	в себе	7	48
30	при помощи	2	47
31	смысле слова	4	47
32	было бы	8	46
33	в своей	14	45
34	прежде всего	26	45
35	что в	7	44
36	в его	25	44
37	все эти	15	43
38	не в	10	43
39	таким образом	34	42
40	как раз	6	42
41	то же	12	42
42	а именно	2	42
43	если мы	7	42
44	так как	15	40
45	что мы	3	40
46	и то	3	40
47	что он	12	40
48	и что	6	40
49	не может	30	39
50	в этой	7	39
51	такого рода	2	39
52	и тем	2	39
53	во всяком	9	39
54	как бы	19	39
55	в данном	4	38
56	хотя бы	7	37
57	того что	7	37
58	в нем	7	37
59	еще не	8	36
60	точки зрения	31	36
61	и все	13	36
62	когда мы	2	35
63	в виду	4	34
64	и с	10	34
65	как и	13	34
66	уже не	9	34
67	не является	7	33
68	или иной	2	33
69	в таком	6	33
70	же самое	2	33
71	в то	7	32
72	едва ли	4	32
73	но не	7	32
74	в своем	4	31
75	в конце	2	31
76	все это	12	31
77	что такое	6	31
78	так же	4	31
79	но это	4	31
80	ясно что	2	30
81	с другой	2	30
82	и для	7	30
83	как мы	18	29
84	художественный образ	2	29
85	все же	8	29
86	об этом	7	29
87	можно сказать	6	29
88	данном случае	4	28
89	и о	6	28
90	что же	10	28
91	есть только	3	28
92	мы не	9	28
93	а в	8	28
94	и как	3	27
95	ничего не	5	27
96	ничего общего	4	27
97	в результате	3	26
98	вместе с	5	26
99	это не	5	26
100	да и	2	26
101	и его	22	26
102	с точки	15	25
103	и на	9	25
104	мы можем	20	25
105	всяком случае	8	25
106	на самом	6	24
107	не имеет	2	24
108	в нашем	3	24
109	и притом	3	23
110	а только	4	23
111	мы находим	4	23
112	таком случае	4	23
113	при этом	8	23
114	конце концов	2	23
115	в качестве	2	23
116	по своему	4	23
117	никогда не	10	22
118	и является	3	22
119	сам по	4	22
120	его в	11	22
121	и есть	3	22
122	только на	4	22
123	вещи и	2	22
124	что и	5	22
125	можно ли	3	22
126	и от	3	22
127	другими словами	5	22
128	раз и	3	22
129	всех этих	6	22
130	и к	7	22
131	мы должны	9	21
132	и ее	7	21
133	а также	2	21
134	для себя	2	21
135	в самом	12	21
136	говорить о	5	21
137	и только	6	21
138	и потому	12	20
139	но как	2	20
140	для того	6	20
141	именно в	4	20
142	в отношении	2	19
143	в каком	7	19
144	но если	2	19
145	то в	2	19
146	если бы	4	19
147	он не	10	19
148	с ним	14	19
149	уже в	3	19
150	самом деле	14	19
151	в них	3	19
152	это есть	2	19
153	как в	4	19
154	этом смысле	2	19
155	жизни и	7	19
156	того же	3	18
157	того чтобы	5	18
158	в ее	5	18
159	в этих	5	18
160	мы и	4	18
161	и ни	3	18
162	не было	5	18
163	не существует	4	18
164	в ней	8	18
165	ни о	6	17
166	мы уже	10	17
167	это и	4	17
168	совсем не	6	17
169	совершенно не	9	17
170	во всех	13	17
171	к тому	6	16
172	но все	2	16
173	между собою	2	16
174	далеко не	5	16
175	для этого	6	16
176	как это	5	16
177	случае не	3	16
178	что она	5	16
179	будто бы	2	16
180	он и	2	16
181	в чем	9	15
182	здесь в	6	15
183	у него	4	15
184	с этим	8	15
185	и сам	3	15
186	не так	3	14
187	что все	7	14
188	говорит о	3	14
189	за пределы	10	14
190	в дальнейшем	2	14
191	сих пор	3	14
192	нас в	2	14
193	в котором	4	14
194	с другими	8	14
195	об его	3	14
196	то ни	4	14
197	только о	2	14
198	до сих	3	14
199	только при	2	13
200	дело в	2	13
201	из этого	2	13
202	в их	2	13
203	бы и	2	13
204	тому что	5	13
205	мы имеем	6	13
206	в области	4	13
207	мы в	3	13
208	ни на	3	13
209	из них	7	13
210	учение о	6	13
211	нисколько не	4	12
212	но именно	2	12
213	каком случае	2	12
214	не будем	3	12
215	в которой	5	12
216	на первый	5	12
217	в другом	4	12
218	с одной	2	12
