N	2gram	Losev_Dial	Literetu
1	а не	39	50
2	и не	50	47
3	не только	35	46
4	и в	34	44
5	может быть	30	43
6	при этом	7	41
7	но и	14	41
8	в том	17	39
9	в этом	14	38
10	том что	18	32
11	в частности	3	30
12	то что	25	29
13	в мире	2	28
14	то же	9	26
15	как и	14	23
16	в то	9	23
17	не в	11	22
18	так и	11	22
19	того что	22	22
20	себя в	3	22
21	не может	29	22
22	я и	2	21
23	же время	5	21
24	в себе	8	20
25	прежде всего	20	19
26	как бы	19	18
27	точки зрения	43	17
28	в его	6	17
29	с другой	5	17
30	сознания в	2	16
31	в этой	3	16
32	в жизни	4	16
33	тем самым	3	15
34	со стороны	5	15
35	не менее	11	15
36	я не	11	15
37	только в	10	15
38	что он	18	14
39	и даже	21	14
40	в своем	7	13
41	как это	8	13
42	с одной	4	13
43	но не	3	13
44	уже не	9	13
45	и его	8	13
46	в данном	6	12
47	в своей	4	12
48	еще не	7	12
49	о том	11	12
50	одной стороны	3	12
51	никогда не	9	11
52	данном случае	3	11
53	это не	13	11
54	отличие от	2	11
55	с его	7	11
56	как в	2	11
57	а в	3	11
58	или иначе	2	11
59	в основе	6	11
60	вместе с	3	11
61	этом отношении	2	10
62	для себя	2	10
63	что в	12	10
64	так или	2	10
65	отнюдь не	16	10
66	в ее	5	10
67	из них	4	10
68	и на	6	10
69	потому что	21	10
70	жизни и	8	10
71	одно из	8	9
72	к тому	4	9
73	же в	2	9
74	связи с	3	9
75	с этой	7	9
76	что я	3	9
77	вплоть до	2	8
78	одна из	4	8
79	в конце	2	8
80	едва ли	2	8
81	быть может	3	8
82	все же	4	8
83	по существу	2	8
84	но в	3	8
85	на себя	3	8
86	не говоря	6	8
87	что не	8	8
88	для него	4	8
89	говоря уже	6	8
90	и я	3	8
91	особого рода	3	8
92	исходит из	2	8
93	и как	13	8
94	субъекта и	5	8
95	а именно	7	8
96	тем что	5	8
97	в своих	3	8
98	той же	6	8
99	с точки	25	8
100	о себе	2	8
101	как раз	11	8
102	из того	2	7
103	в их	2	7
104	друг друга	3	7
