N	2gram	Bakhtin_Fr	KulturaY
1	и в	68	84
2	в том	12	74
3	потому что	3	68
4	не только	21	60
5	точки зрения	8	59
6	в этом	28	57
7	было бы	4	53
8	и не	25	52
9	может быть	10	47
10	том что	6	44
11	того чтобы	6	44
12	что в	14	44
13	для того	5	41
14	в самом	6	41
15	у нас	4	38
16	самом деле	5	37
17	хотя бы	2	37
18	так как	7	36
19	с точки	4	36
20	в области	5	34
21	таким образом	22	33
22	а не	6	33
23	можно было	3	32
24	если бы	3	32
25	не в	2	30
26	прежде всего	23	30
27	в его	21	30
28	все же	6	29
29	того что	3	28
30	не менее	2	28
31	все эти	16	28
32	в языке	2	26
33	уже не	2	26
34	не может	5	25
35	то что	11	25
36	вовсе не	18	25
37	еще не	3	24
38	с другой	8	24
39	так и	8	23
40	то же	14	23
41	только в	9	23
42	с помощью	5	23
43	во всяком	2	20
44	но и	17	20
45	и что	2	20
46	что он	7	19
47	но в	20	19
48	тем что	6	19
49	о том	5	19
50	всяком случае	2	19
51	между тем	3	18
52	связи с	8	18
53	все это	6	18
54	в качестве	2	18
55	в сущности	15	18
56	как бы	7	18
57	и с	15	18
58	вместе с	4	18
59	это не	5	17
60	как раз	8	17
61	что это	4	17
62	другой стороны	5	17
63	в той	7	17
64	слова и	3	17
65	в виду	8	16
66	ничего не	4	16
67	что и	3	16
68	тот же	4	16
69	но не	4	16
70	по отношению	3	15
71	один из	9	15
72	а в	3	15
73	при этом	5	15
74	в данном	5	15
75	лишь в	3	15
76	именно в	5	15
77	не было	7	15
78	как на	3	15
79	в нашем	5	15
80	в них	19	14
81	в связи	7	14
82	хотя и	2	14
83	как мы	18	14
84	сказать что	3	14
85	мы имеем	2	14
86	отношению к	2	14
87	сих пор	6	14
88	также и	6	14
89	и на	16	14
90	в ней	6	14
91	до сих	6	14
92	это и	4	13
93	в этой	15	13
94	там где	6	13
95	и его	26	13
96	той же	9	13
97	для этого	3	12
98	как в	4	12
99	того же	4	12
100	этого слова	3	12
101	еще и	6	11
102	в таких	3	11
103	или иной	2	11
104	в их	6	11
105	в своем	11	11
106	речи и	2	11
107	те же	6	11
108	из этих	2	11
109	в нем	12	11
110	этом отношении	4	11
111	и здесь	5	11
112	и то	2	11
113	слова в	3	11
114	и если	2	11
115	уже в	4	11
116	он не	11	11
117	так же	3	10
118	в то	14	10
119	к этому	6	10
120	со стороны	2	10
121	они не	4	10
122	в общем	2	10
123	как и	17	10
124	вряд ли	3	10
125	с этим	2	10
126	в нашей	2	10
127	в особенности	6	10
128	конечно не	4	10
129	в целом	3	9
130	xix века	5	9
131	здесь не	5	9
132	что все	2	9
133	и для	6	9
134	в своей	11	9
135	можно сказать	2	9
136	рядом с	5	9
137	дает нам	4	9
138	а также	6	9
139	но это	5	9
140	в которой	6	9
141	и вот	4	9
142	ни в	6	9
