N	2gram	Voloshinov	Literetu
1	а не	15	50
2	и не	42	47
3	не только	18	46
4	и в	32	44
5	может быть	50	43
6	при этом	13	41
7	но и	17	41
8	в том	13	39
9	в этом	27	38
10	том что	12	32
11	в частности	2	30
12	то что	12	29
13	в качестве	4	27
14	то же	19	26
15	как и	19	23
16	в то	7	23
17	не в	13	22
18	так и	21	22
19	того что	5	22
20	себя в	2	22
21	не может	40	22
22	же время	7	21
23	в себе	5	20
24	и т.п	17	20
25	прежде всего	19	19
26	как бы	31	18
27	то есть	2	17
28	точки зрения	48	17
29	в его	10	17
30	с другой	6	17
31	в этой	3	16
32	в жизни	2	16
33	со стороны	2	15
34	не менее	5	15
35	в целом	2	15
36	в русской	3	15
37	только в	14	15
38	по отношению	10	14
39	что он	5	14
40	и даже	4	14
41	в своем	3	13
42	как это	2	13
43	с одной	2	13
44	но не	2	13
45	уже не	2	13
46	и его	33	13
47	в данном	8	12
48	в своей	5	12
49	еще не	7	12
50	одним из	4	12
51	отношению к	9	12
52	о том	4	12
53	одной стороны	2	12
54	никогда не	7	11
55	это не	5	11
56	в другом	5	11
57	еще в	2	11
58	отличие от	7	11
59	с его	6	11
60	не столько	5	11
61	как в	5	11
62	в отличие	7	11
63	а в	5	11
64	или иначе	3	11
65	столь же	2	11
66	в основе	10	11
67	вместе с	2	11
68	этом отношении	4	10
69	для себя	4	10
70	в области	3	10
71	что в	5	10
72	так или	2	10
73	отнюдь не	14	10
74	в ее	9	10
75	жизни в	5	10
76	из них	3	10
77	и на	8	10
78	потому что	2	10
79	жизни и	4	10
80	к тому	8	9
81	связи с	22	9
82	в начале	7	9
83	лишь в	17	9
84	с этой	2	9
85	на смену	2	9
86	и т.д	6	9
87	одна из	6	8
88	в конце	5	8
89	ли не	2	8
90	все же	13	8
91	xix века	4	8
92	но в	13	8
93	того же	11	8
94	уже в	3	8
95	что не	4	8
96	для него	18	8
97	исходит из	4	8
98	и как	8	8
99	слова и	8	8
100	тем что	3	8
101	в своих	2	8
102	той же	5	8
103	с точки	31	8
104	как раз	5	8
105	до конца	6	7
106	для всех	2	7
107	в их	5	7
108	не как	5	7
109	друг друга	10	7
110	и тем	4	7
111	и других	3	7
112	другой стороны	7	7
113	и для	15	7
114	по преимуществу	5	7
115	перестает быть	2	7
116	человека в	3	7
117	у нас	4	7
118	именно в	6	7
119	в самом	14	7
120	и с	4	7
121	в одном	2	7
122	он и	2	7
123	в нем	17	7
124	он не	5	7
125	тому же	2	7
126	еще и	2	6
127	его в	7	6
128	в виду	2	6
129	самом деле	18	6
130	одного из	3	6
131	и он	4	6
132	и др	3	6
133	было бы	8	6
134	не было	6	6
135	например в	2	6
136	и то	4	6
137	то в	3	6
138	во всех	13	6
139	в каждом	8	6
140	с ее	2	6
141	как о	2	6
142	далеко не	5	6
143	в ней	5	6
144	том числе	3	6
145	и только	2	6
146	у него	2	6
147	как на	2	6
148	в слове	13	6
149	тем же	4	6
150	этом как	3	5
151	все более	2	5
152	или иной	8	5
153	в литературе	2	5
154	так как	5	5
155	как он	3	5
156	так что	2	5
157	в романе	2	5
158	не знает	4	5
159	более того	7	5
160	к этой	2	5
161	во втором	2	5
162	между тем	8	5
163	что и	5	5
164	себя и	2	5
165	в сущности	17	5
166	в связи	12	5
167	место в	5	5
168	хотя бы	8	5
169	по аналогии	2	5
170	должно быть	4	5
171	мы не	6	5
172	тем не	3	5
173	ни было	15	5
174	не с	2	5
175	но уже	2	5
176	в нашем	4	5
177	и если	2	5
178	и к	3	5
179	к жизни	2	5
180	быть не	2	5
181	не к	3	5
182	однако не	3	5
183	входит в	5	4
184	сознания к	2	4
185	в свою	6	4
186	себе и	2	4
187	нуждается в	4	4
188	не является	11	4
189	для которого	2	4
190	как к	2	4
191	и прежде	4	4
192	от своего	2	4
193	здесь как	2	4
194	к своему	2	4
195	только на	7	4
196	общего с	3	4
197	и все	8	4
198	могли бы	2	4
199	ту же	2	4
200	могут быть	4	4
201	во всей	2	4
202	как мы	26	4
203	во всяком	8	4
204	бы то	11	4
205	мышления и	2	4
206	одной из	5	4
207	но при	3	4
208	нет ничего	4	4
209	за пределы	8	4
210	к этому	10	4
211	сводится к	5	4
212	бы не	2	4
213	и вот	2	4
214	для того	8	4
215	совершенно не	6	4
216	ни к	3	4
217	в пределах	7	4
218	него не	2	4
219	можно сказать	4	4
220	на то	4	4
221	приводит к	3	4
222	в единстве	5	4
223	вовсе не	15	4
224	из этого	2	4
225	и что	2	4
226	то ни	12	4
227	что было	2	4
228	таким образом	29	4
229	и есть	3	4
230	отношения к	2	4
231	на самом	10	3
232	вопрос о	6	3
233	ничего не	9	3
234	в действительности	3	3
235	и потому	7	3
236	бытия в	9	3
237	так же	10	3
238	различие между	5	3
239	но как	3	3
240	по себе	5	3
241	тех пор	2	3
242	одну из	2	3
243	какого бы	4	3
244	в отношении	7	3
245	вот в	2	3
246	нет в	2	3
247	в первом	3	3
248	и иных	3	3
249	но по	2	3
250	в душе	3	3
251	установка на	2	3
252	стороны и	2	3
253	следующим образом	2	3
254	в сознании	2	3
255	они не	2	3
256	той или	5	3
257	что же	5	3
258	там где	4	3
259	же как	2	3
260	того чтобы	9	3
261	числе и	3	3
262	и до	4	3
263	все эти	8	3
264	в знаковом	2	3
265	и тогда	2	3
266	не на	2	3
267	он был	2	3
268	в истории	5	3
269	во время	2	3
270	свою очередь	5	3
271	должна быть	6	3
272	как от	3	3
273	тот же	4	3
274	ее в	2	3
275	на нее	2	3
276	относится к	4	3
277	и от	6	3
278	не становится	3	3
279	можно было	2	3
280	сознания и	6	3
281	в первой	2	3
282	бы и	2	3
283	не так	2	3
284	с их	2	3
285	ориентировано на	2	3
286	мысли и	7	3
287	постановка проблемы	2	3
288	если бы	12	3
289	по которым	2	3
290	превращается в	2	3
291	в этих	2	3
292	отношении к	8	3
293	не могло	3	3
294	в какой	5	3
295	творческий акт	2	3
296	не имеет	6	3
297	и является	4	3
298	целом ряде	2	3
299	в чем	2	3
300	что такое	3	3
301	не есть	6	3
302	из которых	2	3
303	всяком случае	4	3
304	знаковом материале	5	3
305	и того	11	3
306	здесь не	2	3
307	говорить о	2	3
308	не просто	2	3
309	ничего общего	5	3
310	же самое	9	3
311	же и	3	3
312	мира и	2	3
313	основная задача	2	2
314	если б	2	2
315	бы они	2	2
316	и сама	2	2
317	от него	4	2
318	мы были	2	2
319	это будет	2	2
320	в понимании	2	2
321	должен быть	2	2
322	остается в	2	2
323	индивидуального сознания	13	2
324	это и	3	2
325	а как	7	2
326	и всегда	2	2
327	если оно	2	2
328	не остается	2	2
329	у них	2	2
330	и при	3	2
331	быть в	2	2
332	его не	2	2
333	стремится к	2	2
334	всех других	3	2
335	к его	4	2
336	совершается в	5	2
337	так например	2	2
338	для понимания	4	2
339	бы на	2	2
340	тому что	6	2
341	к нему	5	2
342	она не	2	2
343	которой она	2	2
344	искусство и	2	2
345	а только	2	2
346	даже и	2	2
347	пока не	2	2
348	тогда когда	2	2
349	ответ на	3	2
350	оно должно	2	2
351	же касается	2	2
352	в эти	2	2
353	как целого	3	2
354	для них	2	2
355	лишь при	2	2
356	с ними	5	2
357	между двумя	4	2
358	то как	2	2
359	реакция на	2	2
360	и самого	3	2
361	и ее	4	2
362	границу между	3	2
363	и более	6	2
364	этом случае	3	2
365	во внешнем	2	2
366	здесь мы	7	2
367	своей индивидуальности	2	2
368	одно и	3	2
369	сказать что	7	2
370	сознания как	4	2
371	не об	2	2
372	бы в	4	2
373	значительной степени	3	2
374	с другими	6	2
375	в результате	9	2
376	из этих	3	2
377	так сказать	19	2
378	тем более	3	2
379	случае это	2	2
380	этой связи	4	2
381	действительности в	2	2
382	за бортом	2	2
383	во внутренний	2	2
384	в значительной	3	2
385	до тех	2	2
386	им как	2	2
387	значение в	5	2
388	себя самого	2	2
389	превращаясь в	2	2
390	лишь на	6	2
391	пор пока	2	2
392	в становлении	3	2
393	и всякое	4	2
394	в контексте	12	2
395	над языком	3	2
396	на протяжении	2	2
397	в живом	2	2
398	культуры и	2	2
399	чуть ли	2	2
400	нет и	4	2
401	слово как	6	2
402	есть лишь	2	2
403	к более	2	2
404	в котором	6	2
405	слова в	8	2
406	поскольку он	2	2
407	культуры как	2	2
408	как с	2	2
409	в большинстве	7	2
410	этого сознания	2	2
411	на почве	14	2
412	мог бы	2	2
413	определяется не	3	2
414	в той	6	2
415	можно назвать	2	2
416	языка в	17	2
417	данный момент	2	2
418	в таком	8	2
419	нового времени	2	2
420	друг другу	2	2
421	не идет	3	2
422	лишь тогда	2	2
423	эта мысль	2	2
424	жизни но	2	2
425	в совершенно	2	2
426	в работе	3	2
427	на первый	2	2
428	внутреннего мира	2	2
429	как система	11	2
430	на основе	4	2
