N	2gram	Voloshinov	KulturaY
1	и в	42	84
2	в том	3	74
3	потому что	7	68
4	не только	28	60
5	точки зрения	11	59
6	в этом	10	57
7	было бы	7	53
8	и не	14	52
9	может быть	13	47
10	том что	3	44
11	того чтобы	7	44
12	для того	9	41
13	в самом	5	41
14	у нас	4	38
15	самом деле	5	37
16	хотя бы	18	37
17	так как	8	36
18	с точки	5	36
19	в области	6	34
20	таким образом	8	33
21	а не	7	33
22	можно было	4	32
23	если бы	4	32
24	не в	6	30
25	прежде всего	22	30
26	в его	6	30
27	и пр	4	30
28	все же	9	29
29	того что	4	28
30	все эти	3	28
31	в языке	2	26
32	уже не	4	26
33	не может	13	25
34	то что	9	25
35	вовсе не	2	25
36	вопрос о	2	24
37	еще не	3	24
38	так и	7	23
39	то же	16	23
40	только в	7	23
41	с помощью	6	23
42	иными словами	2	22
43	языка в	2	22
44	но и	16	20
45	что он	2	19
46	но в	5	19
47	языка и	4	19
48	зависимости от	7	19
49	тем что	2	19
50	о том	4	19
51	что же	8	19
52	между тем	3	18
53	связи с	3	18
54	все это	4	18
55	в качестве	4	18
56	к тому	4	18
57	с тем	8	18
58	как бы	30	18
59	и с	5	18
60	вместе с	5	18
61	это не	3	17
62	как это	5	17
63	что это	4	17
64	о языке	2	17
65	в той	5	17
66	слова и	5	17
67	в виду	3	16
68	ничего не	8	16
69	в зависимости	7	16
70	что и	3	16
71	тот же	2	16
72	но не	2	16
73	по отношению	2	15
74	и тем	7	15
75	один из	4	15
76	только потому	2	15
77	а в	5	15
78	при этом	9	15
79	должно быть	2	15
80	целый ряд	3	15
81	лишь в	4	15
82	ни к	2	15
83	не было	2	15
84	в нашем	5	15
85	в связи	2	14
86	хотя и	3	14
87	как мы	10	14
88	сказать что	3	14
89	мы имеем	2	14
90	отношению к	2	14
91	сих пор	2	14
92	также и	2	14
93	что такое	4	14
94	если мы	4	14
95	и на	7	14
96	в ней	8	14
97	слово это	2	13
98	в пределах	2	13
99	в этой	6	13
100	в которых	2	13
101	для нас	3	13
102	и его	7	13
103	той же	7	13
104	этот вопрос	2	12
105	для этого	2	12
106	вопроса о	4	12
107	как в	3	12
108	этого слова	3	12
109	ясно что	2	12
110	еще и	2	11
111	или иной	6	11
112	должен быть	2	11
113	в их	2	11
114	речи и	6	11
115	те же	5	11
116	из этих	2	11
117	в нем	6	11
118	этом отношении	2	11
119	совершенно не	3	11
120	и здесь	3	11
121	что язык	5	11
122	и то	5	11
123	слова в	6	11
124	в какой	2	11
125	уже в	5	11
126	он не	2	11
127	в каком	2	10
128	тем самым	8	10
129	так же	4	10
130	в то	9	10
131	к этому	2	10
132	как и	12	10
133	ту же	2	10
134	бы и	2	10
135	вряд ли	3	10
136	того или	5	10
137	с этим	2	10
138	в нашей	2	10
139	бы в	6	10
140	несмотря на	3	10
141	от того	3	10
142	конечно не	3	10
143	не просто	4	10
144	очевидно что	2	9
145	ли не	2	9
146	то мы	3	9
147	в целом	4	9
148	здесь не	2	9
149	и для	3	9
150	в своей	2	9
151	можно сказать	4	9
152	или иного	5	9
153	но это	2	9
154	в которой	7	9
155	и вот	3	9
156	слова как	4	9
157	но для	3	9
158	что мы	11	9
159	на самом	3	8
160	в частности	3	8
161	только тогда	2	8
162	мы видели	5	8
163	в своих	2	8
164	не говоря	2	8
