N	3gram	Potebnia_M	Istorich
1	и т д	6	142
2	с другой стороны	7	46
3	до сих пор	5	30
4	с одной стороны	6	28
5	в том что	18	25
6	не может быть	11	24
7	тем не менее	10	23
8	но все же	2	23
9	не только в	3	19
10	в связи с	2	17
11	мы видели что	2	16
12	после того как	3	15
13	в некоторых случаях	2	14
14	по отношению к	13	14
15	на то что	3	14
16	мы увидим что	3	13
17	в то время	3	13
18	но и в	4	12
19	что иное как	2	11
20	не что иное	2	11
21	как и в	3	10
22	что и в	4	10
23	более или менее	6	9
24	по мере того	6	8
25	на этот вопрос	2	8
26	подобно тому как	7	8
27	мере того как	6	8
28	во всяком случае	7	7
29	то что в	2	7
30	с тем что	4	7
31	смысле этого слова	3	7
32	с самого начала	5	6
33	но тем не	6	6
34	но это не	2	6
35	с этой точки	2	6
36	так как в	2	6
37	мы не можем	2	6
38	на самом деле	2	5
39	для того чтобы	4	5
40	так и в	5	5
41	с точки зрения	3	4
42	и может быть	4	4
43	сами по себе	8	4
44	по себе не	3	4
45	друг на друга	2	4
46	все то что	2	3
47	но и для	2	3
48	бы то ни	2	3
49	а так как	3	3
50	только тогда когда	5	3
51	не только не	2	3
52	не в состоянии	2	3
53	дело в том	3	3
54	в одном из	2	3
55	по его мнению	4	3
56	это не так	2	3
57	таким образом в	3	3
58	не только по	2	3
59	между человеком и	3	3
60	одной стороны и	2	3
61	то же в	2	3
62	к тому что	2	3
63	не в том	6	3
64	и тем самым	2	3
65	само по себе	6	3
66	в том смысле	7	3
67	то и другое	6	2
68	что не только	3	2
69	и то и	2	2
70	в том как	4	2
71	сам по себе	5	2
72	в них не	2	2
73	и в том	3	2
74	уже с самого	2	2
75	но и по	2	2
76	сама по себе	4	2
77	и потому что	2	2
78	друг от друга	3	2
79	можно заметить что	2	2
80	не могут быть	5	2
81	может быть названо	5	2
82	из того что	2	2
83	мысль что и	2	2
84	это было бы	2	2
85	что во всех	2	2
86	быть не может	2	2
87	и т п	4	2
88	только в том	7	2
89	таким образом что	2	2
90	и той же	3	2
91	потому что мы	3	2
92	в таком случае	4	2
93	во многих случаях	2	2
94	может быть только	2	2
95	только потому что	3	2
96	не только для	2	2
97	в одно время	3	2
98	одной и той	3	2
99	в свою очередь	8	2
100	а в том	4	2
