N	2gram	Trubetskoy	Problema
1	и в	26	182
2	то есть	4	165
3	и не	8	152
4	то что	7	144
5	не только	10	104
6	потому что	7	89
7	в этом	15	88
8	может быть	10	82
9	том что	7	81
10	в том	11	81
11	только в	4	73
12	сказать что	2	72
13	но и	9	70
14	в виде	4	69
15	и даже	3	66
16	не менее	3	58
17	о том	6	57
18	так и	6	56
19	тем не	3	56
20	а не	5	56
21	но в	7	55
22	так что	3	52
23	в себе	6	48
24	прежде всего	2	45
25	что в	9	44
26	в его	5	44
27	все эти	6	43
28	не в	2	43
29	таким образом	22	42
30	то же	4	42
31	так как	9	40
32	что мы	2	40
33	что он	4	40
34	и что	4	40
35	не может	4	39
36	в этой	4	39
37	во всяком	6	39
38	как бы	12	39
39	той или	2	38
40	хотя бы	3	37
41	того что	3	37
42	в нем	4	37
43	еще не	2	36
44	точки зрения	13	36
45	и все	2	36
46	в виду	2	34
47	и с	10	34
48	уже не	3	34
49	или иной	2	33
50	в таком	3	33
51	же самое	2	33
52	в то	4	32
53	но не	8	32
54	в своем	3	31
55	в конце	6	31
56	связи с	9	31
57	все это	6	31
58	так же	5	31
59	ясно что	3	30
60	с другой	8	30
61	и для	5	30
62	все же	6	29
63	в связи	3	29
64	можно сказать	3	29
65	и о	3	28
66	а в	4	28
67	и как	3	27
68	и это	2	27
69	ничего общего	2	27
70	по крайней	5	26
71	в результате	3	26
72	вместе с	15	26
73	крайней мере	5	26
74	с точки	6	25
75	и на	2	25
76	мы можем	2	25
77	всяком случае	6	25
78	не имеет	5	24
79	с тем	18	24
80	на то	2	23
81	при этом	3	23
82	конце концов	3	23
83	в качестве	3	23
84	по своему	2	23
85	никогда не	5	22
86	и если	3	22
87	и является	2	22
88	что и	6	22
89	и от	4	22
90	и к	5	22
91	мы должны	6	21
92	а также	2	21
93	в самом	4	21
94	и только	4	21
95	и потому	6	20
96	как о	3	20
97	для того	5	20
98	именно в	2	20
99	несмотря на	6	20
100	в отношении	6	19
101	но если	2	19
102	если бы	3	19
103	если не	2	19
104	он не	4	19
105	уже в	2	19
106	в них	2	19
107	жизни и	2	19
108	того же	6	18
109	того чтобы	5	18
110	в этих	4	18
111	не было	2	18
112	и здесь	2	17
113	во всех	2	17
114	к тому	6	16
115	но все	7	16
116	в одно	2	16
117	далеко не	4	16
118	для этого	2	16
119	точно так	3	16
120	случае не	3	16
121	общего с	2	15
122	что все	4	14
123	людей и	2	14
124	сих пор	5	14
125	в котором	4	14
126	с другими	4	14
127	то ни	2	14
128	до сих	5	14
129	иной раз	2	13
130	в других	3	13
131	из этого	2	13
132	мы имеем	2	13
133	в области	9	13
134	уже давно	2	13
135	из них	7	13
136	учение о	4	13
137	так или	3	12
138	в которой	3	12
139	с одной	7	12
140	в самой	2	12
141	или по	2	12
142	что это	3	12
143	в начале	2	12
144	в смысле	4	12
145	или иначе	3	12
146	оказывается что	3	11
147	только не	2	11
148	тот же	2	11
149	не могут	2	11
150	одной стороны	7	11
151	и у	8	11
152	и тогда	4	11
153	бы то	2	11
154	к нему	7	11
155	свидетельствует о	2	11
156	один из	2	10
157	быть и	2	10
158	отличается от	2	10
159	очень много	2	10
160	в одном	3	10
161	или менее	5	10
162	он в	2	10
163	то или	2	10
164	что оно	4	10
165	представление о	6	10
166	относится к	2	10
167	со всеми	2	10
168	более или	5	10
169	из которых	4	10
170	тогда когда	2	9
171	которые в	2	9
172	то с	3	9
173	только для	2	9
174	и наконец	2	9
175	не вполне	3	9
176	в которых	4	9
177	с ней	3	9
178	о котором	2	9
179	и другие	3	9
180	и по	4	8
181	для него	3	8
182	если в	3	8
183	и нет	3	8
184	только что	2	8
185	с этой	3	8
186	в силу	5	8
187	и особенно	2	8
188	к его	2	8
189	для всех	2	8
190	вплоть до	2	8
191	к сожалению	3	8
192	из этих	10	8
193	и больше	2	8
194	с самого	3	8
195	и при	3	8
196	ни было	2	8
197	конечно не	2	8
198	самого начала	2	7
199	а с	7	7
200	одной из	5	7
201	значительной мере	2	7
202	быть даже	2	7
203	в эпоху	7	7
204	в значительной	3	7
205	или иное	2	7
206	уже с	3	7
207	из себя	2	7
208	его от	2	7
209	же как	3	7
210	на этот	4	7
211	большей частью	3	7
212	тому же	5	7
213	не как	2	6
214	можно только	2	6
215	по своей	2	6
216	когда он	3	6
217	что именно	2	6
218	но с	3	6
219	не всегда	2	6
220	по существу	2	6
221	в общем	8	6
222	но когда	2	6
223	во время	4	6
224	с его	2	6
225	одновременно и	2	6
226	особенно в	2	6
227	перестает быть	2	6
228	этом отношении	2	6
229	не к	2	6
230	и после	2	6
231	как на	8	6
232	отношение к	5	5
233	богов и	5	5
234	но по	3	5
235	из всех	3	5
236	еще только	2	5
237	лишь в	5	5
238	есть как	2	5
239	все что	2	5
240	между тем	2	5
241	ничем не	4	5
242	его не	2	5
243	мы видели	2	5
244	утверждать что	2	5
245	том виде	2	5
246	тех пор	2	5
247	том числе	5	5
248	к этому	3	5
249	не должны	2	5
250	больше чем	2	5
251	самой этой	2	5
252	одним из	2	5
253	у них	3	4
254	при таком	2	4
255	одно из	2	4
256	так например	2	4
257	в эту	2	4
258	к одной	2	4
259	числе и	4	4
260	от человека	2	4
261	требует от	2	4
262	на нее	3	4
263	еще на	2	4
264	с целью	2	4
265	тем и	2	4
266	начиная с	2	4
267	не потому	2	4
268	сознании и	2	4
269	этот путь	2	4
270	этой точки	2	4
271	и вместе	4	4
272	и те	3	4
273	всегда и	3	4
274	в разных	2	4
275	можно назвать	2	4
276	что эти	3	4
277	из него	2	4
278	к ним	3	4
279	к другу	2	4
280	в свою	2	4
281	для каждого	2	4
282	так чтобы	2	4
283	ему в	2	4
284	после его	2	3
285	смотреть на	2	3
286	такое положение	2	3
287	в образе	2	3
288	сравнению с	2	3
289	по сравнению	2	3
290	богами и	4	3
291	ли это	2	3
292	и люди	2	3
293	мысль о	2	3
294	превращается в	2	3
295	и другой	2	3
296	связанные с	7	3
297	представляет собой	3	3
298	них не	2	3
299	боги и	4	3
300	ни один	2	3
301	оно является	2	3
302	может ли	2	3
303	образом в	5	3
304	в россии	2	3
305	от них	2	3
306	всех других	2	3
307	на небе	2	3
308	то ясно	2	3
309	и действительно	2	3
310	но при	2	3
311	должен был	4	3
312	связан с	2	3
313	всех богов	3	3
314	в процессе	2	3
315	и сами	2	3
316	на друга	2	2
317	очень мало	4	2
318	к своим	4	2
319	отличаются от	2	2
320	между этими	2	2
321	в глазах	2	2
322	для этих	2	2
323	по тому	2	2
324	исторического развития	2	2
325	и таким	3	2
326	бы например	2	2
327	за собой	3	2
328	а так	3	2
329	добра и	2	2
330	когда же	2	2
331	вслед за	2	2
332	к которым	2	2
333	что большинство	2	2
334	на все	2	2
335	положение дела	2	2
336	в другое	2	2
337	выхода из	2	2
338	а после	3	2
339	с одним	2	2
340	признать что	2	2
341	некоторые из	2	2
342	образом если	2	2
343	либо в	2	2
344	героев и	2	2
345	отношению к	3	2
346	силы и	2	2
347	друг на	2	2
348	не с	2	2
349	говорили о	2	2
350	и сейчас	2	2
351	они в	2	2
352	ко всему	2	2
