N	2gram	Tiupa_Narr	VeschiIm
1	не есть	3	79
2	и не	20	57
3	не только	32	48
4	то что	11	48
5	не может	10	46
6	и в	19	45
7	и есть	2	40
8	может быть	25	39
9	а не	12	37
10	было бы	4	24
11	в себе	8	23
12	по себе	5	23
13	только в	4	23
14	сказать что	4	22
15	как бы	4	20
16	и ее	2	19
17	что это	3	19
18	но и	23	19
19	все же	7	18
20	в этом	17	18
21	прежде всего	4	17
22	что мы	2	17
23	того что	2	16
24	как раз	2	16
25	в том	18	15
26	как и	7	15
27	в ней	3	15
28	уже не	5	15
29	не в	14	14
30	том что	14	13
31	это и	3	13
32	не будет	3	13
33	и для	2	13
34	то ни	3	13
35	в себя	6	13
36	ничего не	2	12
37	иное как	2	12
38	совершенно не	2	12
39	что в	3	12
40	точки зрения	10	12
41	что они	3	12
42	и как	5	12
43	не что	2	12
44	то же	4	12
45	ни было	3	12
46	еще не	7	12
47	что иное	2	12
48	и даже	3	12
49	о том	6	12
50	и с	4	12
51	бы то	3	12
52	в то	3	11
53	не менее	3	11
54	что не	4	11
55	себя в	5	11
56	тем не	3	11
57	ни в	3	11
58	и только	2	11
59	с ее	3	10
60	это не	2	9
61	со стороны	9	9
62	в своем	2	9
63	она не	2	9
64	хотя бы	4	9
65	в результате	2	9
66	но не	6	9
67	говорить о	2	9
68	и его	5	9
69	его в	2	8
70	и потому	2	8
71	даже не	3	8
72	что он	6	8
73	но в	6	8
74	в ее	3	8
75	себя и	2	8
76	должна быть	2	8
77	можно сказать	5	8
78	мы имеем	2	8
79	отличается от	4	8
80	для него	2	8
81	не с	3	8
82	с другой	8	8
83	отнюдь не	5	8
84	с чем	2	7
85	и тем	4	7
86	из них	3	7
87	самом деле	2	7
88	а в	11	7
89	все эти	2	7
90	в сущности	3	7
91	тем что	3	7
92	оно не	2	7
93	мог бы	3	7
94	никогда не	3	6
95	независимо от	2	6
96	когда мы	2	6
97	и все	2	6
98	так или	2	6
99	а если	2	6
100	в нем	4	6
101	между ними	2	6
102	и до	2	6
103	как мы	3	6
104	одна из	3	6
105	в данном	5	6
106	можно было	2	6
107	или иначе	3	6
108	несмотря на	2	6
109	в той	6	6
110	жизни и	3	6
111	с точки	2	6
112	да и	4	5
113	как к	2	5
114	свою очередь	3	5
115	как это	6	5
116	точка зрения	6	5
117	один из	3	5
118	на себя	3	5
119	в его	9	5
120	и когда	2	5
121	о ней	3	5
122	хотя и	3	5
123	нет и	2	5
124	подобно тому	2	5
125	что у	2	5
126	от всех	2	5
127	в свою	3	5
128	есть всегда	2	5
129	тому как	2	5
130	то или	3	5
131	так же	2	4
132	она может	2	4
133	к себе	5	4
134	в силу	4	4
135	отношение к	2	4
136	что именно	2	4
137	так и	9	4
138	в этой	5	4
139	более или	2	4
140	этой точки	2	4
141	не то	2	4
142	же не	4	4
143	не предполагает	5	4
144	в качестве	21	4
145	не было	2	4
146	в основе	5	4
147	то в	6	4
148	есть в	2	4
149	на него	3	4
150	в особенности	4	4
151	по своей	3	4
152	не существует	3	4
153	или менее	2	4
154	может не	3	4
155	сводится к	3	4
156	говорит о	2	4
157	же время	4	4
158	он не	3	4
159	перед нами	4	3
160	но как	2	3
161	не является	8	3
162	себе не	2	3
163	это все	2	3
164	в частности	14	3
165	а с	3	3
166	по существу	2	3
167	к нему	5	3
168	к тому	7	3
169	без чего	3	3
170	одной стороны	7	3
171	другой стороны	4	3
172	быть может	2	3
173	различие между	2	3
174	если не	4	3
175	же как	3	3
176	тогда как	12	3
177	той или	4	3
178	было в	2	3
179	не все	5	3
180	ту или	2	3
181	тем более	2	3
182	к другой	2	3
183	в собственном	2	3
184	жизни в	3	3
185	как в	7	3
186	с одной	7	3
187	не мог	4	3
188	но все	4	3
189	сами по	2	3
190	у него	4	3
191	не имеет	2	3
192	оно может	2	3
193	или иную	2	3
194	из которых	4	3
195	к другому	2	3
196	однако в	2	3
197	или в	2	3
198	отношения к	2	3
199	имеем дело	2	3
200	не о	3	2
201	данном случае	4	2
202	тем самым	6	2
203	бытия в	3	2
204	о чем	2	2
205	не как	2	2
206	то есть	19	2
207	наряду с	2	2
208	точку зрения	4	2
209	то она	2	2
210	одно из	2	2
211	зрения и	2	2
212	смысла но	2	2
213	уже в	3	2
214	что на	2	2
215	между собой	2	2
216	не столько	4	2
217	том или	2	2
218	нуждается в	5	2
219	при всем	2	2
220	связи с	4	2
221	в связи	2	2
222	не на	2	2
223	в первом	3	2
224	но о	3	2
225	все то	2	2
226	первом случае	2	2
227	а также	7	2
228	истории и	2	2
229	утверждать что	2	2
230	здесь не	4	2
231	его как	2	2
232	не обязательно	3	2
233	переход от	4	2
234	человека в	2	2
235	этом отношении	3	2
236	от одного	2	2
237	одного из	4	2
238	не случайно	2	2
239	далеко не	5	2
240	именно в	6	2
241	зависит от	2	2
242	в последние	2	2
243	когда он	3	2
244	приводит к	2	2
245	и на	3	2
246	и того	2	2
247	он сам	2	2
248	только о	2	2
249	как будто	3	2
250	во втором	4	2
251	с его	6	2
252	основе своей	4	2
