N	2gram	Propp_Isto	Morfolog
1	и т	29	62
2	может быть	19	61
3	т д	25	60
4	и пр	2	45
5	в сказке	57	27
6	таким образом	15	26
7	т е	34	25
8	волшебного средства	2	23
9	могут быть	3	21
10	так как	21	20
11	мы имеем	27	19
12	не может	19	19
13	в этом	19	18
14	в этих	16	17
15	представляет собой	8	17
16	и в	41	17
17	и не	12	16
18	представляют собой	5	16
19	мы видим	14	15
20	этих случаях	18	15
21	перед нами	4	14
22	с этим	3	14
23	эта форма	4	14
24	прежде всего	6	14
25	по существу	5	13
26	при помощи	6	12
27	и др	4	12
28	связи с	3	12
29	видим что	4	12
30	чаще всего	8	11
31	а не	9	11
32	вопрос о	6	10
33	но если	2	10
34	мы увидим	6	10
35	то же	12	10
36	в том	14	10
37	не всегда	6	10
38	то что	12	10
39	так и	8	10
40	что в	21	10
41	что и	13	10
42	в связи	3	10
43	этом случае	4	10
44	все же	14	9
45	но и	20	9
46	с другой	20	9
47	не только	30	8
48	в тех	8	8
49	но не	8	8
50	а в	12	8
51	можно наблюдать	2	8
52	имеем в	8	8
53	мы не	10	8
54	в качестве	5	8
55	как мы	6	8
56	не могут	3	7
57	том что	18	7
58	если в	3	7
59	по отношению	3	7
60	образом мы	4	7
61	тем не	4	7
62	наряду с	2	7
63	трудная задача	3	7
64	не менее	5	7
65	отношению к	3	7
66	как это	6	7
67	а также	2	7
68	и здесь	13	7
69	и этим	7	7
70	нет необходимости	3	7
71	точки зрения	4	7
72	этот случай	16	7
73	один из	7	7
74	потому что	13	7
75	очень часто	3	6
76	это не	14	6
77	сказки и	2	6
78	но это	5	6
79	не все	4	6
80	во всех	8	6
81	и как	3	6
82	или в	11	6
83	во время	7	6
84	и другие	10	6
85	к царевне	2	6
86	в иное	6	6
87	иное царство	8	6
88	о том	15	6
89	в образе	4	6
90	большей частью	2	6
91	в форме	4	6
92	как бы	8	6
93	вовсе не	6	6
94	сказки о	2	6
95	одна из	7	5
96	на коне	4	5
97	ничего не	7	5
98	сказка может	2	5
99	и ее	6	5
100	вслед за	2	5
101	не будем	2	5
102	мы можем	11	5
103	было бы	4	5
104	об этом	7	5
105	со стороны	3	5
106	героя в	3	5
107	что он	29	5
108	начинается с	4	5
109	как в	17	5
110	здесь можно	6	5
111	герой получает	5	5
112	со змеем	7	5
113	то это	7	5
114	далеко не	3	5
115	тому что	2	5
116	к тому	4	5
117	из которых	3	5
118	в целом	2	5
119	видно что	7	5
120	главным образом	3	5
121	другой стороны	17	5
122	в точности	2	5
123	на его	6	5
124	ложный герой	2	5
125	там где	7	5
126	в других	6	5
127	сюда же	2	5
128	все эти	8	5
129	что они	5	5
130	он не	8	5
131	раньше чем	4	5
132	хотя и	3	5
133	ясно что	2	5
134	сказать что	5	4
135	его в	7	4
136	тех же	2	4
137	независимо от	3	4
138	три года	2	4
139	так же	6	4
140	в то	6	4
141	значит что	3	4
142	можно было	3	4
143	в руки	2	4
144	к этому	5	4
145	нами в	2	4
