N	2gram	Vygotskiy_	Russkaja
1	не может	16	22
2	и не	15	19
3	в том	47	17
4	в этом	32	17
5	с другом	6	14
6	и в	37	14
7	друг с	6	14
8	то что	32	13
9	точки зрения	49	11
10	то же	12	11
11	таким образом	39	11
12	в то	7	10
13	но и	23	10
14	же время	2	10
15	не только	29	9
16	том что	42	9
17	может быть	19	9
18	в себе	8	9
19	с точки	34	9
20	во всяком	6	9
21	того чтобы	23	8
22	как на	5	8
23	прежде всего	12	8
24	и с	10	7
25	к тому	10	7
26	о том	14	7
27	в данном	5	7
28	мы должны	11	7
29	и если	4	7
30	отнюдь не	2	7
31	самом деле	8	7
32	с тем	8	6
33	на самом	4	6
34	и для	3	6
35	для всех	8	6
36	в своих	6	6
37	и к	9	6
38	если бы	10	6
39	всяком случае	5	6
40	все это	9	6
41	для того	19	6
42	и при	2	6
43	что он	16	6
44	признать что	3	6
45	в своем	10	6
46	для него	5	6
47	вопрос о	11	5
48	или иной	3	5
49	а в	4	5
50	на то	11	5
51	было бы	12	5
52	хотя бы	7	5
53	из которых	6	5
54	между собой	5	5
55	и на	8	5
56	потому что	11	5
57	при этом	6	5
58	в нем	2	5
59	он должен	4	5
60	в своей	7	5
61	только в	8	5
62	никогда не	8	5
63	и только	2	5
64	он не	11	5
65	сих пор	4	5
66	между тем	10	5
67	во всех	4	5
68	по существу	8	5
69	до сих	4	5
70	и то	3	4
71	что в	25	4
72	но не	6	4
73	к вопросу	4	4
74	все же	6	4
75	к этой	4	4
76	не в	9	4
77	как и	20	4
78	тому чтобы	2	4
79	как бы	16	4
80	все что	4	4
81	можно было	6	4
82	приводит к	8	4
83	так как	11	4
84	тогда когда	8	4
85	что же	3	4
86	и т.д	15	4
87	которой он	2	4
88	жизни и	2	4
89	в его	16	4
90	со стороны	4	4
91	в их	5	4
92	точку зрения	8	4
93	во всем	4	4
94	в этой	13	4
95	в совершенно	5	4
96	себе и	3	4
97	вместе с	14	4
98	от того	7	4
99	одной из	4	3
100	данном случае	5	3
101	то это	2	3
102	том чтобы	6	3
103	для этого	7	3
104	о котором	3	3
105	что все	8	3
106	что это	8	3
107	о которых	4	3
108	вопросу о	2	3
109	но мы	4	3
110	что для	8	3
111	на том	2	3
112	в сознании	2	3
113	именно в	8	3
114	из этих	6	3
115	приходит к	4	3
116	должно быть	4	3
117	всех этих	2	3
118	и потому	3	3
119	что оно	6	3
120	в другом	7	3
121	в значительной	2	3
122	главным образом	2	3
123	в конце	2	3
124	из них	4	3
125	но если	3	3
126	ко всем	3	3
127	в самом	16	3
128	и как	7	3
129	несмотря на	6	3
130	может не	4	3
131	что и	3	3
132	или в	2	3
133	лишь в	9	3
134	он сам	3	3
135	из этого	6	3
136	таким же	4	3
137	говорить о	4	3
138	той или	3	3
139	и по	3	3
140	связи с	7	3
141	в виде	3	3
142	того что	28	3
143	в качестве	12	3
144	что они	5	3
145	друг друга	5	3
146	что может	5	3
147	мы говорили	4	3
148	тем что	7	3
149	а следовательно	2	3
150	что только	2	2
151	в течение	4	2
152	и от	4	2
153	не к	3	2
154	с этим	8	2
155	тем самым	8	2
156	были бы	2	2
157	и те	2	2
158	ее в	3	2
159	для себя	7	2
160	тому что	6	2
161	указывает на	4	2
162	на этой	2	2
163	она не	3	2
164	из всех	3	2
165	только с	2	2
166	но в	9	2
167	ни в	6	2
168	которой она	2	2
169	в котором	6	2
170	ничего другого	2	2
171	остается в	2	2
172	так же	18	2
173	их в	6	2
174	в начале	2	2
175	от друга	4	2
176	сама по	3	2
177	состоит в	4	2
178	в ней	2	2
179	в единое	2	2
180	на эту	2	2
181	уже не	2	2
182	на которой	4	2
183	собой все	3	2
184	этот вопрос	6	2
185	в результате	7	2
186	по отношению	12	2
187	но для	2	2
188	но даже	2	2
189	с самим	2	2
190	если не	3	2
191	естественно что	2	2
192	в силу	8	2
193	и даже	5	2
194	а не	5	2
195	для нас	4	2
196	по этому	4	2
197	представить себе	5	2
198	по себе	9	2
199	мы можем	11	2
200	не можем	3	2
201	нисколько не	2	2
202	целый ряд	6	2
203	точно так	2	2
204	стоит только	5	2
205	речь идет	4	2
206	дела не	2	2
207	к себе	2	2
208	зависит от	2	2
209	в борьбе	2	2
210	в других	2	2
211	и тем	8	2
212	по самому	2	2
213	и является	2	2
214	и вот	3	2
215	и что	11	2
216	что с	6	2
217	все эти	6	2
218	том же	4	2
219	только для	6	2
220	и наконец	3	2
221	а с	8	2
222	самому своему	2	2
223	общественной жизни	3	2
224	является не	2	2
225	в этих	3	2
226	друг от	4	2
227	в частности	8	2
228	факт что	3	2
229	и есть	2	2
230	так что	2	2
231	друг другу	4	2
232	на основании	6	2
233	отношения к	3	2
234	в области	4	2
235	за то	2	2
236	это есть	2	2
237	с ним	3	2
238	у него	2	2
239	мы уже	7	2
240	последнее время	3	2
241	и более	6	2
242	ясно что	2	2
