N	3gram	Losev_Prob	Dialekti
1	и т д	20	75
2	это значит что	8	47
3	с точки зрения	9	46
4	по крайней мере	9	26
5	сама по себе	11	26
6	в том что	17	25
7	не есть ни	4	24
8	ни в каком	8	18
9	не может быть	5	18
10	не что иное	6	18
11	что иное как	6	18
12	само по себе	5	16
13	тем не менее	23	16
14	сам по себе	10	16
15	в то же	10	14
16	т д и	5	14
17	в таком случае	7	14
18	одно и то	4	12
19	ровно ничего не	2	12
20	и то же	5	12
21	о том что	8	12
22	д и т	5	12
23	с другой стороны	11	12
24	на то что	2	11
25	есть не что	6	11
26	есть то что	3	11
27	той или другой	6	10
28	все на свете	2	9
29	иметь в виду	2	9
30	вовсе не есть	12	9
31	имеется в виду	6	9
32	подобно тому как	2	9
33	не есть просто	4	9
34	то или иное	3	9
35	что он есть	2	9
36	содержит в себе	13	9
37	и в этом	6	9
38	это и есть	3	9
39	или по крайней	6	8
40	не значит что	2	8
41	тех или других	3	8
42	не только не	5	8
43	только то что	4	8
44	а не просто	5	8
45	в то время	6	8
46	в этом смысле	5	8
47	то время как	6	8
48	та или иная	4	8
49	той или иной	16	7
50	вовсе не в	2	7
51	можно сказать что	2	7
52	сами по себе	8	7
53	то это значит	3	7
54	и в частности	4	7
55	точно так же	5	7
56	в связи с	9	7
57	в каком случае	5	7
58	так или иначе	2	7
59	и прежде всего	3	6
60	более или менее	2	6
61	для того чтобы	4	6
62	может быть и	3	6
63	то что мы	3	6
64	во всяком случае	8	6
65	в зависимости от	3	6
66	с одной стороны	2	6
67	только потому что	3	6
68	и в то	2	6
69	не имеет никакого	3	6
70	в сравнении с	4	6
71	не имеет ничего	3	5
72	на самом деле	5	5
73	на первый план	3	5
74	и больше ничего	3	5
75	это было бы	2	5
76	в конце концов	4	5
77	ничего общего с	2	5
78	есть прежде всего	3	5
79	имеет ничего общего	3	5
80	ничто не мешает	2	5
81	до сих пор	4	5
82	содержать в себе	2	5
83	тем более не	2	5
84	того или другого	3	5
85	в том смысле	4	5
86	есть символ в	2	5
87	и тем не	6	5
88	по себе и	2	5
89	потому что он	6	5
90	по сравнению с	3	5
91	как раз и	5	4
92	то же самое	17	4
93	да и то	2	4
94	так же как	3	4
95	в данном случае	12	4
96	этой точки зрения	2	4
97	и может быть	2	4
98	но даже и	7	4
99	и ни в	4	4
100	ни в чем	2	4
101	по себе а	3	4
102	то ясно что	2	4
103	не есть нечто	2	4
104	с той или	5	4
105	можно было бы	6	4
106	том смысле что	4	4
107	уже по одному	2	4
108	если иметь в	2	4
109	никакого отношения к	3	4
110	и тем более	4	4
111	равно как и	2	4
112	бы то ни	5	3
113	же как и	4	3
114	и как бы	2	3
115	самом же деле	7	3
116	в чем же	2	3
117	и говорить о	2	3
118	это и значит	2	3
119	что же такое	3	3
120	мы находим в	2	3
121	и есть то	2	3
122	так что в	2	3
123	не просто как	2	3
124	каком случае не	4	3
125	как и в	2	3
126	даже и не	6	3
127	хотя и не	2	3
128	не сама по	2	3
129	что это за	3	3
130	не только в	2	3
131	не было бы	3	3
132	о том как	4	3
133	ту или иную	3	3
134	на самом же	7	3
135	в себе и	2	3
136	когда мы говорим	5	3
137	из которых состоит	2	3
138	несмотря ни на	2	3
139	как будто бы	7	3
140	это вовсе не	5	3
141	того или иного	5	3
142	тех или иных	7	3
143	в той или	7	3
144	что он не	2	2
145	мы не можем	2	2
146	не менее в	3	2
147	несет на себе	3	2
148	бы она ни	2	2
149	и не просто	3	2
150	заключается только в	2	2
151	то же и	2	2
152	несмотря на свою	2	2
153	по себе как	2	2
154	а не что-нибудь	3	2
155	дело не в	4	2
156	мы должны сказать	6	2
157	все же есть	2	2
158	дело вовсе не	2	2
159	в чем не	2	2
160	и не в	2	2
161	мы только что	2	2
162	тот или иной	4	2
163	и вовсе не	6	2
164	теми или другими	2	2
165	но никак не	4	2
166	друг от друга	3	2
167	в чистом виде	3	2
168	потому что они	2	2
169	еще не есть	4	2
170	на первый взгляд	3	2
171	уже не есть	3	2
172	с первого взгляда	3	2
173	хотя бы и	2	2
174	то тем самым	2	2
175	нечего и говорить	2	2
176	что и в	3	2
177	по себе но	2	2
178	потому что мы	2	2
179	дело в том	4	2
180	нет никакой возможности	4	2
181	но также и	2	2
182	это и не	3	2
183	мы имеем дело	2	2
184	а это значит	3	2
185	как и вообще	2	2
186	если его брать	2	2
187	и то что	8	2
188	должны сказать что	5	2
189	они вовсе не	2	2
