N	3gram	Voloshinov	FransuaR
1	в то же	9	55
2	то же время	7	55
3	как мы уже	3	28
4	в этом отношении	2	20
5	но в то	2	20
6	с точки зрения	5	20
7	для того чтобы	7	17
8	о том что	2	17
9	как мы видели	3	16
10	в связи с	2	16
11	но и в	3	15
12	на самом деле	3	13
13	не может быть	2	13
14	в той же	3	13
15	и в то	2	12
16	все то что	2	11
17	можно сказать что	2	11
18	той или иной	4	10
19	в конце концов	3	10
20	не только в	3	10
21	в значительной степени	2	10
22	по отношению к	2	9
23	мы видим что	2	9
24	мы видели что	2	8
25	прежде всего в	4	7
26	в самом деле	2	7
27	с самого начала	4	6
28	и т.п но	2	6
29	но все же	3	6
30	в свою очередь	4	6
31	то же самое	4	5
32	как бы в	3	5
33	одной и той	4	4
34	как мы увидим	2	4
35	связи с этим	2	4
36	и той же	4	4
37	есть не что	2	3
38	вместе с тем	2	3
39	что иное как	2	3
40	и как бы	2	3
41	тех или иных	3	3
42	и т.п и	3	3
43	в разных местах	2	3
44	не что иное	2	3
45	смысле этого слова	2	3
46	не должно быть	2	2
47	и в области	2	2
48	мы не знаем	2	2
49	и тем же	2	2
50	мы будем говорить	2	2
51	и не только	2	2
52	в этом случае	3	2
53	но при этом	2	2
54	и в основе	2	2
55	в так называемой	2	2
56	происходит как бы	2	2
57	мы уже видели	3	2
