N	2gram	Propp_Isto	Problema
1	и в	43	182
2	и не	16	152
3	вовсе не	3	145
4	то что	20	144
5	не есть	3	113
6	не только	28	104
7	потому что	8	89
8	в этом	25	88
9	может быть	22	82
10	том что	12	81
11	в том	13	81
12	не просто	4	80
13	только в	8	73
14	сказать что	5	72
15	но и	24	70
16	в виде	2	69
17	у нас	7	68
18	и даже	4	66
19	по себе	3	64
20	не менее	6	58
21	о том	4	57
22	так и	6	56
23	тем не	6	56
24	а не	13	56
25	но в	15	55
26	так что	8	52
27	ни в	2	51
28	для нас	6	50
29	в себе	2	48
30	при помощи	11	47
31	было бы	5	46
32	в своей	4	45
33	прежде всего	3	45
34	что в	29	44
35	в его	7	44
36	все эти	8	43
37	не в	9	43
38	таким образом	15	42
39	то же	11	42
40	а именно	8	42
41	так как	13	40
42	что мы	5	40
43	и то	4	40
44	что он	17	40
45	и что	6	40
46	не может	8	39
47	в этой	7	39
48	и тем	2	39
49	во всяком	2	39
50	как бы	5	39
51	в данном	7	38
52	хотя бы	3	37
53	того что	8	37
54	в нем	11	37
55	еще не	15	36
56	точки зрения	3	36
57	и все	4	36
58	и т	33	35
59	в виду	2	34
60	и с	10	34
61	указывает на	6	34
62	как и	9	34
63	уже не	11	34
64	т д	30	33
65	в то	2	32
66	здесь не	6	32
67	но не	10	32
68	в своем	2	31
69	связи с	9	31
70	все это	4	31
71	так же	16	31
72	но это	5	31
73	ясно что	2	30
74	с другой	10	30
75	и для	3	30
76	как мы	11	29
77	перед нами	4	29
78	все же	13	29
79	об этом	8	29
80	в связи	5	29
81	можно сказать	3	29
82	данном случае	6	28
83	и о	2	28
84	что же	2	28
85	есть только	4	28
86	мы не	3	28
87	а в	13	28
88	и как	6	27
89	ничего не	12	27
90	и это	5	27
91	хотя и	4	27
92	как будто	2	26
93	вместе с	12	26
94	это не	10	26
95	да и	2	26
96	другой стороны	10	26
97	и его	10	26
98	и на	7	25
99	мы можем	10	25
100	всяком случае	2	25
101	на самом	2	24
102	не имеет	3	24
103	с тем	3	24
104	тут же	4	23
105	на то	4	23
106	содержит в	2	23
107	есть не	2	23
108	при этом	4	23
109	в качестве	4	23
110	то и	7	23
111	никогда не	9	22
112	и если	3	22
113	его в	7	22
114	и есть	3	22
115	только на	2	22
116	нет ничего	3	22
117	что и	17	22
118	можно ли	3	22
119	и от	3	22
120	другими словами	2	22
121	всех этих	3	22
122	и к	4	22
123	мы должны	9	21
124	и ее	3	21
125	а также	5	21
126	и только	6	21
127	и потому	2	20
128	но как	2	20
129	можно было	3	20
130	или в	14	20
131	тем что	8	20
132	но если	2	19
133	как нечто	3	19
134	если бы	7	19
135	то это	5	19
136	если не	2	19
137	он не	11	19
138	в них	6	19
139	как в	6	19
140	жизни и	2	19
141	в этих	18	18
142	не было	2	18
143	в ней	3	18
144	что здесь	8	17
145	мы уже	9	17
146	и здесь	8	17
147	это и	4	17
148	что они	14	17
149	совершенно не	2	17
150	к тому	9	16
151	но все	5	16
152	же в	6	16
153	далеко не	3	16
154	как это	5	16
155	точно так	8	16
156	что она	8	16
157	он и	4	16
158	в чем	4	15
159	здесь в	2	15
160	и более	3	15
161	казалось бы	2	15
162	в частности	6	15
163	у него	4	15
164	что не	3	15
165	с этим	13	15
166	не что	6	14
167	в дальнейшем	8	14
168	иное как	6	14
169	все равно	3	14
170	что иное	6	14
171	сих пор	7	14
172	этом случае	8	14
173	в котором	5	14
174	до сих	7	14
175	в других	6	13
176	мы имеем	24	13
177	уже давно	2	13
178	из них	7	13
179	что этот	4	12
180	не будем	6	12
181	в другом	11	12
182	с одной	2	12
183	и очень	2	12
184	или по	5	12
185	в целом	4	12
186	для них	3	12
187	что это	4	12
188	в начале	2	12
189	на земле	2	12
190	время как	2	12
191	он сам	2	12
192	то время	2	12
193	оказывается что	2	11
194	вообще не	2	11
195	только не	2	11
196	тот же	2	11
197	в таких	3	11
198	одной стороны	2	11
199	и у	6	11
200	по этому	2	11
201	и их	4	11
202	к нему	12	11
203	что его	2	11
204	не имеют	2	10
205	не то	2	10
206	все еще	7	10
207	один из	7	10
208	быть и	3	10
209	все время	2	10
210	очень много	3	10
211	что у	4	10
212	в одном	9	10
213	он в	3	10
214	представление о	3	10
215	мы читаем	2	10
216	относится к	3	10
217	на том	3	10
218	однако это	4	10
219	но он	8	10
220	вопрос о	4	9
221	хотелось бы	2	9
222	здесь мы	6	9
223	только тогда	2	9
224	она не	4	9
225	между прочим	4	9
226	в тех	3	9
227	имеется в	3	9
228	не вполне	7	9
229	с собой	4	9
230	их в	6	9
231	но эта	2	9
232	однако не	2	9
233	в которых	7	9
234	того как	3	9
235	с ней	6	9
236	на небо	6	9
237	и другие	6	9
