N	3gram	Bakhtin_Pr	formyVre
1	то же время	8	21
2	в то же	8	18
3	как мы уже	5	15
4	с точки зрения	13	15
5	друг с другом	6	13
6	но и в	2	12
7	до сих пор	8	10
8	и в то	3	10
9	мы уже говорили	3	9
10	и прежде всего	5	8
11	к себе самому	6	8
12	в том числе	15	8
13	в большинстве случаев	9	8
14	человека и его	3	8
15	не может быть	8	7
16	друг от друга	2	6
17	мы уже сказали	2	6
18	а также и	3	6
19	мы еще вернемся	4	6
20	имеем в виду	3	6
21	в том что	6	5
22	том числе и	13	5
23	мы имеем в	3	5
24	в широком смысле	2	5
25	как и в	4	5
26	в конце романа	2	5
27	то есть в	5	5
28	той или иной	2	5
29	времени и пространства	2	5
30	в нем нет	3	4
31	с самим собою	6	4
32	в последующие эпохи	2	4
33	может быть и	2	4
34	в средние века	11	4
35	и во всех	3	4
36	с другой стороны	3	4
37	по отношению к	5	4
38	все то что	2	3
39	в зависимости от	3	3
40	а следовательно и	2	3
41	о том что	3	3
42	так и в	2	3
43	но в то	3	3
44	сих пор еще	2	3
45	в эпоху возрождения	6	3
46	на касательной к	2	3
47	еще вернемся в	2	3
48	с самого начала	4	3
49	в царстве мертвых	2	3
50	и в сущности	2	3
51	средние века и	3	3
52	по сравнению с	6	3
53	как мы сказали	4	2
54	мы находим в	3	2
55	не касаемся здесь	2	2
56	слова то есть	2	2
57	в строгом смысле	2	2
58	можно сказать что	6	2
59	в подходе к	2	2
60	со смертью и	2	2
61	по своей природе	3	2
62	каждом из них	2	2
63	и др в	3	2
64	дело в том	3	2
65	и до сих	2	2
66	влияние на литературу	2	2
67	под углом зрения	3	2
68	в соответствии с	2	2
69	в этом романе	2	2
70	в последующем развитии	2	2
71	новое отношение к	3	2
72	он не знает	2	2
73	жизни и смерти	2	2
74	и в дальнейшем	2	2
75	и в их	2	2
76	почти вовсе не	2	2
77	таким образом и	2	2
