N	2gram	Bakhtin_Pr	UchenyiS
1	и в	38	14
2	формальный метод	3	11
3	не только	9	10
4	а не	5	10
5	и не	42	8
6	прежде всего	13	8
7	то что	8	7
8	не может	27	7
9	в этом	15	7
10	эстетического объекта	37	6
11	в искусстве	12	6
12	может быть	26	6
13	перестает быть	4	5
14	и только	4	5
15	то же	5	5
16	художественного творчества	12	5
17	хотя бы	4	5
18	все это	3	5
19	в художественном	20	5
20	художественное произведение	8	5
21	в конечном	4	4
22	но и	9	4
23	конечном счете	4	4
24	с другой	7	4
25	в россии	2	4
26	в их	10	4
27	конечно не	5	4
28	у нас	2	3
29	в частности	2	3
30	не следует	2	3
31	это не	5	3
32	как такового	3	3
33	в своей	7	3
34	все же	6	3
35	как и	7	3
36	в то	4	3
37	но в	4	3
38	этой области	2	3
39	же время	3	3
40	или точнее	2	3
41	ни было	3	3
42	было бы	8	3
43	в области	11	3
44	бы то	3	3
45	то ни	3	3
46	другой стороны	4	3
47	в самом	7	2
48	в себе	4	2
49	и у	2	2
50	материала и	2	2
51	форму и	2	2
52	материал как	2	2
53	же самое	2	2
54	что он	2	2
55	таким образом	10	2
56	художественной формы	9	2
57	формы и	5	2
58	но не	12	2
59	и для	11	2
60	если бы	3	2
61	их и	2	2
62	противном случае	3	2
63	не все	2	2
64	между тем	7	2
65	самом деле	6	2
66	только в	13	2
67	этом смысле	3	2
68	художественном творчестве	10	2
69	не есть	6	2
70	ничего не	6	2
71	и с	17	2
72	но конечно	4	2
73	что и	2	2
74	искусства как	2	2
75	материальной эстетики	11	2
76	вопроса о	3	2
77	могут быть	5	2
78	на первый	2	2
79	не могут	2	2
80	тем что	2	2
81	том что	3	2
82	а как	3	2
83	в его	43	2
84	все они	5	2
85	в том	8	2
86	что все	2	2
87	этом отношении	2	2
88	как таковой	2	2
89	художественного произведения	11	2
90	с его	2	2
91	для поэзии	4	2
92	должна быть	4	2
93	представляется нам	2	2
94	но это	3	2
95	по существу	2	2
96	в противном	3	2
97	не в	7	2
98	художественных произведений	2	2
99	словесного творчества	2	2
100	в некоторых	2	2
101	художественном произведении	5	2
