N	2gram	Trubetskoy	Freidism
1	и не	9	34
2	таким образом	34	34
3	точки зрения	14	31
4	не может	18	30
5	может быть	17	28
6	и в	24	28
7	в этом	13	28
8	прежде всего	3	26
9	в его	5	25
10	и его	2	22
11	мы можем	6	20
12	как бы	10	19
13	как мы	3	18
14	то что	18	17
15	вовсе не	2	16
16	так как	7	15
17	с точки	8	15
18	все эти	19	15
19	самом деле	12	14
20	так и	10	14
21	с ним	6	14
22	во всех	10	13
23	и все	9	13
24	но в	5	13
25	как и	10	13
26	по отношению	11	13
27	точку зрения	2	12
28	и потому	3	12
29	том что	20	12
30	то же	4	12
31	что он	7	12
32	мы видели	2	12
33	в самом	8	12
34	и наконец	3	12
35	для него	2	12
36	все это	13	12
37	его в	5	11
38	отношению к	11	11
39	мы знаем	10	11
40	только в	6	11
41	никогда не	4	10
42	и с	5	10
43	не только	10	10
44	но и	11	10
45	не в	9	10
46	он не	4	10
47	в том	31	10
48	мы уже	4	10
49	все что	10	10
50	что же	2	10
51	тот же	3	10
52	конечно не	3	10
53	мы должны	4	9
54	к этому	5	9
55	те же	2	9
56	совершенно не	4	9
57	к нему	2	9
58	и на	6	9
59	во всяком	2	9
60	все же	15	8
61	с этим	12	8
62	было бы	3	8
63	еще не	6	8
64	а в	3	8
65	знаем что	8	8
66	в ней	3	8
67	на этом	2	8
68	всяком случае	2	8
69	при этом	9	8
70	не могут	4	7
71	в жизни	3	7
72	в то	6	7
73	в себе	5	7
74	что в	9	7
75	и ее	2	7
76	хотя бы	4	7
77	и для	6	7
78	отношение к	4	7
79	быть и	5	7
80	того что	7	7
81	и у	4	7
82	но не	3	7
83	что все	5	7
84	в нем	3	7
85	если мы	4	7
86	и к	5	7
87	из них	5	7
88	жизни и	2	7
89	в этой	7	7
90	одно из	3	6
91	на самом	7	6
92	для этого	7	6
93	в высшей	2	6
94	в психике	7	6
95	из этих	8	6
96	всех этих	4	6
97	не менее	7	6
98	для того	8	6
99	в таком	4	6
100	и только	2	6
101	если он	2	6
102	которой мы	2	6
103	она не	2	6
104	к тому	8	6
105	в свою	2	6
106	и что	9	6
107	высшей степени	2	6
108	же время	2	6
109	в основе	2	6
110	что это	5	5
111	тех же	2	5
112	что она	2	5
113	в которой	5	5
114	и по	3	5
115	другими словами	2	5
116	от того	3	5
117	потому и	2	5
118	на первый	2	5
119	и те	2	5
120	между ними	2	5
121	в этих	3	5
122	не знает	2	5
123	что и	7	5
124	тому что	2	5
125	в общем	6	5
126	далеко не	5	5
127	в своих	2	5
128	только то	2	5
129	это не	3	5
130	той же	2	5
131	в процессе	2	5
132	отнюдь не	2	5
133	того чтобы	8	5
134	не было	2	5
135	с ними	2	5
136	и до	3	5
137	говорить о	2	5
138	заключается в	3	5
139	в себя	2	5
140	вместе с	7	5
141	данном случае	3	4
142	одна из	2	4
143	и вообще	3	4
144	с которыми	2	4
145	так же	8	4
146	в области	4	4
147	этот процесс	2	4
148	с ее	2	4
149	в другом	2	4
150	тем не	4	4
151	на него	2	4
152	если бы	8	4
153	теперь мы	2	4
154	и может	3	4
155	в виду	2	4
156	в психологии	4	4
157	ничего общего	3	4
158	этой области	4	4
159	свою очередь	2	4
160	и истории	5	4
161	у него	5	4
162	между собой	4	4
163	в своем	12	4
164	борьбы с	2	4
165	по своему	5	4
166	в котором	2	4
167	потому что	9	4
168	именно в	5	4
169	а потому	5	4
170	этот вопрос	2	4
171	что оно	3	4
172	в целом	5	4
173	зависимости от	2	4
174	должны быть	3	4
175	мы и	2	4
176	себя и	2	4
177	то ни	4	4
178	в истории	3	4
179	в данном	3	4
180	я не	2	4
181	сводится к	2	4
182	конечно в	2	3
183	и то	4	3
184	и от	5	3
185	все то	2	3
186	психологии в	2	3
187	о них	2	3
188	в сознании	7	3
189	независимо от	2	3
190	в результате	9	3
191	тем же	2	3
192	как не	2	3
193	этих двух	2	3
194	не без	2	3
195	сил и	2	3
196	на все	5	3
197	ни один	4	3
198	одним из	4	3
199	и при	6	3
200	у нас	3	3
201	такой же	2	3
202	одной и	2	3
203	как на	6	3
204	сих пор	15	3
205	не так	4	3
206	на этой	3	3
207	о том	7	3
208	они не	2	3
209	в совершенно	3	3
210	если это	2	3
211	того же	9	3
212	на почве	3	3
213	все его	2	3
214	освободиться от	3	3
215	и социальной	2	3
216	их в	2	3
217	но для	2	3
218	разобраться в	2	3
219	же касается	2	3
220	что мы	4	3
221	в них	2	3
222	только не	2	3
223	можно ли	2	3
224	сейчас же	3	3
225	между двумя	5	3
226	из него	2	3
227	а следовательно	2	3
228	и сам	2	3
229	есть только	2	3
230	во всей	2	3
231	в нашем	3	3
232	о которой	2	3
233	до сих	15	3
234	во втором	2	3
235	между тем	12	3
236	бы то	3	3
237	в одну	4	2
238	для самого	2	2
239	самого себя	4	2
240	вопрос о	3	2
241	нет в	2	2
242	следовательно и	2	2
243	в культурном	3	2
244	о которых	7	2
245	то в	2	2
246	из того	4	2
247	что как	4	2
248	из этой	2	2
249	в состоянии	5	2
250	должно быть	5	2
251	и поэтому	2	2
252	бы в	3	2
253	за ними	3	2
254	отличается от	6	2
255	в конце	4	2
256	как к	5	2
257	для себя	2	2
258	друг друга	2	2
259	должен быть	2	2
260	конце концов	4	2
261	но так	2	2
262	что такой	2	2
263	при помощи	3	2
264	все они	6	2
265	он должен	2	2
266	в их	4	2
267	ни было	3	2
268	ничем не	5	2
269	современной европейской	2	2
270	для нас	3	2
271	между собою	5	2
272	в течение	4	2
273	доказать что	2	2
274	отличие от	3	2
275	мы говорили	8	2
276	в такой	4	2
277	с одной	3	2
278	работы и	2	2
279	должна быть	6	2
280	а с	4	2
281	при таких	2	2
282	образом в	3	2
283	очень много	3	2
284	в мире	6	2
285	или вовсе	2	2
286	и так	2	2
287	в эту	2	2
288	не имеет	2	2
289	также и	2	2
290	не есть	4	2
291	же что	2	2
292	к которой	3	2
293	с другой	6	2
294	к психологии	2	2
295	только при	2	2
296	даже если	3	2
297	социальной жизни	4	2
298	но все	5	2
299	одной стороны	2	2
300	тогда когда	3	2
301	из которых	4	2
302	и их	5	2
303	но как	2	2
304	не то	3	2
305	которых мы	4	2
306	ко всему	2	2
307	но если	2	2
308	всех других	2	2
309	же как	3	2
310	слагается из	3	2
311	но вместе	2	2
312	из этого	7	2
313	и уже	2	2
314	на более	2	2
315	что с	6	2
316	эта часть	2	2
317	каждого человека	2	2
318	не следует	2	2
319	это есть	4	2
320	в дальнейшем	4	2
321	совершенно иной	2	2
322	если же	3	2
323	как для	3	2
324	что при	7	2
325	что таким	3	2
326	еще больше	3	2
327	ясно что	8	2
