N	2gram	Bakhtin_Fr	Tvorches
1	и в	73	56
2	как бы	15	41
3	в его	18	37
4	в романе	10	34
5	в то	14	30
6	то же	16	25
7	не только	11	24
8	но в	12	24
9	в году	12	24
10	же время	12	24
11	то есть	36	23
12	и его	18	23
13	и не	13	23
14	а в	10	23
15	как и	19	23
16	в этом	21	22
17	в том	13	21
18	что в	14	21
19	том что	8	19
20	он не	4	19
21	может быть	5	19
22	потому что	9	19
23	у него	13	18
24	то что	12	18
25	что он	8	17
26	все это	19	17
27	и на	12	17
28	таким образом	34	17
29	никогда не	6	16
30	прежде всего	18	16
31	как в	9	16
32	при этом	5	16
33	не может	4	16
34	но и	15	16
35	xix века	2	15
36	в этой	18	15
37	с его	5	15
38	но это	3	15
39	в мире	3	15
40	и с	17	15
41	это не	7	14
42	и даже	4	14
43	времени в	2	13
44	о том	13	13
45	а не	2	13
46	тем самым	3	12
47	в котором	4	12
48	все же	2	11
49	в своей	4	11
50	для него	7	11
51	в конце	9	10
52	не в	12	10
53	в основном	2	10
54	так и	13	10
55	уже в	9	10
56	представление о	3	10
57	в самом	9	10
58	он сам	4	10
59	только в	7	10
60	в свою	3	9
61	в нем	18	9
62	один из	5	9
63	и от	10	9
64	человека в	3	9
65	в изображении	4	9
66	даже в	4	8
67	так же	11	8
68	в себе	16	8
69	человека и	3	8
70	в духе	4	8
71	в их	5	8
72	одной из	5	8
73	это уже	3	8
74	так как	9	8
75	вовсе не	11	8
76	в лице	2	8
77	к этому	5	8
78	об этом	2	8
79	еще не	3	8
80	одним из	3	8
81	именно в	4	8
82	хотя и	5	8
83	вместе с	9	8
84	влияние на	5	7
85	самом деле	4	7
86	своего рода	3	7
87	в чем	3	7
88	например в	8	7
89	в дальнейшем	3	7
90	и он	4	7
91	в которой	3	7
92	в этих	6	7
93	уже не	2	7
94	и сам	2	7
95	в книге	2	6
96	его в	3	6
97	героя в	2	6
98	так что	2	6
99	и все	19	6
100	место в	4	6
101	все эти	24	6
102	и ее	2	6
103	одна из	7	6
104	и как	5	6
105	еще более	4	6
106	с ним	6	6
107	начиная с	3	5
108	ничего не	4	5
109	из всех	2	5
110	до конца	5	5
111	в одной	5	5
112	по отношению	3	5
113	и у	7	5
114	но эта	2	5
115	и других	3	5
116	как он	4	5
117	в виде	2	5
118	в образе	6	5
119	в своем	13	5
120	в них	14	5
121	и это	6	5
122	всего романа	2	5
123	что и	6	5
124	отметить что	2	5
125	в ее	6	5
126	в ту	3	5
127	мы не	2	5
128	и по	4	5
129	что они	2	5
130	в истории	3	5
131	во всей	2	5
132	тот же	3	5
133	что это	9	5
134	все время	4	5
135	с этим	4	5
136	в первой	4	5
137	дело не	2	5
138	мысли и	3	5
139	на него	2	5
140	та же	7	5
141	между тем	2	5
142	и другие	3	5
143	как у	3	5
144	отношению к	3	5
145	в литературе	5	5
146	что у	3	5
147	с другой	3	5
148	из них	6	5
149	я не	3	5
150	не было	4	5
151	но с	3	5
152	перед нами	5	4
153	в область	3	4
154	в плане	7	4
155	и потому	6	4
156	сливается с	2	4
157	в человеке	2	4
158	и через	2	4
159	не был	2	4
160	роль в	4	4
161	только на	2	4
162	в частности	2	4
163	как это	2	4
164	не знает	4	4
165	того что	5	4
166	что все	3	4
167	к нему	7	4
168	но только	2	4
169	он говорит	2	4
170	точки зрения	6	4
171	ту же	3	4
172	сих пор	3	4
173	на землю	2	4
174	с ними	4	4
175	мы видим	13	4
176	в основе	3	4
177	говорит о	2	4
178	и когда	3	4
179	но эти	2	4
180	так сказать	5	4
181	дело в	2	4
182	особенно в	2	4
183	себя в	3	4
184	говорит что	2	4
185	превращается в	2	4
186	тем что	8	4
187	на земле	5	4
188	него в	2	4
189	и наконец	6	4
190	и есть	3	4
191	но без	2	4
192	с этой	4	4
193	времени и	2	4
194	такой же	3	4
195	что его	2	4
196	с самого	2	4
197	легенда о	2	4
198	не мог	2	4
199	связан с	3	4
200	далеко не	2	4
