N	2gram	Vygotskiy_	Vvedenie
1	и т	19	45
2	т д	6	39
3	в том	46	38
4	в этом	37	35
5	и в	65	35
6	том что	28	30
7	может быть	33	30
8	не только	16	26
9	для того	18	23
10	того чтобы	21	22
11	таким образом	21	21
12	не может	17	19
13	то что	61	19
14	потому что	26	18
15	со стороны	4	16
16	о том	17	16
17	только в	9	16
18	так как	13	15
19	в общем	4	14
20	представляет собой	3	14
21	и не	20	13
22	что в	36	13
23	в самом	41	13
24	в нем	8	13
25	в их	3	12
26	того что	9	12
27	что такое	2	12
28	точки зрения	19	12
29	в его	11	12
30	как на	9	12
31	в данном	5	11
32	то же	17	11
33	по себе	5	11
34	в ее	9	11
35	как мы	12	11
36	ясно что	11	11
37	не в	12	10
38	прежде всего	2	10
39	но в	5	10
40	в той	8	10
41	между тем	10	10
42	из этих	6	9
43	и как	10	9
44	все же	10	9
45	представляют собой	3	9
46	смысле этого	5	9
47	но не	3	9
48	дело с	5	9
49	в истории	3	9
50	это не	7	8
51	можно было	7	8
52	о котором	5	8
53	с другой	8	8
54	именно в	3	8
55	в качестве	2	8
56	и то	10	7
57	самом деле	33	7
58	сих пор	6	7
59	как и	12	7
60	как бы	29	7
61	этот вопрос	5	7
62	представить себе	2	7
63	но и	6	7
64	только как	2	7
65	было бы	22	7
66	до сих	7	7
67	сказать что	14	6
68	его в	5	6
69	не могут	2	6
70	том чтобы	2	6
71	хотя бы	3	6
72	об этом	4	6
73	и даже	4	6
74	но если	6	6
75	тем что	7	6
76	как он	2	6
77	в какой	8	6
78	так например	5	6
79	на этот	2	6
80	с тем	14	6
81	и это	13	6
82	а в	9	6
83	уже не	2	6
84	в которых	9	6
85	в то	5	6
86	один из	7	6
87	и что	29	6
88	и его	8	6
89	все это	12	6
90	нельзя не	2	6
91	вовсе не	11	6
92	вместе с	10	6
93	данном случае	5	5
94	независимо от	2	5
95	дело не	3	5
96	имеет дело	2	5
97	в виду	6	5
98	и тем	4	5
99	одним из	2	5
100	с этой	5	5
101	что он	23	5
102	так что	10	5
103	т п	7	5
104	на основании	2	5
105	в течение	5	5
106	что не	5	5
107	по своему	6	5
108	одно из	4	5
109	от этого	4	5
110	как это	13	5
111	есть не	2	5
112	при том	2	5
113	другой стороны	5	5
114	в них	4	5
115	в целом	8	5
116	всяком случае	6	5
117	внимание на	4	5
118	что и	7	5
119	говорить о	3	5
120	не просто	7	5
121	а не	11	5
122	в первом	3	5
123	но с	2	5
124	во всяком	6	5
125	еще и	2	4
126	все более	4	4
127	должен был	4	4
128	в результате	3	4
129	мы имеем	2	4
130	одной стороны	6	4
131	и ее	4	4
132	только что	10	4
133	должен быть	4	4
134	из двух	4	4
135	это только	4	4
136	еще не	3	4
137	в чем	3	4
138	с одной	7	4
139	заключается в	13	4
140	к тому	18	4
141	но все	2	4
142	и для	4	4
143	не имеет	8	4
144	в котором	7	4
145	в виде	5	4
146	тогда когда	2	4
147	в одном	9	4
148	из них	10	4
149	или иначе	2	4
150	в прямом	2	4
151	видит в	3	4
152	в себе	9	4
153	как она	8	4
154	с точки	11	4
155	в своей	6	4
156	как раз	14	4
157	прямом смысле	2	4
158	можно сказать	2	4
159	той же	6	4
160	однако не	3	4
161	никогда не	9	3
162	до конца	5	3
163	в каком	8	3
164	одна из	6	3
165	что это	19	3
166	в своем	8	3
167	и той	4	3
168	с этим	11	3
169	с историей	2	3
170	одновременно и	3	3
171	так же	12	3
172	нисколько не	3	3
173	бы и	2	3
174	для этого	9	3
175	что она	34	3
176	к этому	5	3
177	в другом	6	3
178	в конце	5	3
179	отношение к	2	3
180	и здесь	9	3
181	или же	2	3
182	если бы	22	3
183	исследования и	3	3
184	при помощи	7	3
185	так называемой	4	3
186	в сущности	16	3
187	и вот	6	3
188	в этих	3	3
189	в силу	2	3
190	только на	3	3
191	в частности	3	3
192	себе что	2	3
193	как в	8	3
194	или как	2	3
195	том виде	2	3
196	что даже	2	3
197	всего того	3	3
198	не с	2	3
199	мы видели	7	3
200	со всей	3	3
201	к нему	2	3
202	и на	7	3
203	гораздо более	2	3
204	того же	4	3
205	может служить	8	3
206	зависит от	2	3
207	именно как	3	3
208	в ней	23	3
209	в конечном	2	3
210	и к	5	3
211	на этом	6	3
212	из которых	6	3
213	то это	5	3
214	но что	3	3
215	что же	3	3
216	совсем не	3	3
217	спросить себя	2	3
218	здесь не	3	3
219	же как	3	3
220	говорит о	6	3
221	при этом	10	3
222	и уже	5	3
223	что с	4	3
224	наряду с	4	3
225	все эти	7	3
226	связи с	2	3
227	и есть	3	3
228	как будто	13	3
229	не следует	3	3
230	же самое	14	3
231	в этой	20	3
232	и других	5	3
233	того как	4	3
234	одно и	4	2
235	что чем	3	2
236	самое что	2	2
237	находятся в	2	2
238	с которыми	2	2
239	ничего не	4	2
240	о которых	10	2
241	у нас	4	2
242	иметь дело	3	2
243	это понятие	2	2
244	его к	2	2
245	мы должны	3	2
246	во всех	4	2
247	и до	4	2
248	с конца	2	2
249	время в	5	2
250	к самой	2	2
251	не совпадает	2	2
252	не до	2	2
253	все время	36	2
254	но как	3	2
255	лежит в	4	2
256	для нее	2	2
257	тем более	2	2
258	это в	3	2
259	еще раз	3	2
260	есть только	3	2
261	в известных	2	2
262	этой точки	2	2
263	каждый из	3	2
264	бы в	3	2
265	само собой	3	2
266	которые не	2	2
267	мысли и	2	2
268	что здесь	2	2
269	что оно	5	2
270	не могли	5	2
271	чтобы он	3	2
272	применительно к	2	2
273	что именно	3	2
274	и те	2	2
275	это делает	2	2
276	казалось бы	7	2
277	а с	4	2
278	одного и	2	2
279	свою очередь	3	2
280	что если	6	2
281	у них	2	2
282	слова как	3	2
283	и другие	3	2
284	после этого	5	2
285	когда мы	5	2
286	и чем	3	2
287	так и	3	2
288	том смысле	2	2
289	к своему	2	2
290	одной и	4	2
291	от других	2	2
292	две части	3	2
293	увидим что	11	2
294	следует что	2	2
295	она была	5	2
296	надо было	3	2
297	имеют дело	2	2
298	и так	4	2
299	говорит он	3	2
300	тому что	10	2
301	когда под	2	2
302	своему значению	2	2
303	на то	25	2
304	на тему	4	2
305	могло бы	4	2
306	и сейчас	2	2
307	состоит в	4	2
308	в своих	6	2
309	уже знаем	2	2
310	нам не	2	2
311	и без	2	2
312	будто бы	3	2
313	в свою	6	2
314	и с	4	2
315	к действительности	3	2
316	исторической действительности	2	2
317	но это	6	2
318	от действительности	4	2
319	в основу	2	2
320	что мы	6	2
321	от которых	2	2
322	и совершенно	9	2
323	мы можем	12	2
324	точно так	3	2
325	речь идет	7	2
326	несмотря на	7	2
327	жизни и	6	2
328	с теми	4	2
329	не было	4	2
330	бы ее	2	2
331	сам по	2	2
332	только после	4	2
333	из него	4	2
334	следует понимать	3	2
335	мы не	7	2
336	в тех	5	2
337	не иначе	2	2
338	по его	3	2
339	факт что	3	2
340	что они	9	2
341	стоит в	2	2
342	это есть	3	2
343	как только	4	2
344	именно на	3	2
345	должна быть	5	2
346	не мог	4	2
347	например в	5	2
348	во всем	2	2
349	этого слова	5	2
350	если же	3	2
351	не к	5	2
352	убеждаемся что	2	2
353	по существу	4	2
354	мы уже	12	2
