N	2gram	Bakhtin_Pr	Tvorches
1	и в	38	56
2	как бы	22	41
3	в его	43	37
4	в романе	4	34
5	в то	4	30
6	то же	5	25
7	не только	9	24
8	но в	4	24
9	же время	3	24
10	то есть	46	23
11	и его	16	23
12	и не	42	23
13	а в	6	23
14	как и	7	23
15	и т	14	22
16	в этом	15	22
17	в том	8	21
18	что в	7	21
19	том что	3	19
20	он не	3	19
21	может быть	26	19
22	то что	8	18
23	что он	2	17
24	все это	3	17
25	и на	3	17
26	таким образом	10	17
27	никогда не	5	16
28	прежде всего	13	16
29	как в	4	16
30	при этом	5	16
31	не может	27	16
32	но и	9	16
33	с его	2	15
34	но это	3	15
35	в мире	3	15
36	и с	17	15
37	это не	5	14
38	и даже	3	14
39	о том	4	13
40	а не	5	13
41	тем самым	4	12
42	в целом	3	12
43	в котором	2	12
44	все же	6	11
45	в своей	7	11
46	отнюдь не	19	11
47	не в	7	10
48	так и	5	10
49	но не	12	10
50	в самом	7	10
51	только в	13	10
52	в свою	2	9
53	в нем	15	9
54	и от	3	9
55	человека в	2	9
56	в своих	2	9
57	в себе	4	8
58	в их	10	8
59	одной из	3	8
60	не менее	4	8
61	ивана карамазова	2	8
62	вовсе не	2	8
63	к этому	2	8
64	еще не	7	8
65	хотя и	3	8
66	самом деле	6	7
67	в чем	2	7
68	например в	3	7
69	в дальнейшем	3	7
70	и он	2	7
71	в этих	2	7
72	его в	9	6
73	приводит к	3	6
74	и все	3	6
75	место в	8	6
76	все эти	5	6
77	и ее	2	6
78	одна из	2	6
79	хотя бы	4	6
80	конечном счете	4	6
81	и как	8	6
82	если бы	3	6
83	в конечном	4	6
84	с ним	5	6
85	бы не	2	5
86	ничего не	6	5
87	не имеют	2	5
88	по отношению	21	5
89	и у	2	5
90	и других	2	5
91	том же	2	5
92	в виде	2	5
93	т п	13	5
94	в своем	5	5
95	в них	5	5
96	и это	3	5
97	что не	4	5
98	что и	2	5
99	отметить что	7	5
100	в ее	4	5
101	в истории	2	5
102	что это	2	5
103	в россии	2	5
104	на него	3	5
105	между тем	7	5
106	и другие	2	5
107	в известной	3	5
108	отношению к	19	5
109	с другой	7	5
110	я не	2	5
111	не было	2	5
112	в таком	3	5
113	но с	3	5
114	в область	3	4
115	в плане	7	4
116	и потому	4	4
117	в частности	2	4
118	как это	2	4
119	отличие от	5	4
120	не знает	3	4
121	того что	2	4
122	что все	2	4
123	к нему	10	4
124	точки зрения	8	4
125	могут быть	5	4
126	с ними	4	4
127	в основе	5	4
128	дело в	2	4
129	в каждом	2	4
130	особенно в	2	4
131	себя в	2	4
132	тем что	2	4
133	и наконец	6	4
134	и есть	2	4
135	в отличие	5	4
136	и более	2	4
137	далеко не	5	4
138	не вполне	2	4
139	с точки	6	4
140	говорить о	3	4
141	не есть	6	3
142	на самом	4	3
143	от него	3	3
144	к себе	2	3
145	в другом	2	3
146	отношение к	10	3
147	как к	2	3
148	едва ли	3	3
149	к которому	4	3
150	подхода к	2	3
151	в виду	4	3
152	и тем	3	3
153	в области	11	3
154	действительности и	3	3
155	от ее	2	3
156	в искусстве	12	3
157	и мир	2	3
158	о котором	2	3
159	в него	2	3
160	человеческой культуры	6	3
161	более того	4	3
162	связь с	3	3
163	в ней	4	3
164	другой стороны	4	3
165	что оно	2	3
166	себя как	5	3
167	и др	8	3
168	должны быть	4	3
169	там где	6	3
170	можно сказать	2	3
171	как мы	7	3
172	но зато	2	3
173	да и	3	3
174	сказать что	4	3
175	в начале	2	3
176	не все	2	3
177	его как	3	3
178	действительности в	2	3
179	отличается от	2	3
180	кроме того	3	3
