N	2gram	Vygotskiy_	Vvedenie
1	в том	44	38
2	в этом	43	35
3	и в	33	35
4	том что	41	30
5	может быть	15	30
6	не только	28	26
7	для того	20	23
8	того чтобы	26	22
9	таким образом	30	21
10	также и	2	20
11	не может	31	19
12	то что	48	19
13	потому что	40	18
14	со стороны	3	16
15	о том	13	16
16	только в	21	16
17	так как	20	15
18	языка и	6	15
19	представляет собой	11	14
20	и не	18	13
21	что в	33	13
22	в самом	10	13
23	в нем	10	13
24	в их	4	12
25	того что	34	12
26	что такое	6	12
27	точки зрения	27	12
28	в его	15	12
29	как на	4	12
30	этом смысле	5	11
31	в данном	4	11
32	то же	12	11
33	по себе	8	11
34	как мы	20	11
35	ясно что	2	11
36	вопрос о	15	10
37	не в	10	10
38	прежде всего	5	10
39	но в	9	10
40	в той	8	10
41	между тем	5	10
42	из этих	2	9
43	и как	7	9
44	все же	5	9
45	представляют собой	4	9
46	смысле этого	2	9
47	но не	13	9
48	не менее	4	9
49	дело с	2	9
50	в истории	3	9
51	это не	8	8
52	можно было	11	8
53	с другой	11	8
54	а только	8	8
55	именно в	8	8
56	в качестве	13	8
57	и то	9	7
58	выводу что	3	7
59	к выводу	3	7
60	самом деле	9	7
61	сих пор	3	7
62	как и	13	7
63	как бы	11	7
64	этот вопрос	8	7
65	представить себе	2	7
66	но и	14	7
67	было бы	18	7
68	до сих	3	7
69	сказать что	18	6
70	его в	6	6
71	не могут	7	6
72	том чтобы	3	6
73	хотя бы	5	6
74	иное как	2	6
75	и даже	3	6
76	но если	7	6
77	работы над	2	6
78	тем что	12	6
79	как он	7	6
80	мере в	5	6
81	в какой	8	6
82	на вопрос	7	6
83	на этот	9	6
84	с тем	9	6
85	и это	3	6
86	а в	5	6
87	в которых	2	6
88	той мере	3	6
89	могут быть	7	6
90	в то	5	6
91	один из	4	6
92	и что	18	6
93	и его	6	6
94	все это	2	6
95	этом случае	5	6
96	вовсе не	2	6
97	вместе с	9	6
98	данном случае	3	5
99	независимо от	3	5
100	с их	4	5
101	дело не	2	5
102	не что	2	5
103	и т.д	6	5
104	в виду	4	5
105	и тем	5	5
106	одним из	4	5
107	с этой	8	5
108	что он	40	5
109	так что	8	5
110	что иное	2	5
111	на основании	2	5
112	быть в	3	5
113	что не	2	5
114	этого понятия	3	5
115	по своему	4	5
116	как уже	5	5
117	как это	11	5
118	в различных	3	5
119	а потому	3	5
120	есть не	3	5
121	не есть	4	5
122	другой стороны	9	5
123	в них	3	5
124	уже в	4	5
125	в целом	8	5
126	всяком случае	2	5
127	что и	11	5
128	говорить о	3	5
129	а не	14	5
130	в первом	4	5
131	но с	2	5
132	во всяком	4	5
133	еще и	3	4
134	все более	4	4
135	знаний и	3	4
136	должен был	3	4
137	само по	2	4
138	по сравнению	9	4
139	в результате	9	4
140	мы имеем	4	4
141	о чем	3	4
142	одной стороны	10	4
143	и ее	2	4
144	в области	19	4
145	этот процесс	5	4
146	по отношению	19	4
147	и обратно	3	4
148	только что	6	4
149	и история	2	4
150	связана с	2	4
151	этом отношении	7	4
152	из двух	2	4
153	еще не	11	4
154	по мере	6	4
155	отношению к	19	4
156	речь в	3	4
157	в чем	10	4
158	отличие от	3	4
159	в отличие	3	4
160	с одной	10	4
161	заключается в	15	4
162	к тому	14	4
163	одной из	5	4
164	но все	2	4
165	чтобы понять	2	4
166	и для	3	4
167	не имеет	7	4
168	в котором	2	4
169	в виде	3	4
170	в более	2	4
171	в центре	2	4
172	ответ на	3	4
173	тогда когда	10	4
174	в одном	3	4
175	из них	6	4
176	в себе	4	4
177	как она	3	4
178	и заключается	2	4
179	с точки	12	4
180	в своей	5	4
181	как раз	5	4
182	сравнению с	9	4
183	можно сказать	7	4
184	той же	7	4
185	никогда не	10	3
186	до конца	3	3
187	в каком	2	3
188	отношений между	4	3
189	в отношении	18	3
190	свое время	2	3
191	только по	4	3
192	на нее	2	3
193	известном смысле	7	3
194	в своем	11	3
195	и той	3	3
196	с этим	9	3
197	так же	22	3
198	нисколько не	2	3
199	в начале	2	3
200	в собственном	2	3
201	что уже	3	3
202	для этого	3	3
203	что она	3	3
204	к этому	7	3
205	не как	3	3
206	в другом	7	3
207	что представляет	3	3
208	в конце	3	3
209	обе эти	8	3
210	от того	8	3
211	отношение к	12	3
212	во второй	4	3
213	и здесь	2	3
214	сама по	4	3
215	если бы	13	3
216	зависимости от	3	3
217	об отношении	2	3
218	исследования и	3	3
219	в свое	2	3
220	в сущности	17	3
221	раньше чем	8	3
222	может оказаться	2	3
223	в этих	7	3
224	в силу	14	3
225	только на	3	3
226	в частности	9	3
227	как в	7	3
228	не с	2	3
229	мы видели	10	3
230	понять что	2	3
231	стороны и	3	3
232	вообще не	5	3
233	к нему	4	3
234	на том	4	3
235	и на	11	3
236	язык и	2	3
237	того же	13	3
238	с понятием	2	3
239	или иных	2	3
240	зависит от	4	3
241	за собой	4	3
242	в известной	3	3
243	в ней	2	3
244	знания и	2	3
245	и к	7	3
246	мы говорим	4	3
247	на этом	8	3
248	между ними	5	3
249	из которых	3	3
250	то это	2	3
251	но что	6	3
252	в известном	9	3
253	что же	2	3
254	нуждается в	3	3
255	тех или	2	3
256	же как	9	3
257	и того	8	3
258	вот почему	3	3
259	говорит о	4	3
260	при этом	9	3
261	он сам	2	3
262	своей природе	4	3
263	в зависимости	2	3
264	что с	7	3
265	наряду с	3	3
266	во внимание	4	3
267	все эти	9	3
268	культурного развития	2	3
269	связи с	9	3
270	этой области	3	3
271	и есть	8	3
272	как будто	2	3
273	же самое	7	3
274	в этой	8	3
275	собственном смысле	2	3
276	и других	7	3
277	того как	6	3
278	чем в	6	3
279	одно и	2	2
280	но вместе	3	2
281	собой в	2	2
282	самое что	2	2
283	работа над	3	2
284	находятся в	3	2
285	с которыми	2	2
286	ничего не	6	2
287	и развития	21	2
288	первом случае	2	2
289	о которых	2	2
290	у нас	4	2
291	и потому	3	2
292	первый из	2	2
293	это понятие	3	2
294	из того	12	2
295	его к	2	2
296	мы должны	13	2
297	во всех	3	2
298	или иным	2	2
299	к самой	2	2
300	что следовательно	4	2
301	не совпадает	2	2
302	не до	2	2
303	все время	3	2
304	но как	6	2
305	лежит в	5	2
306	с ней	3	2
307	другом месте	4	2
308	тем более	5	2
309	это в	2	2
310	хотя в	2	2
311	который по	2	2
312	должно быть	10	2
313	момента в	3	2
314	этой точки	7	2
315	бы в	6	2
316	само собой	3	2
317	не нужно	2	2
318	в обоих	2	2
319	которые не	5	2
320	в определенной	4	2
321	в прошлом	2	2
322	мысли и	7	2
323	в этот	4	2
324	что оно	9	2
325	как совокупность	2	2
326	применительно к	2	2
327	конце концов	2	2
328	вообще в	2	2
329	что именно	4	2
330	и те	2	2
331	в связи	6	2
332	подобно тому	6	2
333	казалось бы	5	2
334	а с	3	2
335	одного и	9	2
336	имеет свою	5	2
337	свою очередь	4	2
338	что если	6	2
339	это очевидно	2	2
340	и при	4	2
341	и другие	13	2
342	изучение этих	2	2
343	когда мы	4	2
344	так и	8	2
345	может ли	2	2
346	самой своей	2	2
347	одной и	3	2
348	отношении к	2	2
349	и требует	2	2
350	после того	2	2
351	на котором	3	2
352	каким образом	2	2
353	на протяжении	2	2
354	большей степени	2	2
355	значение в	3	2
356	но уже	2	2
357	что к	2	2
358	вопросу о	2	2
359	говорит он	3	2
360	тому что	14	2
361	своему значению	2	2
362	которого мы	2	2
363	на то	6	2
364	отношениях между	2	2
365	состоит в	11	2
366	для объяснения	6	2
367	можно только	2	2
368	а если	2	2
369	в своих	5	2
370	в ряде	2	2
371	вопрос что	2	2
372	в свою	5	2
373	что обе	2	2
374	языка не	2	2
375	и с	7	2
376	но это	4	2
377	путь от	4	2
378	и из	2	2
379	не столько	3	2
380	что мы	11	2
381	мы можем	15	2
382	тому как	6	2
383	себя в	4	2
384	несмотря на	3	2
