N	2gram	Vygotskiy_	Dialekti
1	не есть	4	181
2	и не	18	120
3	по себе	8	79
4	а не	14	78
5	и в	33	77
6	точки зрения	27	72
7	может быть	15	71
8	не только	28	66
9	значит что	6	61
10	то что	48	59
11	и есть	8	55
12	ничего не	6	54
13	это значит	5	54
14	не может	31	53
15	и даже	3	47
16	так как	20	46
17	с точки	12	46
18	потому что	40	45
19	как бы	11	43
20	и что	18	42
21	не имеет	7	41
22	вовсе не	2	41
23	в том	44	40
24	что такое	6	39
25	в этом	43	39
26	то же	12	39
27	в себе	4	38
28	это есть	5	38
29	что она	3	38
30	том что	41	37
31	что он	40	37
32	прежде всего	5	37
33	это не	8	36
34	так что	8	36
35	что в	33	34
36	в нем	10	34
37	и все	2	33
38	того что	34	33
39	но и	14	32
40	все это	2	31
41	ясно что	2	31
42	и как	7	30
43	отнюдь не	2	30
44	сказать что	18	30
45	так и	8	29
46	было бы	18	29
47	как и	13	28
48	никогда не	10	27
49	в виду	4	26
50	не в	10	26
51	сама по	4	26
52	есть не	3	25
53	и то	9	25
54	говорить о	3	25
55	учение о	3	25
56	если бы	13	24
57	но это	4	24
58	в то	5	23
59	это и	3	23
60	что оно	9	23
61	таким образом	30	23
62	но что	6	22
63	я не	6	22
64	она не	2	21
65	что не	2	21
66	должна быть	7	21
67	в чем	10	21
68	в каком	2	20
69	только тогда	5	20
70	что все	9	20
71	только в	21	20
72	как раз	5	20
73	что и	11	20
74	совершенно не	5	20
75	о том	13	20
76	и с	7	20
77	и притом	2	19
78	как же	2	19
79	в своем	11	19
80	что мы	11	19
81	как это	11	19
82	не менее	4	19
83	и это	3	19
84	тогда когда	10	19
85	в самом	10	19
86	и его	6	19
87	иное как	2	18
88	не что	2	18
89	что иное	2	18
90	что же	2	18
91	с другой	11	18
92	хотя бы	5	18
93	ни на	3	18
94	жизни и	2	18
95	но если	7	17
96	в основе	12	17
97	в сущности	17	17
98	можно сказать	7	17
99	должно быть	10	17
100	в своей	5	16
101	мы не	6	16
102	кроме того	2	16
103	только не	7	16
104	или не	2	16
105	к нему	4	16
106	одно и	2	16
107	то это	2	16
108	само по	2	16
109	то в	7	15
110	сознания и	3	15
111	только что	6	15
112	также и	2	15
113	но только	4	15
114	как таковой	2	15
115	все же	5	15
116	так же	22	15
117	в виде	3	15
118	самом деле	9	15
119	на то	6	15
120	несмотря на	3	15
121	мы уже	4	15
122	и потому	3	14
123	и ее	2	14
124	с ним	6	14
125	и только	4	14
126	и следовательно	7	13
127	в силу	14	13
128	не то	5	13
129	но в	9	13
130	в ней	2	13
131	время как	4	13
132	отличается от	2	13
133	говорит о	4	13
134	он не	13	13
135	что именно	4	13
136	что они	8	13
137	другой стороны	9	13
138	в смысле	3	13
139	и к	7	13
140	вопрос о	15	12
141	могут быть	7	12
142	еще не	11	12
143	не говорит	3	12
144	все эти	9	12
145	никак не	6	12
146	все равно	2	12
147	именно в	8	12
148	не могут	7	12
149	но как	6	12
150	а в	5	12
151	тем более	5	12
152	и может	4	12
153	с этим	9	12
154	но не	13	12
155	мы должны	13	11
156	нисколько не	2	11
157	быть в	3	11
158	должны быть	2	11
159	можно только	2	11
160	мы говорим	4	11
161	от того	8	11
162	и тем	5	11
163	только на	3	11
164	в них	3	11
165	тех или	2	11
166	что если	6	11
167	в данном	4	11
168	мы имеем	4	11
169	только то	4	11
170	как только	4	11
171	есть в	2	11
172	что я	4	11
173	из них	6	11
174	к тому	14	10
175	как мы	20	10
176	в его	15	10
177	за пределы	4	10
178	в меру	4	10
179	для того	20	10
180	с этой	8	10
181	и для	3	10
182	что для	2	10
183	оно не	2	10
184	в их	4	10
185	в частности	9	10
186	это будет	2	10
187	мы видим	6	10
188	во всяком	4	10
189	то и	2	10
190	в результате	9	10
191	как будто	2	10
192	в жизни	2	10
193	во всем	2	10
194	если мы	9	10
195	возможно только	2	10
196	как он	7	9
197	общего с	3	9
198	а если	2	9
199	точка зрения	8	9
200	и по	5	9
201	в истории	3	9
202	не как	3	9
203	подобно тому	6	9
204	в этих	7	9
205	и более	8	9
206	в котором	2	9
207	тому как	6	9
208	той же	7	9
209	в одном	3	9
210	и от	2	9
211	тому что	14	9
212	же как	9	9
213	с ними	4	9
214	при этом	9	9
215	случае не	2	9
216	и он	3	9
217	то время	4	9
218	бы в	6	9
219	мы можем	15	9
220	ничто не	3	9
221	на этом	8	9
222	и на	11	9
223	на самом	3	8
224	в отношении	18	8
225	от него	3	8
226	чего не	2	8
227	то как	3	8
228	не на	5	8
229	в этой	8	8
230	все время	3	8
231	по одному	5	8
232	у нас	4	8
233	и из	2	8
234	с одной	10	8
235	но все	2	8
236	что эта	7	8
237	вопрос об	4	8
238	в одной	2	8
239	уже о	2	8
240	один из	4	8
241	вот почему	3	8
242	когда мы	4	8
243	ничего общего	6	8
244	в сфере	9	8
245	этом смысле	5	8
246	себя в	4	8
247	это мы	3	8
248	тем самым	13	7
249	что уже	3	7
250	в конце	3	7
251	из этих	2	7
252	об отношении	2	7
253	он должен	9	7
254	и при	4	7
255	а только	8	7
256	связи с	9	7
257	на первый	2	7
258	тем что	12	7
259	в связи	6	7
260	все что	2	7
261	как она	3	7
262	во внимание	4	7
263	мы и	6	7
264	без всякого	2	7
265	нуждается в	3	7
266	со стороны	3	7
267	не знает	6	7
268	с его	3	7
269	зависимости от	3	7
270	и их	4	7
271	как в	7	7
272	заключается в	15	7
273	но для	3	7
274	из которых	3	7
275	он сам	2	7
276	как на	4	7
277	отношения к	2	7
278	но он	8	7
279	еще и	3	6
280	в другом	7	6
281	отношение к	12	6
282	на основании	2	6
283	может иметь	3	6
284	с тем	9	6
285	они не	7	6
286	того чтобы	26	6
287	в зависимости	2	6
288	себя и	2	6
289	никто не	2	6
290	на всю	2	6
291	для этого	3	6
292	в которой	8	6
293	по своей	7	6
294	но они	2	6
295	вообще не	5	6
296	друг другу	2	6
297	в себя	4	6
298	но с	2	6
299	вместе с	9	6
300	его в	6	6
301	о чем	3	6
302	мере в	5	6
303	по существу	5	6
304	по своему	4	6
305	больше того	3	6
306	одной стороны	10	6
307	этой точки	7	6
308	можно было	11	6
309	того как	6	6
310	показывает что	9	6
311	с их	4	6
312	во всех	3	6
313	дело не	2	6
314	стороны и	3	6
315	от всякого	2	6
316	для него	9	6
317	не с	2	6
318	ее в	3	6
319	знания и	2	6
320	уже в	4	6
321	всяком случае	2	6
322	может не	3	6
323	из того	12	5
324	но мы	7	5
325	уже по	5	5
326	же мы	2	5
327	что на	2	5
328	и во	2	5
329	только один	4	5
330	если в	4	5
331	по сравнению	9	5
332	только к	4	5
333	не является	7	5
334	и наконец	3	5
335	в целях	2	5
336	сих пор	3	5
337	или на	2	5
338	едва ли	2	5
339	что у	4	5
340	он может	5	5
341	учения о	2	5
342	их в	3	5
343	в своих	5	5
344	когда он	3	5
345	если он	4	5
346	раз и	3	5
347	из этого	3	5
348	конце концов	2	5
349	сравнению с	9	5
350	первый план	2	5
351	тем или	2	5
352	это понятие	3	5
353	а это	3	5
354	говоря о	2	5
355	в области	19	5
356	нет никаких	2	5
357	одной и	3	5
358	может ли	2	5
359	сознание и	2	5
360	что с	7	5
361	раз навсегда	2	5
362	в качестве	13	5
363	и той	3	5
364	независимо от	3	5
365	к этому	7	5
366	как я	3	5
367	в свете	4	5
368	и другое	5	5
369	одного и	9	5
370	что его	2	5
371	отношении к	2	5
372	в сферу	2	5
373	тому же	3	5
374	на нем	2	5
375	зависит от	4	5
376	одинаковой мере	2	5
377	в той	8	5
378	известно что	2	5
379	до сих	3	5
380	данном случае	3	4
381	его на	2	4
382	и эти	2	4
383	мы знаем	5	4
384	видим что	3	4
385	своей собственной	2	4
386	а потому	3	4
387	представить себе	2	4
388	как с	5	4
389	в состоянии	6	4
390	в собственном	2	4
391	только для	2	4
392	чтобы понять	2	4
393	меру того	2	4
394	связанные с	6	4
395	еще более	5	4
396	если не	3	4
397	по смыслу	3	4
398	эти вопросы	2	4
399	мы будем	4	4
400	что их	2	4
401	мы имели	4	4
402	том как	3	4
403	на все	7	4
404	одному тому	2	4
405	дальше и	2	4
406	говорим что	2	4
407	почти всегда	2	4
408	по типу	4	4
409	что эти	4	4
410	но уже	2	4
411	бы то	2	4
412	к ним	2	4
413	хотя в	2	4
414	не нужно	2	4
415	и отношение	2	4
416	из нее	5	4
417	в этот	4	4
418	потому и	4	4
419	как они	4	4
420	этом отношении	7	4
421	из двух	2	4
422	у него	8	4
423	такой же	4	4
424	со всеми	2	4
425	и является	6	4
426	точек зрения	4	4
427	и здесь	2	4
428	не можем	2	4
429	к жизни	7	4
430	в одинаковой	2	4
431	же в	2	4
432	же самое	7	4
433	сейчас же	2	4
434	представление о	2	4
435	взгляд на	3	4
436	в первую	4	3
437	очевидно что	2	3
438	видим в	2	3
439	как чисто	2	3
440	никаких оснований	2	3
441	тому чтобы	4	3
442	сознания в	3	3
443	как из	2	3
444	самое что	2	3
445	без всяких	2	3
446	сам не	2	3
447	же самого	4	3
448	нас к	6	3
449	сделать это	2	3
450	нами выше	2	3
451	отличие от	3	3
452	самого начала	8	3
453	а с	3	3
454	одной из	5	3
455	чем заключается	2	3
456	с самого	8	3
457	понятий и	22	3
458	же самый	2	3
459	бы просто	2	3
460	место в	2	3
461	такое же	2	3
462	когда оно	2	3
463	в первом	4	3
464	тот же	7	3
465	принять во	3	3
466	этот момент	2	3
467	говорит что	7	3
468	мысли и	7	3
469	по мере	6	3
470	исходит из	2	3
471	если я	4	3
472	целый ряд	5	3
473	и потом	2	3
474	как известно	7	3
475	обоих случаях	2	3
476	что всякое	3	3
477	или иных	2	3
478	в свою	5	3
479	форм и	2	3
480	в которых	2	3
