N	2gram	Bakhtin_Pr	Problema
1	и в	83	182
2	то есть	86	165
3	и не	41	152
4	вовсе не	12	145
5	то что	14	144
6	не только	14	104
7	потому что	9	89
8	в этом	24	88
9	может быть	23	82
10	том что	9	81
11	в том	22	81
12	только в	10	73
13	сказать что	12	72
14	но и	16	70
15	у нас	2	68
16	также и	5	68
17	и даже	5	66
18	по себе	3	64
19	даже и	3	63
20	не менее	4	58
21	о том	3	57
22	так и	9	56
23	тем не	2	56
24	а не	19	56
25	но в	12	55
26	ни в	4	51
27	и вообще	3	48
28	в себе	10	48
29	смысле слова	2	47
30	было бы	6	46
31	в своей	5	45
32	прежде всего	20	45
33	что в	5	44
34	в его	15	44
35	все эти	9	43
36	не в	10	43
37	таким образом	9	42
38	как раз	6	42
39	то же	10	42
40	если мы	5	42
41	так как	12	40
42	что мы	2	40
43	и то	2	40
44	что он	6	40
45	и что	3	40
46	не может	18	39
47	в этой	3	39
48	и тем	4	39
49	во всяком	2	39
50	как бы	27	39
51	той или	2	38
52	хотя бы	6	37
53	в нем	21	37
54	еще не	10	36
55	точки зрения	17	36
56	и все	14	36
57	в виду	3	34
58	и с	10	34
59	указывает на	2	34
60	как и	13	34
61	уже не	5	34
62	или иной	2	33
63	в таком	3	33
64	в то	8	32
65	здесь не	5	32
66	но не	9	32
67	в своем	2	31
68	в конце	5	31
69	все это	11	31
70	так же	4	31
71	но это	7	31
72	с другой	4	30
73	и для	5	30
74	как мы	12	29
75	перед нами	17	29
76	все же	3	29
77	об этом	3	29
78	в связи	2	29
79	можно сказать	12	29
80	и о	3	28
81	мы не	7	28
82	а в	4	28
83	ничего не	8	27
84	и это	3	27
85	хотя и	10	27
86	еще и	4	26
87	по крайней	2	26
88	в результате	2	26
89	как будто	3	26
90	вместе с	5	26
91	это не	10	26
92	крайней мере	2	26
93	да и	3	26
94	другой стороны	3	26
95	и его	13	26
96	тем самым	2	25
97	с точки	13	25
98	и на	27	25
99	мы можем	9	25
100	на самом	2	24
101	тем более	2	24
102	и притом	2	23
103	а только	2	23
104	мы находим	8	23
105	на то	2	23
106	при этом	6	23
107	по своему	6	23
108	никогда не	10	22
109	и если	4	22
110	его в	4	22
111	только на	3	22
112	нет ничего	3	22
113	что и	4	22
114	и от	4	22
115	раз и	2	22
116	всех этих	2	22
117	есть в	7	22
118	тоже не	2	22
119	и к	13	22
120	мы должны	4	21
121	и ее	8	21
122	и без	4	21
123	а также	4	21
124	сама по	2	21
125	в самом	7	21
126	говорить о	2	21
127	и потому	6	20
128	но как	2	20
129	именно в	3	20
130	о чем	2	20
131	можно было	2	20
132	несмотря на	3	20
133	или в	7	20
134	тем что	2	20
135	в отношении	3	19
136	художественного образа	3	19
137	но если	4	19
138	кроме того	6	19
139	но только	2	19
140	то это	4	19
141	он не	5	19
142	с ним	3	19
143	уже в	3	19
144	в них	4	19
145	как в	10	19
146	этом смысле	5	19
147	жизни и	13	19
148	того же	5	18
149	в ее	3	18
150	в этих	8	18
151	мы и	4	18
152	не было	5	18
153	в ней	8	18
154	мы уже	9	17
155	значение и	2	17
156	и здесь	4	17
157	но уже	2	17
158	что они	2	17
159	тех или	2	17
160	совершенно не	4	17
161	во всех	15	17
162	к тому	2	16
163	между собою	2	16
164	далеко не	4	16
165	для этого	2	16
166	как это	2	16
167	что она	2	16
168	он и	2	16
169	здесь в	11	15
170	и более	3	15
171	всякого рода	3	15
172	казалось бы	4	15
173	у него	5	15
174	с этим	3	15
175	в той	2	15
176	что все	3	14
177	говорит о	2	14
178	за пределы	7	14
179	в дальнейшем	8	14
180	людей и	6	14
181	все равно	6	14
182	сих пор	8	14
183	в котором	8	14
184	а это	2	14
185	с другими	6	14
186	до сих	8	14
187	дело в	3	13
188	здесь только	2	13
189	в других	2	13
190	в их	7	13
191	бы и	3	13
192	действительности и	2	13
193	мы имеем	4	13
194	в области	6	13
195	мы в	2	13
196	из них	7	13
197	но именно	4	12
198	не будем	4	12
199	в которой	2	12
200	в самой	2	12
201	или по	3	12
202	в целом	3	12
203	для них	2	12
204	что это	2	12
205	в начале	2	12
206	в литературе	8	12
207	на земле	14	12
208	в смысле	2	12
209	он сам	5	12
210	не о	2	11
211	никак нельзя	2	11
212	могли бы	2	11
213	и во	6	11
214	в истории	4	11
215	или иных	2	11
216	здесь перед	3	11
217	мы говорим	2	11
218	тот же	2	11
219	о которых	2	11
220	не могут	4	11
221	и у	8	11
222	жизни в	4	11
223	и их	6	11
224	к нему	3	11
225	в заключение	4	10
226	не то	3	10
227	все еще	3	10
228	один из	7	10
229	быть и	2	10
230	все время	2	10
231	отличается от	2	10
232	быть только	2	10
233	слова и	5	10
234	в одном	4	10
235	которые мы	3	10
236	или менее	3	10
237	он в	2	10
238	представление о	3	10
239	и которые	2	10
240	со всеми	8	10
241	более или	3	10
242	в году	2	10
243	из которых	2	10
244	но он	3	10
245	находим в	3	9
246	человеческой жизни	3	9
247	в условиях	7	9
248	здесь как	3	9
249	здесь мы	3	9
250	которые в	3	9
251	она не	4	9
252	в тех	2	9
253	и до	6	9
254	и наконец	4	9
255	в своих	4	9
256	их в	3	9
257	мы говорили	2	9
258	правда в	5	9
259	не был	3	9
260	но эта	2	9
261	нет и	3	9
262	именно как	3	9
263	в которых	2	9
264	того как	4	9
265	литературы и	4	9
266	бы в	2	9
267	это было	3	9
268	с ней	4	9
269	поэтому и	4	9
270	и другие	14	9
271	жизнь и	3	9
272	в жизни	14	9
273	и тут	2	8
274	как он	4	8
275	мы здесь	4	8
276	ведь если	2	8
277	на его	4	8
278	и по	5	8
279	если в	2	8
280	самом же	2	8
281	мы считаем	2	8
282	значение в	4	8
283	себе и	2	8
284	и особенно	3	8
285	если же	5	8
286	к его	2	8
287	для всех	2	8
288	вплоть до	5	8
289	здесь нет	2	8
290	в сознании	2	8
291	только с	3	8
292	из этих	3	8
293	и самый	6	8
294	почти всегда	6	8
295	во всей	5	8
296	с самого	4	8
297	и он	5	8
298	которые не	2	8
299	с ее	3	8
300	но ведь	3	8
301	и при	2	8
302	это уже	2	8
303	но для	2	8
304	во всем	5	8
305	же деле	2	8
306	мы будем	3	8
307	конечно не	11	8
308	что на	2	7
309	и поэтому	2	7
310	друг друга	7	7
311	времени и	4	7
312	самого начала	5	7
313	одной из	6	7
314	на этой	2	7
315	на землю	4	7
316	быть даже	2	7
317	в основе	6	7
318	в эпоху	12	7
319	до нас	3	7
320	же не	2	7
321	его как	3	7
322	с самим	7	7
323	и так	4	7
324	все они	2	7
325	еще более	6	7
326	все в	3	7
327	даже в	3	7
328	во все	5	7
329	жизни а	2	7
330	мира и	3	7
331	он является	2	7
332	этой области	2	7
333	что касается	2	7
334	ее в	4	7
335	перейти к	2	7
336	мы все	2	7
337	тому же	3	7
338	этого произведения	3	6
339	не как	5	6
340	идеи и	5	6
341	слова то	2	6
342	нельзя сказать	2	6
343	людей в	2	6
344	в зависимости	3	6
345	в новое	4	6
346	на него	2	6
347	по своей	12	6
348	этого слова	3	6
349	когда он	2	6
350	имеем в	3	6
351	этот вопрос	3	6
352	именно на	2	6
353	что именно	2	6
354	не знает	8	6
355	но с	2	6
356	в античной	3	6
357	до конца	3	6
358	и всегда	2	6
