N	2gram	Bakhtin_Fr	Formalny
1	и в	73	95
2	и не	13	78
3	может быть	5	66
4	в этом	21	61
5	не может	4	57
6	вовсе не	11	53
7	таким образом	34	52
8	и его	18	51
9	так и	13	50
10	точки зрения	6	47
11	в нем	18	42
12	в его	18	42
13	прежде всего	18	41
14	с точки	4	40
15	как и	19	39
16	не в	12	35
17	в самом	9	35
18	в процессе	3	34
19	а не	2	34
20	но и	15	33
21	то же	16	32
22	самом деле	4	32
23	не только	11	30
24	в том	13	26
25	то что	12	25
26	на самом	2	24
27	при этом	5	24
28	в своей	4	24
29	лишь в	2	24
30	в ней	10	23
31	связи с	5	23
32	было бы	5	23
33	с помощью	11	23
34	в то	14	22
35	и ее	2	22
36	в истории	3	21
37	как бы	15	21
38	что в	14	21
39	и с	17	21
40	в их	5	20
41	между ними	2	20
42	и от	10	20
43	с тем	2	20
44	как мы	19	20
45	же время	12	20
46	место в	4	20
47	не могут	3	19
48	все это	19	19
49	по себе	2	19
50	все же	2	18
51	и все	19	18
52	все эти	24	18
53	в связи	3	18
54	должна быть	3	18
55	с его	5	18
56	и их	5	18
57	только в	7	18
58	более того	3	17
59	как в	9	17
60	как раз	3	17
61	так же	11	16
62	во всяком	2	16
63	с другой	3	16
64	потому что	9	16
65	его в	3	15
66	все время	4	15
67	но в	12	15
68	бы в	3	15
69	так как	9	15
70	должно быть	4	15
71	во всех	13	15
72	в литературе	5	15
73	именно в	4	15
74	и на	12	15
75	что он	8	14
76	только на	2	14
77	в ее	6	14
78	в своем	13	14
79	еще не	3	14
80	в этой	18	14
81	если мы	2	14
82	и потому	6	14
83	жизни и	6	14
84	вместе с	9	14
85	до конца	5	13
86	того что	5	13
87	а в	10	13
88	что и	6	13
89	в результате	7	13
90	тем что	8	13
91	ни в	7	13
92	как его	2	13
93	по отношению	3	12
94	как это	2	12
95	того чтобы	2	12
96	и здесь	5	12
97	к тому	2	12
98	отношению к	3	12
99	и для	8	12
100	оно не	2	12
101	уже не	2	12
102	никогда не	6	11
103	этом отношении	3	11
104	они не	2	11
105	в реальном	2	11
106	в основе	3	11
107	так сказать	5	11
108	в большинстве	9	11
109	слова и	2	11
110	что они	2	11
111	для него	7	11
112	между тем	2	11
113	не есть	2	10
114	не как	2	10
115	его целом	2	10
116	здесь и	5	10
117	и др	12	10
118	мы не	2	10
119	не было	4	10
120	в дальнейшем	3	10
121	по существу	8	10
122	мы видели	7	10
123	другой стороны	2	10
124	с ее	3	10
125	как о	5	10
126	и как	5	10
127	большинстве случаев	9	10
128	конечно не	2	10
129	он не	4	10
130	ничего не	4	9
131	совсем не	3	9
132	здесь не	2	9
133	но это	3	9
134	и до	14	9
135	и может	2	9
136	и даже	4	9
137	у нас	4	9
138	язык и	2	9
139	от всех	3	9
140	еще более	4	9
141	в свою	3	9
142	ни было	2	9
143	это не	7	8
144	в других	2	8
145	между собой	2	8
146	до сих	3	8
147	одной стороны	3	8
148	и те	5	8
149	в них	14	8
150	с одной	3	8
151	в области	3	8
152	для этого	2	8
153	что это	9	8
154	с этим	4	8
155	в данном	3	8
156	всех этих	2	8
157	сих пор	3	8
158	из этого	2	8
159	всего этого	3	8
160	должен быть	4	8
161	и к	6	8
162	роль в	4	8
163	следовательно и	2	7
164	том что	8	7
165	в себе	16	7
166	в одной	5	7
167	свою очередь	3	7
168	что именно	2	7
169	или менее	3	7
170	более или	3	7
171	в сущности	8	7
172	не на	5	7
173	сказать что	4	7
174	к этому	5	7
175	время в	3	7
176	в особенности	5	7
177	и наконец	6	7
178	но все	5	7
179	ничем не	3	7
180	только и	2	7
181	из них	6	7
182	он и	2	7
183	в той	8	7
184	мы увидим	4	7
185	чем же	2	7
186	от этого	3	7
187	тем самым	3	6
188	в которой	3	6
189	в конце	9	6
190	отношение к	3	6
191	на этом	6	6
192	и тем	3	6
193	и других	3	6
194	у них	3	6
195	в частности	2	6
196	в формах	3	6
197	и это	6	6
198	в этих	6	6
199	те же	3	6
200	один из	5	6
201	он был	7	6
202	к его	2	6
203	они и	4	6
204	особенно в	2	6
205	кроме того	6	6
206	такой же	3	6
207	жизнь и	3	6
208	например в	8	6
209	о том	13	6
210	их в	5	6
211	уже в	9	6
212	как она	2	6
213	сам по	2	6
214	именно на	2	6
215	по их	3	6
216	с ним	6	6
217	той же	9	6
218	учение о	2	6
219	даже в	4	5
220	к которому	2	5
221	в виду	4	5
222	на все	2	5
223	в основном	2	5
224	мы уже	25	5
225	может стать	2	5
226	может и	2	5
227	всего в	5	5
228	характерно что	4	5
229	одной из	5	5
230	так например	2	5
231	в него	4	5
232	а только	2	5
233	одного из	3	5
234	не могла	2	5
235	в значительной	5	5
236	и самый	2	5
237	и по	4	5
238	слов и	6	5
239	хотя и	5	5
240	и то	3	5
241	в эпоху	13	5
242	значительной степени	3	5
243	в мире	3	5
244	и эта	4	5
245	его как	3	5
246	борьба с	3	5
247	в эту	2	5
248	значение в	2	5
249	с этой	4	5
250	для нас	2	5
251	к нему	7	5
252	то он	2	5
253	не имеет	4	5
254	в котором	4	5
255	в отношении	6	5
256	еще в	4	5
257	и со	2	5
258	и что	5	5
259	же в	2	5
260	таким же	4	5
261	в нашем	2	5
262	или даже	2	4
263	от него	3	4
264	а на	4	4
265	одним из	3	4
266	конце концов	5	4
267	как он	4	4
268	оно было	3	4
269	но именно	3	4
270	героя в	2	4
271	влияние на	5	4
272	в романе	10	4
273	себе в	3	4
274	о нем	3	4
275	они были	5	4
276	в основу	2	4
277	он в	2	4
278	того же	7	4
279	так чтобы	3	4
280	здесь в	9	4
281	или в	5	4
282	и во	4	4
283	во всей	2	4
