N	2gram	Bakhtin_KF	Dialekti
1	не есть	22	181
2	и не	28	120
3	по себе	2	79
4	а не	17	78
5	и в	28	77
6	точки зрения	13	72
7	может быть	45	71
8	не только	5	66
9	то что	7	59
10	и есть	10	55
11	ничего не	3	54
12	не может	29	53
13	с точки	10	46
14	что это	4	46
15	потому что	2	45
16	как бы	9	43
17	ни в	12	42
18	не имеет	6	41
19	вовсе не	7	41
20	в том	6	40
21	в этом	15	39
22	то же	5	39
23	в себе	21	38
24	это есть	2	38
25	том что	4	37
26	что он	2	37
27	прежде всего	4	37
28	это не	10	36
29	что в	4	34
30	в нем	32	34
31	и все	9	33
32	того что	3	33
33	но и	9	32
34	все это	10	31
35	ясно что	3	31
36	и как	2	30
37	отнюдь не	7	30
38	так и	2	29
39	было бы	8	29
40	как и	5	28
41	никогда не	5	27
42	в виду	3	26
43	не в	13	26
44	и то	2	25
45	и пр	3	25
46	говорить о	2	25
47	если бы	8	24
48	но это	6	24
49	в то	3	23
50	это и	3	23
51	я не	6	22
52	она не	2	21
53	что не	3	21
54	должна быть	4	21
55	в чем	4	21
56	в каком	4	20
57	только в	18	20
58	что и	7	20
59	совершенно не	7	20
60	о том	3	20
61	уже не	7	20
62	в своем	17	19
63	не менее	3	19
64	и это	12	19
65	тогда когда	3	19
66	и его	18	19
67	хотя бы	5	18
68	же время	2	18
69	жизни и	8	18
70	в основе	5	17
71	той или	3	17
72	должно быть	6	17
73	в своей	11	16
74	мы не	3	16
75	к нему	12	16
76	тем не	2	16
77	конечно не	7	16
78	быть и	3	15
79	сознания и	3	15
80	все же	5	15
81	в виде	2	15
82	самом деле	3	15
83	и мы	2	15
84	и потому	2	14
85	жизнь и	2	14
86	и ее	2	14
87	я уже	2	14
88	с ним	5	14
89	пространства и	2	14
90	не было	8	14
91	и только	7	14
92	но в	5	13
93	в ней	3	13
94	и та	3	13
95	он не	6	13
96	с ее	2	13
97	в смысле	6	13
98	не могу	3	13
99	вопрос о	2	12
100	могут быть	3	12
101	еще не	5	12
102	все эти	11	12
103	именно в	5	12
104	и жизни	4	12
105	но как	5	12
106	и ни	3	12
107	а в	5	12
108	и может	3	12
109	но не	12	12
110	не о	2	11
111	та же	3	11
112	нисколько не	4	11
113	быть в	4	11
114	мы говорим	2	11
115	от того	3	11
116	и тем	3	11
117	в данном	2	11
118	мы имеем	5	11
119	не значит	6	11
120	что я	5	11
121	от этого	2	10
122	в ее	17	10
123	в его	42	10
124	это было	2	10
125	для того	3	10
126	себе и	3	10
127	и для	10	10
128	оно не	2	10
129	или иное	2	10
130	чтобы не	2	10
131	в их	9	10
132	можно ли	2	10
133	бытия и	10	10
134	то или	2	10
135	времени и	4	10
136	в жизни	2	10
137	во всем	7	10
138	только как	4	10
139	смысл и	6	9
140	не как	4	9
141	в котором	24	9
142	мир как	6	9
143	в одном	5	9
144	или иной	2	9
145	тому что	2	9
146	с ними	4	9
147	при этом	4	9
148	и когда	2	9
149	всех этих	3	9
150	лишь как	3	9
151	и на	3	9
152	на самом	3	8
153	от него	3	8
154	чего не	2	8
155	не будет	2	8
156	в этой	2	8
157	того или	3	8
158	но все	6	8
159	что эта	2	8
160	при условии	2	8
161	одна и	2	8
162	один из	2	8
163	ничего общего	2	8
164	бы и	3	8
165	что есть	2	8
166	нет и	3	8
167	этом смысле	3	8
168	себя в	8	8
169	тем самым	4	7
170	что этот	3	7
171	будет ли	2	7
172	его с	2	7
173	бытие и	3	7
174	его как	5	7
175	тем что	3	7
176	думать что	2	7
177	для меня	22	7
178	не потому	2	7
179	со стороны	8	7
180	от себя	10	7
181	не знает	5	7
182	мира и	4	7
183	и я	6	7
184	с его	2	7
185	есть именно	2	7
186	и их	6	7
187	как в	2	7
188	в мире	8	7
189	но для	3	7
190	из которых	2	7
191	то ни	2	7
192	можно и	2	6
193	в другом	3	6
194	отношение к	6	6
195	может иметь	2	6
196	с тем	2	6
197	того чтобы	2	6
198	себя и	5	6
199	для этого	2	6
200	смысла и	2	6
201	но лишь	7	6
202	ни к	2	6
203	быть только	8	6
204	но я	2	6
205	не быть	3	6
206	в себя	8	6
207	его в	5	6
208	по своему	3	6
209	о нем	4	6
210	себя как	2	6
211	и совершенно	3	6
212	во всех	11	6
213	дело не	2	6
214	я и	5	6
215	для него	13	6
216	чтобы быть	2	6
217	может не	2	6
218	я должен	7	5
219	весь мир	2	5
220	были бы	2	5
221	даны в	2	5
222	или как	2	5
223	смысле не	2	5
224	гораздо более	2	5
225	для нее	9	5
226	ли это	2	5
227	все остальное	2	5
228	едва ли	2	5
229	он может	2	5
230	и время	2	5
231	в своих	4	5
232	раз и	2	5
233	бытия но	5	5
234	я могу	5	5
235	в это	2	5
236	а это	2	5
237	ведь это	2	5
238	в области	2	5
239	в него	2	5
240	и она	2	5
241	во мне	3	5
242	и другого	3	5
243	в качестве	2	5
244	независимо от	3	5
245	к этому	2	5
246	одного и	2	5
247	отношении к	2	5
248	на нем	2	5
249	он и	2	5
250	его на	2	4
251	человека и	3	4
252	в каждом	3	4
253	себе как	2	4
254	и эти	2	4
255	а как	2	4
256	это только	2	4
257	это уже	2	4
258	и само	2	4
259	был бы	3	4
260	себе а	2	4
261	и эта	2	4
262	с другим	4	4
263	еще более	2	4
264	из себя	11	4
265	если не	2	4
266	но эта	6	4
267	людей и	3	4
268	меня и	3	4
269	мир в	12	4
270	человек и	2	4
271	бы то	2	4
272	к ним	4	4
273	не нужно	2	4
274	из нее	2	4
275	но ведь	5	4
276	со всеми	2	4
277	не по	4	4
278	и здесь	7	4
279	и этим	3	4
280	время и	5	4
281	к чему	3	4
282	и всех	2	4
283	быть не	2	4
284	процесс и	2	3
285	для нас	4	3
286	сознания в	2	3
287	от его	5	3
288	когда я	3	3
289	но всегда	2	3
290	должен быть	7	3
291	а лишь	3	3
292	а с	2	3
293	и этот	3	3
294	и бесконечного	2	3
295	однако что	2	3
296	место в	6	3
297	в данный	3	3
298	со всем	5	3
299	не имеем	3	3
300	бытия как	5	3
301	мы получим	2	3
302	тот же	3	3
303	это можно	2	3
304	этот момент	7	3
305	в некое	2	3
306	здесь не	3	3
307	если я	2	3
308	есть действительно	2	3
309	лишь в	8	3
310	все они	2	3
311	чем не	4	3
312	в свою	3	3
313	стороны в	3	3
314	значило бы	2	3
315	и делает	3	3
316	момент в	7	3
317	для себя	7	3
318	но есть	2	3
319	в современной	3	3
320	в корне	3	3
321	только с	3	3
322	и смысл	2	3
323	совсем не	2	3
324	бытии и	2	3
325	общего не	2	3
326	познания и	4	3
327	и смерти	2	3
328	во всей	4	3
329	или иного	3	3
330	в сознании	2	3
331	бы не	3	3
332	ни было	4	3
333	культуры и	5	3
334	это суть	2	3
335	ко всему	5	3
336	не дает	3	3
337	данный момент	3	3
338	и именно	2	3
339	между тем	4	3
340	единая и	4	2
341	утверждение себя	2	2
342	чему не	2	2
343	ее и	6	2
344	бытия в	5	2
345	с моей	3	2
346	и принципиально	2	2
347	как к	2	2
348	и других	2	2
349	вес и	2	2
350	это значило	2	2
351	бытия а	3	2
352	и просто	2	2
353	ни одна	2	2
354	говорим о	2	2
355	ко мне	6	2
356	в процессе	2	2
357	всех своих	4	2
358	что значит	2	2
359	этом его	2	2
360	принципиально не	5	2
361	сознание но	2	2
362	дело в	2	2
363	бы быть	5	2
364	ее от	2	2
365	в некотором	3	2
366	своей истории	2	2
367	было и	2	2
368	не должен	3	2
369	что только	2	2
370	его жизни	3	2
371	всей его	2	2
372	жизни но	3	2
373	поскольку он	3	2
374	имеем в	2	2
375	могу быть	2	2
376	я буду	3	2
377	и ясно	2	2
378	на своем	3	2
379	своем месте	2	2
380	из него	4	2
381	меня в	3	2
382	целом и	3	2
383	мира не	3	2
384	сознания как	2	2
385	содержание и	2	2
386	он имеет	2	2
387	ибо все	3	2
388	есть момент	3	2
389	не остается	2	2
390	я имею	3	2
391	мира как	2	2
392	нем не	2	2
393	нем и	3	2
394	только это	2	2
395	но конечно	3	2
396	а все	3	2
397	всем его	3	2
398	в бытии	26	2
399	ближе к	3	2
400	там где	5	2
401	и мир	2	2
402	бытие но	2	2
403	вне ее	4	2
404	только по	2	2
405	нет в	4	2
406	могла бы	4	2
407	место и	2	2
408	как оно	2	2
409	в целом	10	2
410	него и	2	2
411	котором мы	3	2
412	постольку поскольку	2	2
413	прошлое и	3	2
414	жизни в	5	2
415	его и	2	2
416	а для	2	2
417	всей своей	2	2
418	есть категория	2	2
419	не должно	3	2
420	которую я	2	2
421	в акте	3	2
422	или иным	2	2
423	бытие в	3	2
424	этот акт	6	2
425	есть его	2	2
426	может дать	3	2
427	чтобы дать	2	2
428	именно на	2	2
429	как его	4	2
430	моменты и	3	2
431	мира в	6	2
