N	2gram	Propp_Isto	Marksizm
1	точки зрения	4	69
2	может быть	19	64
3	и в	41	63
4	и не	12	55
5	как бы	8	53
6	не может	19	47
7	и пр	2	42
8	и его	11	41
9	в этом	19	39
10	таким образом	15	38
11	как мы	6	32
12	не только	30	29
13	в нем	12	28
14	то же	12	28
15	но и	20	27
16	связи с	3	25
17	прежде всего	6	24
18	как и	8	24
19	в самом	2	24
20	так и	8	23
21	только в	10	23
22	в том	14	22
23	то что	12	22
24	а не	9	22
25	при этом	7	20
26	том что	18	19
27	не в	12	19
28	в его	4	19
29	если бы	3	19
30	но в	7	18
31	в ее	3	18
32	вовсе не	6	18
33	все же	14	17
34	в то	6	16
35	по отношению	3	16
36	и как	3	16
37	что он	29	15
38	в связи	3	15
39	во всех	8	15
40	отношению к	3	15
41	в данном	8	14
42	ничего не	7	13
43	так же	6	13
44	мы не	10	13
45	было бы	4	13
46	в своей	4	13
47	и здесь	13	13
48	что в	21	13
49	а в	12	12
50	того же	3	12
51	в основе	2	12
52	для того	2	12
53	он не	8	12
54	друг друга	2	11
55	как в	17	11
56	и все	6	11
57	к нему	8	11
58	и на	12	11
59	в ней	4	11
60	сих пор	5	11
61	не столько	4	11
62	все эти	8	11
63	и от	5	11
64	так как	21	11
65	еще не	13	11
66	и что	15	11
67	мы уже	10	11
68	до сих	4	11
69	никогда не	16	10
70	его в	7	10
71	в основном	2	10
72	здесь мы	11	10
73	во всяком	3	10
74	с его	4	10
75	сказать что	5	10
76	одна из	7	10
77	к этому	5	10
78	в своем	3	10
79	с другой	20	10
80	именно в	2	10
81	конечно не	2	10
82	в себе	3	9
83	а как	2	9
84	это не	14	9
85	только на	2	9
86	мы видели	17	9
87	одной из	4	9
88	и это	9	9
89	к тому	4	9
90	что это	6	9
91	и эта	5	9
92	не имеет	6	9
93	и более	2	9
94	ни в	4	9
95	перед нами	4	8
96	и ее	6	8
97	в форме	4	8
98	в их	4	8
99	мы знаем	4	8
100	с этим	3	8
101	тому что	2	8
102	что не	3	8
103	не будет	6	8
104	что и	13	8
105	другой стороны	17	8
106	и даже	3	8
107	мы можем	11	8
108	в прямой	2	8
109	кроме того	6	8
110	у нас	4	8
111	на то	5	8
112	и с	4	8
113	но что	2	8
114	не было	3	8
115	сводится к	3	8
116	к другому	2	8
117	у него	16	8
118	ясно что	2	8
119	от него	6	7
120	того что	7	7
121	как такой	2	7
122	по себе	2	7
123	те же	2	7
124	и те	2	7
125	могут быть	3	7
126	там где	7	7
127	с ними	2	7
128	в качестве	5	7
129	в этой	2	7
130	в начале	2	7
131	и формы	3	7
132	в этих	16	7
133	далеко не	3	7
134	о том	15	7
135	в котором	3	7
136	оно может	3	7
137	вопрос о	6	6
138	мы должны	7	6
139	не имеют	3	6
140	в другом	2	6
141	от своего	2	6
142	характерно что	2	6
143	в различных	3	6
144	он и	3	6
145	одной стороны	12	6
146	здесь же	3	6
147	что же	2	6
148	должны быть	4	6
149	все это	9	6
150	должна быть	3	6
151	тот же	2	6
152	из этих	6	6
153	зависимости от	4	6
154	из одного	3	6
155	с одной	12	6
156	уже не	8	6
157	этот вопрос	3	6
158	всяком случае	3	6
159	но как	4	5
160	о чем	2	5
161	в конце	4	5
162	от того	4	5
163	и у	3	5
164	и тем	4	5
165	из него	3	5
166	связано с	7	5
167	и вот	2	5
168	в особенности	2	5
169	от этого	2	5
170	не менее	5	5
171	или в	11	5
172	в более	3	5
173	этом случае	4	5
174	хотя и	3	5
175	все время	2	5
176	тем более	2	5
177	ее в	3	5
178	связана с	4	5
179	нами в	2	5
180	в целях	2	5
181	она не	3	5
182	формы и	2	5
183	но не	8	5
184	что такое	2	5
185	в одном	2	5
186	как на	3	5
187	вместе с	17	5
188	в каких	2	4
189	может идти	2	4
190	другими словами	3	4
191	не могут	3	4
192	его к	2	4
193	или даже	3	4
194	в одной	3	4
195	как он	11	4
196	в тех	8	4
197	что здесь	10	4
198	из всего	3	4
199	в области	3	4
200	к своему	4	4
201	так что	6	4
202	нас не	2	4
203	всех других	2	4
204	следующим образом	4	4
205	можно сказать	3	4
206	и действительно	4	4
207	связь с	7	4
208	этой связи	2	4
209	и он	8	4
210	в них	4	4
211	между двумя	2	4
212	в зависимости	3	4
213	и до	2	4
214	он был	2	4
215	что они	5	4
216	не будем	2	4
217	относится к	2	4
218	и то	3	4
219	но при	2	4
220	независимо от	3	4
221	стороны и	4	4
222	к другой	2	4
223	в которой	2	4
224	что она	6	4
225	и тот	3	4
226	не знает	2	4
227	она и	3	4
228	но все	5	4
229	уже знаем	5	4
230	но для	3	4
231	из них	2	4
232	уже в	4	4
233	жизни и	3	4
234	перед ним	2	4
235	в других	6	4
236	от нее	2	4
237	из этого	2	4
238	именно на	2	4
239	тем что	11	4
240	в чужую	2	4
241	даже в	2	3
242	от его	2	3
243	в действительности	2	3
244	она будет	2	3
245	к себе	4	3
246	не все	4	3
247	в достаточной	2	3
248	но если	2	3
249	должен быть	2	3
250	у них	3	3
251	тогда когда	3	3
252	и при	2	3
253	в виде	5	3
254	в целом	2	3
255	главным образом	3	3
256	или менее	3	3
257	в руках	2	3
258	с тем	8	3
259	не так	4	3
260	как это	6	3
261	они не	4	3
262	более или	3	3
263	все его	3	3
264	потому что	13	3
265	этот случай	16	3
266	так в	10	3
267	ответ на	6	3
268	с героем	3	3
269	и др	4	3
270	мы видим	14	3
271	и по	7	3
272	связаны с	4	3
273	но вот	2	3
274	и они	2	3
275	лежит в	2	3
276	здесь не	4	3
277	но это	5	3
278	что во	2	3
279	можно было	3	3
280	тем не	4	3
281	мы увидим	6	3
282	на первый	6	3
283	должен был	2	3
284	и о	2	3
285	но они	4	3
286	не могло	2	3
287	не с	2	3
288	на этот	4	3
289	то он	2	3
290	и другую	2	3
291	в дальнейшем	3	3
292	он может	4	3
293	такое понимание	2	3
294	со стороны	3	3
295	в русской	8	3
296	когда он	5	3
297	или иначе	2	3
298	в другой	3	3
299	в которых	2	3
300	а по	2	3
301	из которых	3	3
302	еще в	3	3
303	здесь нет	4	3
304	если он	5	3
305	находится в	2	3
306	и есть	2	3
307	и только	4	3
308	с ним	9	3
309	того как	5	3
310	и других	2	3
311	связь и	2	2
312	тем самым	3	2
313	они все	2	2
314	ее и	2	2
315	также не	3	2
316	мы пока	2	2
317	вступает в	4	2
318	его на	2	2
319	так например	5	2
320	для нее	2	2
321	ни одной	2	2
322	после этого	8	2
323	в состоянии	4	2
324	вот в	2	2
325	должно было	2	2
326	мы рассмотрим	6	2
327	есть и	6	2
328	он же	2	2
329	превращаются в	2	2
330	исторические корни	2	2
331	мы здесь	3	2
332	в современной	2	2
333	в частности	3	2
334	но по	2	2
335	же мы	6	2
336	а с	3	2
337	видели как	4	2
338	согласиться с	2	2
339	от них	2	2
340	к ним	3	2
341	не находит	2	2
342	эти три	3	2
343	же не	2	2
344	к этой	2	2
345	так или	2	2
346	связи со	3	2
347	к самому	2	2
348	мира и	2	2
349	между прочим	3	2
350	но здесь	5	2
351	на его	6	2
352	же как	6	2
353	его не	4	2
354	случай когда	2	2
355	и часто	2	2
356	то не	5	2
357	ответить на	2	2
358	превращаясь в	2	2
359	это значит	3	2
360	никто не	2	2
361	данном случае	7	2
362	например в	6	2
363	нет в	2	2
364	ее как	2	2
365	переносится в	2	2
366	когда мы	2	2
367	в литературе	2	2
368	небо и	5	2
369	его как	2	2
370	всех этих	6	2
371	с целью	2	2
372	отличается от	4	2
373	этом и	2	2
374	его за	2	2
375	руку и	3	2
376	не просто	3	2
377	мы еще	2	2
378	превращается в	10	2
379	важна не	3	2
380	та же	5	2
381	и наконец	6	2
382	развивается и	2	2
383	она в	4	2
384	героя и	5	2
385	и по-видимому	2	2
386	с этой	7	2
387	во время	7	2
388	и другие	10	2
389	эта форма	4	2
390	на смену	2	2
391	в чем	5	2
392	не по	2	2
393	что его	2	2
394	это положение	2	2
395	себе и	3	2
396	бы что	2	2
397	он также	3	2
398	на него	3	2
399	дело с	2	2
400	в жизни	2	2
401	и так	2	2
402	достаточной степени	2	2
403	во всем	2	2
404	вообще не	4	2
405	что эти	4	2
406	видели что	4	2
407	их в	3	2
408	не вполне	5	2
409	и если	4	2
410	оно не	2	2
411	а именно	12	2
412	все в	2	2
413	что мы	3	2
414	действительно ли	2	2
415	этого вопроса	2	2
416	этом мы	2	2
417	не совсем	3	2
418	нет ни	2	2
419	речь может	2	2
420	по его	2	2
421	отношения к	2	2
422	за него	4	2
423	ту же	3	2
424	но с	2	2
425	но он	4	2
