N	2gram	Voloshinov	StatiiOP
1	и в	32	103
2	в том	13	89
3	том что	12	77
4	в этом	27	76
5	что в	5	74
6	не только	18	60
7	о том	4	47
8	но и	17	46
9	то что	12	44
10	что он	5	42
11	в его	10	42
12	и не	42	41
13	может быть	50	38
14	было бы	8	32
15	в этой	3	31
16	вовсе не	15	31
17	все это	4	29
18	тем что	3	29
19	таким образом	29	28
20	а в	5	27
21	а не	15	27
22	но в	13	26
23	что это	3	25
24	так и	21	25
25	этом отношении	4	24
26	и его	33	24
27	все же	13	23
28	не в	13	23
29	так что	2	23
30	точки зрения	48	23
31	потому что	2	23
32	того что	5	22
33	в области	3	22
34	прежде всего	19	22
35	для того	8	22
36	у нас	4	22
37	в которой	4	22
38	как в	5	22
39	того чтобы	9	21
40	и пр	31	21
41	это не	5	20
42	до сих	10	20
43	в то	7	19
44	сих пор	10	19
45	в своей	5	19
46	только в	14	19
47	не может	40	18
48	с другой	6	18
49	в котором	6	18
50	он не	5	18
51	самом деле	18	17
52	в данном	8	17
53	как на	2	17
54	в самом	14	17
55	как бы	31	17
56	в русской	3	17
57	с этим	6	16
58	сказать что	7	16
59	в ней	5	16
60	можно было	2	16
61	если бы	12	16
62	в этих	2	16
63	в отношении	7	15
64	как и	19	15
65	для него	18	15
66	например в	2	15
67	другой стороны	7	15
68	из этих	3	15
69	и на	8	15
70	у него	2	15
71	как раз	5	15
72	так например	2	14
73	к тому	8	14
74	между тем	8	14
75	то же	19	14
76	но все	4	14
77	с точки	31	14
78	и что	2	14
79	в своем	3	13
80	в конце	5	13
81	со стороны	2	13
82	тому что	6	13
83	в качестве	4	13
84	в нем	17	13
85	во всяком	8	13
86	в языке	8	13
87	именно в	6	13
88	из них	3	13
89	всяком случае	4	13
90	в той	6	13
91	жизни и	4	13
92	вместе с	2	13
93	не менее	5	12
94	так как	5	12
95	в первой	2	12
96	хотя бы	8	12
97	ни в	7	12
98	в своих	2	12
99	никогда не	7	11
100	вопрос о	6	11
101	и с	4	11
102	в другом	5	11
103	все эти	8	11
104	это было	2	11
105	на то	4	11
106	не было	6	11
107	ясно что	6	11
108	на самом	10	10
109	в каком	6	10
110	так же	10	10
111	ответ на	3	10
112	в виду	2	10
113	а как	7	10
114	в частности	2	10
115	xix века	4	10
116	ничего не	9	10
117	связь с	4	10
118	не столько	5	10
119	в целом	2	10
120	что и	5	10
121	в истории	5	10
122	в начале	7	10
123	во всех	13	10
124	кроме того	7	10
125	но не	2	10
126	что такое	3	10
127	же время	7	10
128	в каждом	8	9
129	в чем	2	9
130	что же	5	9
131	место в	5	9
132	там где	4	9
133	он был	2	9
134	во время	2	9
135	можно сказать	4	9
136	в одном	2	9
137	не является	11	9
138	с этой	2	9
139	его жизни	2	9
140	и для	15	9
141	и к	3	9
142	и тем	4	9
143	и это	6	9
144	до конца	6	8
145	могут быть	4	8
146	в их	5	8
147	связано с	3	8
148	и др	3	8
149	той же	5	8
150	в какой	5	8
151	связи с	22	8
152	к этому	10	8
153	в результате	9	8
154	тем не	3	8
155	и даже	4	8
156	но ведь	4	8
157	одним из	4	8
158	совершенно не	6	8
159	и более	6	8
160	не имеет	6	8
161	уже в	3	7
162	конце концов	3	7
163	одной из	5	7
164	что все	3	7
165	того же	11	7
166	точка зрения	8	7
167	во втором	2	7
168	как это	2	7
169	тем более	3	7
170	в ее	9	7
171	с самого	9	7
172	не все	3	7
173	и то	4	7
174	то в	3	7
175	лишь в	17	7
176	еще не	7	7
177	отношению к	9	7
178	еще и	2	7
179	на этот	3	7
180	по себе	5	7
181	можно назвать	2	7
182	из этого	2	7
183	не просто	2	7
184	на почве	14	7
185	в себе	5	6
186	в одной	4	6
187	по отношению	10	6
188	должно было	2	6
189	должен быть	2	6
190	из которых	2	6
191	его не	2	6
192	к нему	5	6
193	и все	8	6
194	языка и	28	6
195	и во	2	6
196	же как	2	6
197	и вообще	3	6
198	с его	6	6
199	независимо от	3	6
200	его как	2	6
201	мы не	6	6
202	и здесь	9	6
203	же и	3	6
204	в жизни	2	6
205	этот вопрос	5	6
206	этом смысле	2	6
207	в устах	4	6
208	времени не	2	6
209	говорить о	2	6
210	тем же	4	6
211	его в	7	5
212	но если	2	5
213	для себя	4	5
214	это и	3	5
215	как он	3	5
216	точку зрения	4	5
217	нас не	3	5
218	и потому	7	5
219	не так	2	5
220	не приходится	3	5
221	одного из	3	5
222	если б	2	5
223	одной стороны	2	5
224	что не	4	5
225	отношении к	8	5
226	же касается	2	5
227	конечно и	2	5
228	при этом	13	5
229	в сущности	17	5
230	не на	2	5
231	должна быть	6	5
232	в двух	4	5
233	самого начала	9	5
234	или иного	2	5
235	того или	2	5
236	в духе	2	5
237	всех этих	2	5
238	не как	5	5
239	целый ряд	3	5
240	но они	2	5
241	не могло	3	5
242	с одной	2	5
243	на протяжении	2	5
244	на нее	2	5
245	нет и	4	5
246	вообще не	2	5
