N	2gram	Vygotskiy_	Marksizm
1	точки зрения	15	69
2	может быть	34	64
3	и в	55	63
4	и не	19	55
5	как бы	33	53
6	не может	15	47
7	с точки	5	46
8	и его	10	41
9	в этом	30	39
10	таким образом	35	38
11	как мы	6	32
12	в пределах	3	31
13	не только	24	29
14	в нем	13	28
15	то же	16	28
16	но и	16	27
17	самом деле	17	25
18	речи и	2	25
19	связи с	2	25
20	прежде всего	6	24
21	как и	9	24
22	в самом	18	24
23	так и	6	23
24	только в	12	23
25	в том	50	22
26	то что	69	22
27	а не	16	22
28	при этом	11	20
29	для него	5	20
30	если мы	24	20
31	том что	46	19
32	не в	12	19
33	в его	8	19
34	если бы	21	19
35	но в	7	18
36	в ее	3	18
37	и для	13	18
38	вовсе не	8	18
39	все же	11	17
40	в сущности	14	17
41	в то	6	16
42	по отношению	3	16
43	и как	10	16
44	слова и	2	16
45	речь в	2	16
46	что он	30	15
47	во всех	6	15
48	отношению к	2	15
49	же время	2	15
50	с помощью	3	15
51	в данном	4	14
52	хотя бы	5	14
53	ничего не	4	13
54	так же	19	13
55	мы не	8	13
56	того чтобы	43	13
57	было бы	15	13
58	в своей	8	13
59	не является	3	13
60	и здесь	11	13
61	что в	43	13
62	в результате	6	12
63	а в	7	12
64	того же	5	12
65	в основе	9	12
66	для того	45	12
67	он не	10	12
68	между тем	4	12
69	на самом	9	11
70	как в	4	11
71	и все	15	11
72	и на	12	11
73	в ней	5	11
74	сих пор	9	11
75	все эти	5	11
76	и от	2	11
77	так как	20	11
78	еще не	6	11
79	и того	2	11
80	и что	45	11
81	мы уже	7	11
82	до сих	9	11
83	никогда не	15	10
84	его в	2	10
85	и потому	8	10
86	в каждом	2	10
87	отличие от	3	10
88	самого начала	5	10
89	здесь мы	2	10
90	с самого	5	10
91	здесь в	2	10
92	во всяком	2	10
93	с его	6	10
94	сказать что	14	10
95	одна из	6	10
96	к этому	5	10
97	в своем	12	10
98	совершенно не	11	10
99	в отличие	3	10
100	с другой	12	10
101	именно в	9	10
102	конечно не	3	10
103	в таком	4	10
104	и следовательно	3	9
105	в себе	13	9
106	одного и	2	9
107	а как	3	9
108	это не	9	9
109	только на	4	9
110	мы видели	2	9
111	одной из	2	9
112	и это	13	9
113	к тому	12	9
114	в нашем	3	9
115	рядом с	6	9
116	что это	15	9
117	и эта	2	9
118	не имеет	2	9
119	ни в	5	9
120	точка зрения	4	9
121	же самое	13	9
122	быть и	2	9
123	в каком	7	8
124	в отношении	2	8
125	перед нами	5	8
126	или иной	2	8
127	не как	3	8
128	в форме	2	8
129	в их	3	8
130	мы знаем	4	8
131	с этим	4	8
132	тому что	11	8
133	что не	5	8
134	не будет	3	8
135	что и	11	8
