N	2gram	Tiupa_Hudo	DiskursI
1	в качестве	31	72
2	а не	13	60
3	может быть	19	56
4	не только	20	49
5	и в	23	49
6	как и	3	47
7	тогда как	15	47
8	при этом	19	46
9	в том	20	44
10	и не	16	44
11	то есть	26	41
12	представляет собой	11	41
13	том что	9	40
14	в этом	12	38
15	в себе	13	37
16	состоит в	20	37
17	в частности	18	36
18	но и	14	35
19	своего рода	9	32
20	и т.п	7	32
21	но не	13	31
22	со стороны	5	28
23	так и	12	28
24	отличие от	7	28
25	но в	10	28
26	не может	9	27
27	в отличие	7	27
28	по своей	7	26
29	как в	2	25
30	такого рода	12	24
31	коммуникативного события	9	24
32	в рамках	13	23
33	еще не	4	23
34	отнюдь не	2	23
35	а также	6	20
36	прежде всего	5	19
37	в нем	6	19
38	в своей	7	19
39	лирического героя	2	18
40	в основе	7	18
41	далеко не	4	18
42	по отношению	10	17
43	в данном	4	17
44	то же	12	17
45	с другой	9	17
46	отношению к	10	17
47	в мире	24	17
48	точки зрения	11	16
49	только в	7	16
50	роль в	2	15
51	в его	11	15
52	художественного письма	9	15
53	то что	5	15
54	о том	2	15
55	это не	4	14
56	или иной	9	14
57	картины мира	3	14
58	не в	9	14
59	не менее	5	14
60	одной стороны	3	14
61	можно сказать	6	14
62	не является	5	14
63	ни к	2	14
64	с одной	3	14
65	в целом	3	13
66	для него	5	13
67	как бы	11	13
68	в своем	4	12
69	того же	3	12
70	являет собой	3	12
71	при всей	2	12
72	ведет к	2	12
73	и на	3	12
74	что в	7	11
75	в тексте	13	11
76	по мысли	2	11
77	с его	6	11
78	и как	4	11
79	как правило	3	11
80	не сводится	9	11
81	столь же	2	11
82	для себя	4	10
83	а в	13	10
84	а с	2	10
85	не столько	7	10
86	высказывания в	5	10
87	по сути	6	10
88	той или	5	10
89	вследствие этого	2	10
90	и т.д	4	10
91	же время	7	10
92	тем самым	5	9
93	в то	8	9
94	в силу	4	9
95	коммуникативное событие	2	9
96	между тем	4	9
97	картина мира	5	9
98	в них	2	9
99	уже не	6	9
100	себя в	8	9
101	сводится к	11	9
102	художественного целого	3	9
103	и о	4	8
104	как уже	3	8
105	к тому	4	8
106	потому что	3	8
107	не на	5	8
108	хотя и	4	8
109	в противоположность	3	8
110	жизни в	2	8
111	в этих	4	8
112	не с	2	8
113	в себя	4	8
114	лирический герой	5	8
115	в одном	3	8
116	совпадает с	2	8
117	он не	4	8
118	не следует	4	8
119	его в	4	7
120	с позиций	4	7
121	о чем	3	7
122	могут быть	5	7
123	и ее	3	7
124	приводит к	6	7
125	в ходе	5	7
126	одной из	2	7
127	и для	3	7
128	что и	2	7
129	в притче	3	7
130	например в	4	7
131	в этой	2	7
132	жанровой традиции	2	7
133	другой стороны	6	7
134	иначе говоря	5	7
135	мира в	2	7
136	лишь в	7	7
137	в рассказе	3	7
138	в пределах	3	7
139	ни для	2	7
140	ни в	5	7
141	я в	13	7
142	в русской	3	7
143	присутствия в	9	7
144	и его	12	7
145	таким образом	3	7
146	нового времени	2	7
147	основе своей	2	7
148	никогда не	2	6
149	к его	3	6
150	значении этого	4	6
151	не как	2	6
152	отношение к	7	6
153	что он	5	6
154	не знает	4	6
155	одно из	2	6
156	в контексте	3	6
157	именно в	2	6
158	тому как	3	6
159	времени в	2	6
160	однако в	4	6
161	здесь не	2	6
162	в принципе	8	6
163	и может	2	6
164	в ее	6	6
165	имеет место	3	6
166	и то	4	6
167	одна из	2	6
168	то в	2	6
169	во всех	3	6
170	конечном счете	5	6
171	и одновременно	5	6
172	героя и	5	6
173	времени и	2	6
174	в конечном	5	6
175	однако при	3	6
176	с точки	3	6
177	и того	3	6
178	в сказании	2	6
179	жанровая форма	2	5
180	в другом	4	5
181	писал бахтин	2	5
182	ситуации рассказывания	2	5
183	в виду	5	5
184	в их	5	5
185	не всегда	2	5
186	свою очередь	2	5
187	и потому	2	5
188	того что	5	5
189	биографического дискурса	2	5
190	мира и	2	5
191	во втором	4	5
192	несмотря на	2	5
193	известного рода	2	5
194	один из	2	5
195	не предполагает	5	5
196	по бахтину	2	5
197	русской литературе	2	5
198	сути своей	3	5
199	принадлежит к	3	5
200	сказать что	4	5
201	но она	2	5
202	значительной степени	2	5
203	из этих	3	5
204	за пределы	2	5
205	не обязательно	3	5
206	с ее	6	5
207	форма авторства	2	5
208	несет в	3	5
209	я и	7	5
210	адресата в	2	5
211	в значительной	2	5
212	эстетической деятельности	2	5
213	одного и	3	5
214	известной степени	3	5
215	в свою	3	5
216	в литературе	2	5
217	сказания или	3	5
218	с.с аверинцева	2	5
219	внутренней речи	14	5
220	подобно тому	3	5
221	в акте	3	5
222	строго говоря	2	5
223	и состоит	3	5
224	высказывания не	2	5
225	оно не	2	5
226	может служить	2	5
227	на этом	2	5
228	в сторону	2	5
229	не вполне	2	5
230	в той	3	5
231	как раз	3	5
232	коммуникативной стратегии	2	5
233	говорить о	4	5
234	своей природе	2	5
235	при котором	2	5
236	между которыми	2	4
237	слова не	2	4
238	для меня	2	4
239	а на	5	4
240	коммуникативной природе	2	4
241	силу своей	4	4
242	и прежде	3	4
243	события в	2	4
244	и тем	4	4
245	стороны адресата	2	4
246	или напротив	2	4
247	и составляет	3	4
248	и др	2	4
249	того или	4	4
250	по своему	3	4
251	объекта и	3	4
252	в произведении	3	4
253	как это	7	4
254	и это	2	4
255	в анекдоте	2	4
256	человеческой жизни	3	4
257	частной жизни	2	4
258	в году	2	4
259	к жизни	2	4
260	между двумя	2	4
261	для обозначения	2	4
262	во внешнем	2	4
263	особого рода	8	4
264	или иного	4	4
265	мы имеем	6	4
266	до известной	2	4
267	в равной	2	4
268	по преимуществу	3	4
269	отличается от	2	4
270	тем не	3	4
271	я не	2	4
272	связи с	3	4
273	коммуникативным событием	2	4
274	и адресата	3	4
275	тот или	3	4
276	в культуре	3	4
277	одним из	2	4
278	этического выбора	2	4
279	в какой	2	4
280	есть в	3	4
281	в жизни	3	4
282	во мне	2	4
283	в самом	7	4
284	сути дела	3	4
285	и к	3	4
286	из виду	2	4
287	жизни а	2	4
288	по себе	2	4
289	и весьма	2	4
290	к другому	2	4
291	в основании	2	4
292	высказывания и	2	4
293	или в	2	4
294	коммуникативную стратегию	2	4
295	с ним	2	4
296	текста в	3	4
297	с читателем	2	4
298	еще и	2	3
299	и притом	3	3
300	от лат	19	3
301	идет о	2	3
302	текста не	2	3
303	эмоциональной рефлексии	8	3
304	в форме	4	3
305	к которому	4	3
306	оказывается в	3	3
307	это и	2	3
308	роли в	4	3
309	в области	8	3
310	в одно	2	3
311	причастности к	2	3
312	мире и	2	3
313	в формах	2	3
314	в момент	3	3
315	литературного произведения	13	3
316	в структуре	3	3
317	рассказ о	2	3
318	но как	2	3
319	в точке	3	3
320	более или	6	3
321	или притчи	2	3
322	об этом	2	3
323	в романе	3	3
324	художественной целостности	3	3
325	в миропорядке	8	3
326	героя как	2	3
327	этого термина	2	3
328	между собой	2	3
329	или анекдота	2	3
330	эстетического завершения	9	3
331	о его	2	3
332	числе и	2	3
333	все эти	2	3
334	дело не	2	3
335	более не	2	3
336	на языке	3	3
337	том числе	3	3
338	возможность иного	2	3
339	одно и	3	3
340	своего другого	2	3
341	герой не	3	3
342	произведения как	3	3
343	с их	2	3
344	в которой	3	3
345	уже говорилось	2	3
346	и по	2	3
347	речевая маска	5	3
348	не просто	2	3
349	внешнем мире	2	3
350	индивидуального бытия	2	3
351	на смену	4	3
352	автора и	3	3
353	а.н веселовского	2	3
354	перед лицом	3	3
355	при всем	2	3
356	заключается в	2	3
357	и более	2	3
358	с человеком	2	3
359	или менее	6	3
360	отношения к	4	3
361	всей своей	2	3
362	не случайно	3	3
363	референтная компетенция	2	3
364	их в	3	3
365	таковы например	2	3
366	входит в	4	3
367	к содержанию	3	3
368	эстетическая деятельность	5	3
369	личности в	4	3
370	на почве	4	3
371	мира с	2	3
372	слова в	3	3
373	то ни	2	3
374	имеет дело	2	3
375	или даже	3	3
376	место в	5	3
377	может оказаться	2	3
378	и сам	3	3
379	жизни но	2	3
380	слова и	2	3
381	о себе	2	3
382	в организации	2	3
383	и что	4	3
384	равной степени	2	3
385	имеем дело	2	3
386	анекдот не	2	2
387	в художественной	3	2
388	я с	5	2
389	я на	2	2
390	в отношении	4	2
391	чтобы не	2	2
392	м.м бахтиным	2	2
393	этого текста	2	2
394	всего лишь	6	2
395	вступает в	2	2
396	такова например	2	2
397	вслед за	2	2
398	включает в	2	2
399	рамках которого	3	2
400	эстетического субъекта	3	2
401	причастной вненаходимости	2	2
402	как к	5	2
403	мышления и	2	2
404	реализуется в	2	2
405	другого в	3	2
406	быть и	2	2
407	сближение но	3	2
408	мыслится как	5	2
409	художественного мышления	3	2
410	от своего	2	2
411	к области	3	2
412	ни одно	2	2
413	к своему	2	2
414	во времени	4	2
415	самом деле	2	2
416	этом мире	2	2
417	в чем	2	2
418	м.м бахтин	2	2
419	я героя	3	2
420	принципиальное отличие	2	2
421	для понимания	2	2
422	в душе	9	2
423	субъекта жизни	2	2
424	к нему	3	2
425	чем и	3	2
426	а только	4	2
427	повесть о	2	2
428	это тоже	2	2
429	вненаходимости бахтин	2	2
430	было и	2	2
431	воспринимающего сознания	4	2
432	своей внутренней	2	2
433	личностного самоопределения	2	2
434	говорит и	3	2
435	самим собой	5	2
436	так в	4	2
437	что может	2	2
438	хоровое слово	2	2
439	или субъектом	2	2
440	такая возможность	2	2
441	текста так	2	2
442	речь идет	2	2
443	не могло	2	2
444	преодолеваемая даль	2	2
445	тем или	2	2
446	речевого замысла	2	2
447	ни столь	2	2
448	большей части	2	2
449	себя и	3	2
450	все это	2	2
451	не слияние	3	2
452	жизнь личности	2	2
453	который в	2	2
454	я как	2	2
455	этого слова	2	2
456	своей является	2	2
457	вовсе не	2	2
458	одного сознания	3	2
459	бы то	2	2
460	эстетического объекта	4	2
461	не могли	2	2
462	в воображении	4	2
463	не от	2	2
464	могла бы	2	2
465	право на	2	2
466	во множестве	2	2
467	и сближение	2	2
468	с другими	5	2
469	теории литературы	2	2
470	тем более	2	2
471	что она	2	2
472	о литературе	3	2
473	лично для	2	2
474	на деле	3	2
475	если бы	3	2
476	такого дискурса	2	2
477	и возможность	2	2
478	эстетическое завершение	2	2
479	сознания в	4	2
480	художественное целое	2	2
481	художественного высказывания	2	2
482	ни было	2	2
483	для того	5	2
484	с этой	3	2
485	к сообщаемому	2	2
486	сверхличной заданности	2	2
487	отношении к	3	2
488	текст и	3	2
489	том и	2	2
490	эстетического отношения	11	2
491	речи и	4	2
492	у него	2	2
493	человека с	3	2
494	в дискурсе	2	2
495	всей его	2	2
496	ее в	2	2
497	создает эффект	2	2
498	даль и	2	2
499	речевой деятельности	2	2
500	в самой	2	2
501	в роли	3	2
502	как эстетической	4	2
503	всех подобных	2	2
504	по большей	2	2
505	аналогичным образом	4	2
506	к чужому	2	2
507	или иным	4	2
508	согласно характеристике	2	2
509	жизни как	4	2
510	личности и	3	2
511	но на	2	2
512	деятельности в	4	2
513	из которых	2	2
514	всякий раз	2	2
515	со своей	4	2
516	сказания это	2	2
517	ценностного центра	3	2
518	в случае	2	2
519	индивидуального речевого	2	2
520	анна каренина	3	2
521	и читателем	2	2
522	только о	2	2
523	в нашем	2	2
524	этих двух	2	2
525	на основе	2	2
