N	2gram	Voloshinov	Mirosoze
1	и в	13	97
2	может быть	8	64
3	не только	6	63
4	в этом	2	55
5	но и	3	54
6	а не	2	53
7	в нем	2	49
8	не может	8	49
9	и не	8	39
10	никогда не	3	38
11	в ней	2	37
12	не в	3	34
13	для него	2	31
14	прежде всего	9	29
15	как и	3	29
16	но в	4	27
17	в своей	4	25
18	и все	3	24
19	что в	3	23
20	в самом	2	21
21	в себе	3	20
22	как бы	6	19
23	в его	7	18
24	в том	2	16
25	том что	2	16
26	то что	6	16
27	было бы	4	16
28	и его	12	16
29	нет ничего	2	14
30	так как	3	14
31	смысле слова	2	12
32	в них	2	12
33	все это	4	12
34	хотя бы	5	11
35	в которой	3	11
36	только в	6	11
37	как в	2	11
38	и для	3	11
39	и к	2	11
40	так же	2	10
41	есть не	2	10
42	то же	4	10
43	связана с	3	10
44	не имеет	2	10
45	а в	2	9
46	к тому	2	9
47	лишь в	4	9
48	не мог	2	9
49	в отношении	2	8
50	только и	4	8
51	за пределы	3	8
52	тем что	2	8
53	еще в	2	8
54	уже в	2	8
55	те же	2	7
56	мог бы	2	7
57	точки зрения	7	7
58	во всем	2	7
59	не как	3	6
60	в ее	3	6
61	его на	2	6
62	если бы	2	6
63	с этой	2	6
64	есть прежде	3	6
65	в их	3	5
66	так и	3	5
67	и этот	2	5
68	от этого	2	5
69	тот же	2	5
70	да и	3	5
71	с этим	3	5
72	вопроса о	4	5
73	бы в	2	5
74	думать что	2	5
75	по отношению	3	4
76	в каждом	4	4
77	иное как	2	4
78	не что	2	4
79	что иное	2	4
80	в чем	2	4
81	могут быть	2	4
82	мы видим	2	4
83	все эти	2	4
84	что они	2	4
85	вряд ли	3	4
86	я хочу	3	4
87	сознания и	2	4
88	и их	7	4
89	мы не	4	4
90	отношению к	3	4
91	в своих	2	4
92	для себя	2	3
93	и тем	2	3
94	все же	5	3
95	мы должны	6	3
96	что же	3	3
97	между тем	2	3
98	и то	3	3
99	и эта	5	3
100	в этот	2	3
101	превращается в	3	3
102	от всех	2	3
103	но ведь	5	3
104	в пределах	3	3
105	входит в	2	3
106	но для	3	3
107	в одном	3	3
108	роль в	2	3
109	и должно	2	3
110	учение о	2	3
111	к одному	3	2
112	в действительности	2	2
113	отношений между	2	2
114	а как	2	2
115	от своего	2	2
116	самом деле	3	2
117	может в	2	2
118	не менее	2	2
119	не столько	3	2
120	и ее	2	2
121	во всей	2	2
122	ее в	2	2
123	с другой	2	2
124	ни один	3	2
125	и уже	3	2
126	что эта	2	2
