N	3gram	Vygotskiy_	Morfolog
1	мы видим что	2	11
2	в этом случае	5	10
3	не может быть	4	9
4	в связи с	6	9
5	таким образом мы	2	7
6	по отношению к	19	7
7	с точки зрения	12	6
8	подобно тому как	6	5
9	с другой стороны	8	5
10	на самом деле	3	4
11	но все же	2	4
12	в том что	33	4
13	к тому что	5	4
14	независимо от того	2	4
15	не могут быть	3	4
16	о том что	7	3
17	то время как	4	3
18	в настоящее время	2	3
19	состоит в том	7	3
20	в то время	4	3
21	для того чтобы	20	3
22	в первом случае	2	3
23	на то что	5	3
24	в собственном смысле	2	3
25	вопрос о том	4	2
26	во всяком случае	2	2
27	не что иное	2	2
28	в данном случае	3	2
29	что иное как	2	2
30	функций между собой	2	2
31	связи функций между	2	2
32	в этом отношении	7	2
33	с того что	2	2
34	друг к другу	3	2
35	начинается с того	2	2
36	о том как	3	2
37	в обоих случаях	2	2
38	можно было бы	8	2
39	друг на друга	2	2
40	с одной стороны	10	2
