N	2gram	Propp_Isto	Dialekti
1	не есть	2	181
2	т е	30	159
3	и не	19	120
4	и т	39	82
5	по себе	4	79
6	а не	18	78
7	и в	40	77
8	т д	35	75
9	может быть	37	71
10	не только	28	66
11	значит что	2	61
12	то что	17	59
13	и есть	5	55
14	ничего не	6	54
15	не может	19	53
16	и даже	4	47
17	в мифе	3	47
18	так как	20	46
19	что это	12	46
20	потому что	12	45
21	не просто	5	44
22	как бы	6	43
23	ни в	2	42
24	и что	14	42
25	вовсе не	3	41
26	в том	12	40
27	что такое	3	39
28	в этом	13	39
29	то же	21	39
30	в себе	6	38
31	что она	10	38
32	том что	11	37
33	что он	32	37
34	прежде всего	15	37
35	это не	8	36
36	так что	9	36
37	что в	19	34
38	в нем	8	34
39	того что	6	33
40	но и	21	32
41	все это	6	31
42	ясно что	2	31
43	и как	3	30
44	отнюдь не	2	30
45	сказать что	7	30
46	так и	13	29
47	было бы	11	29
48	как и	5	28
49	никогда не	25	27
50	в виду	2	26
51	не в	11	26
52	есть и	2	26
53	есть только	3	25
54	есть не	2	25
55	и то	3	25
56	и пр	11	25
57	если бы	8	24
58	но это	8	24
59	и вот	2	23
60	в то	4	23
61	таким образом	13	23
62	но что	2	22
63	я не	5	22
64	она не	6	21
65	что не	2	21
66	должна быть	5	21
67	в каком	2	20
68	только в	16	20
69	как раз	2	20
70	что и	9	20
71	о том	12	20
72	уже не	3	20
73	и с	5	20
74	в своем	5	19
75	что мы	9	19
76	как это	6	19
77	не менее	7	19
78	и это	2	19
79	тогда когда	2	19
80	не существует	2	19
81	и его	5	19
82	иное как	3	18
83	не что	3	18
84	что иное	3	18
85	что же	4	18
86	с другой	8	18
87	хотя бы	5	18
88	но если	4	17
89	в основе	4	17
90	в сущности	2	17
91	должно быть	2	17
92	в особенности	3	17
93	другими словами	8	16
94	в своей	2	16
95	мы не	12	16
96	нет ничего	2	16
97	кроме того	3	16
98	к нему	3	16
99	да и	3	16
100	то это	9	16
101	об этом	11	16
102	тем не	7	16
103	само по	2	16
104	конечно не	2	16
105	также и	3	15
106	все же	17	15
107	так же	18	15
108	в виде	2	15
109	самом деле	2	15
110	и мы	2	15
111	же и	3	15
112	на то	6	15
113	мы уже	7	15
114	и потому	3	14
115	и ее	3	14
116	д и	2	14
117	с ним	3	14
118	а именно	5	14
119	не было	3	14
120	и только	4	14
121	в силу	7	13
122	не то	4	13
123	но в	13	13
124	в ней	10	13
125	время как	3	13
126	говорит о	2	13
127	он не	10	13
128	что они	13	13
129	другой стороны	7	13
130	с ее	2	13
131	вопрос о	8	12
132	могут быть	5	12
133	еще не	14	12
134	все эти	6	12
135	именно в	5	12
136	и если	4	12
137	перед нами	5	12
138	не могут	3	12
139	но как	2	12
140	даже не	2	12
141	а в	15	12
142	всегда есть	2	12
143	с этим	5	12
144	и тогда	3	12
145	но не	7	12
146	мы должны	17	11
147	нисколько не	3	11
148	должны быть	4	11
149	себе не	2	11
150	и тем	2	11
151	только на	2	11
152	ничем не	2	11
153	его не	3	11
154	в них	2	11
155	что если	2	11
156	мы имеем	25	11
157	из них	5	11
158	или в	6	11
159	а потом	4	10
160	одно из	2	10
161	от этого	2	10
162	к тому	6	10
163	в ее	2	10
164	как мы	3	10
165	в его	10	10
166	это было	2	10
167	и для	5	10
168	чтобы не	3	10
